Iteration	1	2	3	4	5	simmap
6900	{3,3.0057:6,0.179042:3,0.0743028:5,0.00886302:3,0.00952056}	{2,1.43788:4,0.125209:2,0.0258108:4,0.0216573:2,0.105158:4,0.0115335:1,0.171993}	{1,1.89924}	{1,0.370109:4,0.0801885:1,0.448538:4,0.0262235:2,0.276865:6,0.0651668:7,0.0159475:6,0.0556263:3,0.0395208}	{3,0}	((n1:{2,1.43788:4,0.125209:2,0.0258108:4,0.0216573:2,0.105158:4,0.0115335:1,0.171993},n0:{1,1.89924}):{1,0.370109:4,0.0801885:1,0.448538:4,0.0262235:2,0.276865:6,0.0651668:7,0.0159475:6,0.0556263:3,0.0395208},n2:{3,3.0057:6,0.179042:3,0.0743028:5,0.00886302:3,0.00952056});
7000	{3,3.75097}	{2,1.10698}	{1,0.960992:4,0.0463846:2,0.099601}	{2,0.356336:4,0.0146584:1,0.0542691:4,0.0359554:2,0.872879:4,0.0504379:2,0.147986:4,0.019376:1,0.0265489:4,0.034489:2,0.782952:6,0.00830777:3,0.135764:6,0.0802684:3,0.0237682}	{3,0}	((n0:{1,0.960992:4,0.0463846:2,0.099601},n1:{2,1.10698}):{2,0.356336:4,0.0146584:1,0.0542691:4,0.0359554:2,0.872879:4,0.0504379:2,0.147986:4,0.019376:1,0.0265489:4,0.034489:2,0.782952:6,0.00830777:3,0.135764:6,0.0802684:3,0.0237682},n2:{3,3.75097});
7100	{3,3.42814:6,0.00233633:7,4.38564e-06:6,0.000795237:3,0.160458}	{2,1.1111:4,0.00106246:2,0.0497152:4,0.00673035:1,0.0135406:4,0.00509474:2,0.0280632:4,0.037457:2,0.039653}	{1,1.06199:4,0.0172622:1,0.213166}	{4,0.00174842:1,0.439372:4,0.0204582:1,0.0186004:4,0.0329703:2,0.0549905:4,0.00762012:2,0.350217:4,0.0423596:2,0.0611383:4,0.0235237:1,0.170353:4,0.00969593:1,0.0766913:4,0.0316497:1,0.0566477:4,0.120994:1,0.184506:4,0.00892085:2,0.0836456:4,0.0378055:1,0.323883:4,0.0523949:1,0.00847444:5,0.0130199:3,0.067641}	{3,0}	((n0:{1,1.06199:4,0.0172622:1,0.213166},n1:{2,1.1111:4,0.00106246:2,0.0497152:4,0.00673035:1,0.0135406:4,0.00509474:2,0.0280632:4,0.037457:2,0.039653}):{4,0.00174842:1,0.439372:4,0.0204582:1,0.0186004:4,0.0329703:2,0.0549905:4,0.00762012:2,0.350217:4,0.0423596:2,0.0611383:4,0.0235237:1,0.170353:4,0.00969593:1,0.0766913:4,0.0316497:1,0.0566477:4,0.120994:1,0.184506:4,0.00892085:2,0.0836456:4,0.0378055:1,0.323883:4,0.0523949:1,0.00847444:5,0.0130199:3,0.067641},n2:{3,3.42814:6,0.00233633:7,4.38564e-06:6,0.000795237:3,0.160458});
7200	{3,3.38444}	{2,2.3621}	{1,2.08609:4,0.00215528:2,0.273856}	{2,0.440604:6,0.0233352:3,0.5584}	{3,0}	((n0:{1,2.08609:4,0.00215528:2,0.273856},n1:{2,2.3621}):{2,0.440604:6,0.0233352:3,0.5584},n2:{3,3.38444});
7300	{3,2.8859:5,0.00468095:3,0.0195153:6,0.00680905:3,0.0208319:6,0.00161682:7,0.00867178:5,0.0142373:3,0.0797274:6,0.000308661:2,0.012042:4,0.011613:7,0.0267266:6,0.00333266:3,0.00721799:6,0.0046075:3,0.028904:5,0.00441307:7,0.01753:4,0.00951265:2,0.00292278:4,0.0070215:2,0.0463031:6,0.00210412:7,0.00275699:5,0.00994094:7,0.00135081:5,0.0124463:1,0.0310224:5,0.0046709:3,0.0205452:6,0.00222689:3,0.032126:6,0.0244062:3,0.0207902:5,0.013124:7,0.00440563:4,0.0312778:1,0.0195659:5,0.0104717:7,0.00217138:5,0.0391338:1,0.032492:5,0.0057855:7,0.000313956:6,0.00214106:2,0.00528069:6,0.000181679:3,0.0317218:6,0.00063588:7,0.000643974:5,0.00652158:7,0.0151797:6,0.00613244:2,0.00701054:4,0.0146822:7,0.0035374:5,0.0125146:3,0.060759:6,0.00429196:2,0.10945:6,0.0192724:3,0.0239122:6,0.0402955:3,0.0440863}	{2,1.2258:4,0.0063685:2,0.0690962:4,0.00104718:1,0.0621246:4,0.0013035:2,0.0653175:4,0.00698313:2,0.0180445:4,0.0141346:1,0.0601763:4,0.00151127:1,0.0269096:4,0.0388828:1,0.00847386:4,0.0169036:1,0.250155:4,0.00833294:1,0.0885234:4,0.0248146:1,0.0168988:4,0.00817149:2,0.0302402:4,0.00287646:2,0.0659485:4,0.00893035:2,0.170501:4,0.00772222:2,0.0285483:4,0.0161128:2,0.067369:4,0.00583367:1,0.0903905:4,0.00573229:2,0.0121331:4,0.0175325:1,0.0585409:4,0.00820335:2,0.0273539:4,0.00510845:1,0.0603234:4,0.00912279:1,0.0311982:4,0.000225925:2,0.0473877:6,0.00989251:2,0.122856:6,0.00225514:2,0.0371665:6,0.0131983:3,0.0541875:5,0.00106201:3,0.00550208:5,0.00474382:1,0.0133604:5,0.0073413:3,0.0372379:5,0.00691372:3,0.00806247}	{1,1.2646:4,0.0456188:2,0.0749663:4,0.0343751:2,0.0814462:4,0.0116764:2,0.208106:4,0.00476481:1,0.375841:4,0.0127683:2,0.0213667:4,0.0222556:1,0.0595789:4,0.0112497:1,0.0425968:4,0.0235267:2,0.0912557:4,0.0181409:2,0.00620011:4,0.00809359:1,0.00760222:4,0.00135744:2,0.0390334:4,0.000138095:1,0.0196966:4,0.00240854:2,0.127644:4,0.00741001:1,0.00767955:4,0.00525331:1,0.0677451:4,0.00137495:2,0.122268:4,0.0338116:1,0.0790362:4,0.011155:7,0.000939051:4,0.00319691:2,0.014214:6,0.0263766:3,0.124324}	{3,0.0694784:6,0.0333225:2,0.0326218:4,0.000836509:2,0.0141155:4,0.00427834:1,0.00974846:5,0.0045475:7,0.0264529:6,0.0022111:2,0.0573018:4,0.0125806:1,0.0507813:4,0.00752299:1,0.097283:5,0.00431238:1,0.0432386:4,0.0219655:1,0.0399081:5,0.00148579:7,0.012327:4,0.00253555:1,0.0641368:4,0.0119496:7,0.0154213:5,0.00934413:7,0.0116177:6,0.0185286:2,0.00277795:6,0.0291927:7,0.000258556:4,0.0244017:7,0.00196348:6,0.0183603:3,0.0779244}	{3,0}	((n1:{2,1.2258:4,0.0063685:2,0.0690962:4,0.00104718:1,0.0621246:4,0.0013035:2,0.0653175:4,0.00698313:2,0.0180445:4,0.0141346:1,0.0601763:4,0.00151127:1,0.0269096:4,0.0388828:1,0.00847386:4,0.0169036:1,0.250155:4,0.00833294:1,0.0885234:4,0.0248146:1,0.0168988:4,0.00817149:2,0.0302402:4,0.00287646:2,0.0659485:4,0.00893035:2,0.170501:4,0.00772222:2,0.0285483:4,0.0161128:2,0.067369:4,0.00583367:1,0.0903905:4,0.00573229:2,0.0121331:4,0.0175325:1,0.0585409:4,0.00820335:2,0.0273539:4,0.00510845:1,0.0603234:4,0.00912279:1,0.0311982:4,0.000225925:2,0.0473877:6,0.00989251:2,0.122856:6,0.00225514:2,0.0371665:6,0.0131983:3,0.0541875:5,0.00106201:3,0.00550208:5,0.00474382:1,0.0133604:5,0.0073413:3,0.0372379:5,0.00691372:3,0.00806247},n0:{1,1.2646:4,0.0456188:2,0.0749663:4,0.0343751:2,0.0814462:4,0.0116764:2,0.208106:4,0.00476481:1,0.375841:4,0.0127683:2,0.0213667:4,0.0222556:1,0.0595789:4,0.0112497:1,0.0425968:4,0.0235267:2,0.0912557:4,0.0181409:2,0.00620011:4,0.00809359:1,0.00760222:4,0.00135744:2,0.0390334:4,0.000138095:1,0.0196966:4,0.00240854:2,0.127644:4,0.00741001:1,0.00767955:4,0.00525331:1,0.0677451:4,0.00137495:2,0.122268:4,0.0338116:1,0.0790362:4,0.011155:7,0.000939051:4,0.00319691:2,0.014214:6,0.0263766:3,0.124324}):{3,0.0694784:6,0.0333225:2,0.0326218:4,0.000836509:2,0.0141155:4,0.00427834:1,0.00974846:5,0.0045475:7,0.0264529:6,0.0022111:2,0.0573018:4,0.0125806:1,0.0507813:4,0.00752299:1,0.097283:5,0.00431238:1,0.0432386:4,0.0219655:1,0.0399081:5,0.00148579:7,0.012327:4,0.00253555:1,0.0641368:4,0.0119496:7,0.0154213:5,0.00934413:7,0.0116177:6,0.0185286:2,0.00277795:6,0.0291927:7,0.000258556:4,0.0244017:7,0.00196348:6,0.0183603:3,0.0779244},n2:{3,2.8859:5,0.00468095:3,0.0195153:6,0.00680905:3,0.0208319:6,0.00161682:7,0.00867178:5,0.0142373:3,0.0797274:6,0.000308661:2,0.012042:4,0.011613:7,0.0267266:6,0.00333266:3,0.00721799:6,0.0046075:3,0.028904:5,0.00441307:7,0.01753:4,0.00951265:2,0.00292278:4,0.0070215:2,0.0463031:6,0.00210412:7,0.00275699:5,0.00994094:7,0.00135081:5,0.0124463:1,0.0310224:5,0.0046709:3,0.0205452:6,0.00222689:3,0.032126:6,0.0244062:3,0.0207902:5,0.013124:7,0.00440563:4,0.0312778:1,0.0195659:5,0.0104717:7,0.00217138:5,0.0391338:1,0.032492:5,0.0057855:7,0.000313956:6,0.00214106:2,0.00528069:6,0.000181679:3,0.0317218:6,0.00063588:7,0.000643974:5,0.00652158:7,0.0151797:6,0.00613244:2,0.00701054:4,0.0146822:7,0.0035374:5,0.0125146:3,0.060759:6,0.00429196:2,0.10945:6,0.0192724:3,0.0239122:6,0.0402955:3,0.0440863});
7400	{3,3.58367:6,0.00449773:3,0.0868634:6,0.00114684:2,0.0415206:6,0.00173645:3,0.220053}	{2,1.53992:4,0.0298721:1,0.126429:4,0.00066026:1,0.0478411:4,0.0107531:1,0.0706739:4,0.00461885}	{1,1.5301:4,0.00268166:2,0.201151:4,0.00310322:2,0.0543507:4,0.00177861:1,0.0376019}	{4,0.00105358:1,0.482446:4,0.0147373:1,0.0209573:4,0.000601007:2,0.0146325:4,0.00517402:2,0.132488:4,0.0113807:2,0.185454:4,0.011751:2,0.147214:4,0.0158529:2,0.162722:4,0.0303282:2,0.145246:4,0.0112817:2,0.36815:4,0.00195048:1,0.0159381:4,0.0310229:1,0.0196664:4,0.0107423:2,0.051237:6,0.00704635:3,0.0822215:6,0.0175378:3,0.109886}	{3,0}	((n0:{1,1.5301:4,0.00268166:2,0.201151:4,0.00310322:2,0.0543507:4,0.00177861:1,0.0376019},n1:{2,1.53992:4,0.0298721:1,0.126429:4,0.00066026:1,0.0478411:4,0.0107531:1,0.0706739:4,0.00461885}):{4,0.00105358:1,0.482446:4,0.0147373:1,0.0209573:4,0.000601007:2,0.0146325:4,0.00517402:2,0.132488:4,0.0113807:2,0.185454:4,0.011751:2,0.147214:4,0.0158529:2,0.162722:4,0.0303282:2,0.145246:4,0.0112817:2,0.36815:4,0.00195048:1,0.0159381:4,0.0310229:1,0.0196664:4,0.0107423:2,0.051237:6,0.00704635:3,0.0822215:6,0.0175378:3,0.109886},n2:{3,3.58367:6,0.00449773:3,0.0868634:6,0.00114684:2,0.0415206:6,0.00173645:3,0.220053});
7500	{3,3.16939:6,0.00487177:2,0.0107111:6,0.00344655:3,0.152795:6,0.0316605:3,0.049799:5,0.0240246:1,0.0655019:4,0.0108229:2,0.02944:6,0.0619556:3,0.00801105}	{2,1.04603:4,0.00169519:2,0.224893}	{1,1.27262}	{4,0.027677:2,0.0510207:4,0.00913429:2,0.0733719:4,0.0436994:1,0.173955:4,0.00598842:2,0.203391:4,0.00909876:1,0.125821:4,0.0550204:1,0.0893706:4,0.0244636:1,0.0763896:4,0.00996487:2,0.277825:4,0.0282993:2,0.335627:4,0.0793043:1,0.0282187:4,0.0120367:2,0.0287802:4,0.0149458:1,0.0139288:4,0.0208103:2,0.0169873:4,0.00271874:2,0.101624:4,0.0261122:2,0.0327003:4,0.00434923:2,0.0367611:4,0.00718261:2,0.0772123:4,0.00569175:7,0.000831934:6,0.000618179:3,0.124912:6,0.0186558:3,0.0753169}	{3,0}	((n0:{1,1.27262},n1:{2,1.04603:4,0.00169519:2,0.224893}):{4,0.027677:2,0.0510207:4,0.00913429:2,0.0733719:4,0.0436994:1,0.173955:4,0.00598842:2,0.203391:4,0.00909876:1,0.125821:4,0.0550204:1,0.0893706:4,0.0244636:1,0.0763896:4,0.00996487:2,0.277825:4,0.0282993:2,0.335627:4,0.0793043:1,0.0282187:4,0.0120367:2,0.0287802:4,0.0149458:1,0.0139288:4,0.0208103:2,0.0169873:4,0.00271874:2,0.101624:4,0.0261122:2,0.0327003:4,0.00434923:2,0.0367611:4,0.00718261:2,0.0772123:4,0.00569175:7,0.000831934:6,0.000618179:3,0.124912:6,0.0186558:3,0.0753169},n2:{3,3.16939:6,0.00487177:2,0.0107111:6,0.00344655:3,0.152795:6,0.0316605:3,0.049799:5,0.0240246:1,0.0655019:4,0.0108229:2,0.02944:6,0.0619556:3,0.00801105});
7600	{3,3.68837}	{2,1.90966:4,0.00631998:1,0.0866927:4,0.00890495:1,0.115588:4,0.0824388:2,1.12381:4,0.00133769:2,0.0750143:6,0.008529:3,0.353434}	{1,1.4776:4,6.66662e-06:2,0.319122:4,0.0227454:2,0.0937849:4,0.0643248:2,1.23546:4,0.0509445:2,0.0790134:6,0.0919374:3,0.240516:6,0.00938333:3,0.00353089}	{3,0.0833532}	{3,0}	((n0:{1,1.4776:4,6.66662e-06:2,0.319122:4,0.0227454:2,0.0937849:4,0.0643248:2,1.23546:4,0.0509445:2,0.0790134:6,0.0919374:3,0.240516:6,0.00938333:3,0.00353089},n2:{3,3.68837}):{3,0.0833532},n1:{2,1.90966:4,0.00631998:1,0.0866927:4,0.00890495:1,0.115588:4,0.0824388:2,1.12381:4,0.00133769:2,0.0750143:6,0.008529:3,0.353434});
7700	{3,3.35498}	{2,1.20485:4,0.0184656:1,0.454707:4,0.000799906:1,0.0651716}	{1,1.53633:4,0.00660027:1,0.201067}	{1,0.177111:4,0.0019237:1,0.186594:4,0.0093494:2,0.206497:4,0.01464:2,0.0140105:4,0.00385439:1,0.0262405:4,0.000381011:2,0.373483:4,0.0201701:2,0.482733:6,0.00980409:2,0.0524832:6,0.00574378:3,0.025962}	{3,0}	((n0:{1,1.53633:4,0.00660027:1,0.201067},n1:{2,1.20485:4,0.0184656:1,0.454707:4,0.000799906:1,0.0651716}):{1,0.177111:4,0.0019237:1,0.186594:4,0.0093494:2,0.206497:4,0.01464:2,0.0140105:4,0.00385439:1,0.0262405:4,0.000381011:2,0.373483:4,0.0201701:2,0.482733:6,0.00980409:2,0.0524832:6,0.00574378:3,0.025962},n2:{3,3.35498});
7800	{3,3.45456:6,0.0163037:3,0.231469}	{2,1.24255:4,0.0354849:2,0.0407441}	{1,1.21487:4,0.0121648:2,0.0917446}	{2,0.348228:4,0.0158634:2,0.842762:4,0.0197445:2,0.0733513:4,0.00467719:2,0.132767:4,0.0187848:2,0.0354063:4,0.000684234:2,0.79006:6,0.0229035:2,0.0584866:6,0.00526296:3,0.0145667}	{3,0}	((n0:{1,1.21487:4,0.0121648:2,0.0917446},n1:{2,1.24255:4,0.0354849:2,0.0407441}):{2,0.348228:4,0.0158634:2,0.842762:4,0.0197445:2,0.0733513:4,0.00467719:2,0.132767:4,0.0187848:2,0.0354063:4,0.000684234:2,0.79006:6,0.0229035:2,0.0584866:6,0.00526296:3,0.0145667},n2:{3,3.45456:6,0.0163037:3,0.231469});
7900	{3,3.67962:6,0.070007:3,0.226162}	{2,1.10866}	{1,0.484406:4,0.143442:2,0.181727:4,0.00262289:2,0.296463}	{2,0.0989654:4,0.0365297:1,0.830633:4,0.0128281:2,0.144462:4,0.0271836:2,0.20253:4,0.221809:2,0.0217391:4,0.000911287:2,0.530238:6,0.0646322:2,0.230889:4,0.0331456:1,0.107661:5,0.0343878:3,0.268587}	{3,0}	((n1:{2,1.10866},n0:{1,0.484406:4,0.143442:2,0.181727:4,0.00262289:2,0.296463}):{2,0.0989654:4,0.0365297:1,0.830633:4,0.0128281:2,0.144462:4,0.0271836:2,0.20253:4,0.221809:2,0.0217391:4,0.000911287:2,0.530238:6,0.0646322:2,0.230889:4,0.0331456:1,0.107661:5,0.0343878:3,0.268587},n2:{3,3.67962:6,0.070007:3,0.226162});
8000	{3,3.37688}	{2,0.884011:4,0.0917663:1,0.294173}	{1,1.05007:4,0.0153361:1,0.204543}	{1,1.43104:4,0.0363857:2,0.37736:6,0.072424:3,0.18972}	{3,0}	((n0:{1,1.05007:4,0.0153361:1,0.204543},n1:{2,0.884011:4,0.0917663:1,0.294173}):{1,1.43104:4,0.0363857:2,0.37736:6,0.072424:3,0.18972},n2:{3,3.37688});
8100	{3,2.7812:6,0.00969784:3,0.0321768:5,0.0277509:1,0.00667431:4,0.0686166:2,0.0731778:4,0.0205484:7,0.0305369:6,0.0540781:2,0.0378732:6,0.00699074:3,0.114469:6,0.0207595:3,0.314721:5,0.0487886:1,0.0336329:5,0.0160415:3,0.0806686}	{2,0.796595:4,0.00210219:1,0.0642957:4,0.0120307:2,0.0289346:4,0.00112161:2,0.148321:4,0.00248432:2,0.0819032:4,0.0394694:1,0.0419265}	{1,0.746224:4,0.0181267:2,0.0138268:4,0.0151498:2,0.128484:4,0.0190537:1,0.278319}	{1,0.113226:4,0.00345374:1,0.376792:4,0.0130728:1,0.377452:4,0.0616263:2,0.285511:4,0.0238295:2,0.0104173:4,0.0541778:2,0.29318:6,0.00137437:2,0.0411326:4,0.00346666:7,0.030985:6,0.0533503:3,0.0746931:5,0.0146539:7,0.0162352:6,0.00458955:3,0.00698314:6,0.0799079:3,0.0713724:5,0.0706303:1,0.185313:4,0.0585111:2,0.0208014:6,0.0244549:2,0.13094:6,0.00575576:3,0.051332}	{3,0}	((n1:{2,0.796595:4,0.00210219:1,0.0642957:4,0.0120307:2,0.0289346:4,0.00112161:2,0.148321:4,0.00248432:2,0.0819032:4,0.0394694:1,0.0419265},n0:{1,0.746224:4,0.0181267:2,0.0138268:4,0.0151498:2,0.128484:4,0.0190537:1,0.278319}):{1,0.113226:4,0.00345374:1,0.376792:4,0.0130728:1,0.377452:4,0.0616263:2,0.285511:4,0.0238295:2,0.0104173:4,0.0541778:2,0.29318:6,0.00137437:2,0.0411326:4,0.00346666:7,0.030985:6,0.0533503:3,0.0746931:5,0.0146539:7,0.0162352:6,0.00458955:3,0.00698314:6,0.0799079:3,0.0713724:5,0.0706303:1,0.185313:4,0.0585111:2,0.0208014:6,0.0244549:2,0.13094:6,0.00575576:3,0.051332},n2:{3,2.7812:6,0.00969784:3,0.0321768:5,0.0277509:1,0.00667431:4,0.0686166:2,0.0731778:4,0.0205484:7,0.0305369:6,0.0540781:2,0.0378732:6,0.00699074:3,0.114469:6,0.0207595:3,0.314721:5,0.0487886:1,0.0336329:5,0.0160415:3,0.0806686});
8200	{3,2.98683:6,0.00664468:3,0.00727821:6,0.00290041:2,0.231693:4,1.38841e-05:7,0.000685111:4,0.0054733:2,0.0131903:6,0.00644124:2,0.103879:6,0.0161789:2,0.075212:6,0.00493939:3,0.152106:6,0.0279741:3,0.0148219}	{2,0.594169:4,0.0021238:2,0.0402096:4,0.0277372:1,0.0557098}	{1,0.719949}	{1,0.161672:4,0.00848613:2,0.106866:4,0.0175998:2,0.109152:4,0.0208511:1,0.447374:4,0.00993467:1,0.00681771:4,0.010031:1,0.0292219:4,0.00251008:1,0.367009:4,0.00637701:1,0.0573059:4,0.00724258:2,0.0214874:4,0.0468233:2,0.152895:4,0.009763:1,0.141315:4,0.000247565:1,0.0528928:4,0.0131945:1,0.321129:4,0.00524487:1,0.438407:4,0.00824793:2,0.163604:6,0.00791924:3,0.184692}	{3,0}	((n0:{1,0.719949},n1:{2,0.594169:4,0.0021238:2,0.0402096:4,0.0277372:1,0.0557098}):{1,0.161672:4,0.00848613:2,0.106866:4,0.0175998:2,0.109152:4,0.0208511:1,0.447374:4,0.00993467:1,0.00681771:4,0.010031:1,0.0292219:4,0.00251008:1,0.367009:4,0.00637701:1,0.0573059:4,0.00724258:2,0.0214874:4,0.0468233:2,0.152895:4,0.009763:1,0.141315:4,0.000247565:1,0.0528928:4,0.0131945:1,0.321129:4,0.00524487:1,0.438407:4,0.00824793:2,0.163604:6,0.00791924:3,0.184692},n2:{3,2.98683:6,0.00664468:3,0.00727821:6,0.00290041:2,0.231693:4,1.38841e-05:7,0.000685111:4,0.0054733:2,0.0131903:6,0.00644124:2,0.103879:6,0.0161789:2,0.075212:6,0.00493939:3,0.152106:6,0.0279741:3,0.0148219});
8300	{3,2.76126:6,0.0148729:2,0.290946:4,0.00557248:1,0.311794:4,7.13873e-05:2,0.0831223:6,0.0148579:3,0.0177326}	{2,1.18564:4,0.00353138:1,0.0724846:4,0.00445022:2,0.0412808:4,0.00730168:1,0.0288249}	{1,1.34351}	{1,0.278187:4,0.00685186:2,0.0293241:4,0.00642061:2,0.443375:4,0.0151305:2,0.246894:4,0.0214733:1,0.788201:4,0.0183073:2,0.137145:4,0.00300095:2,0.106161:4,0.00351375:2,0.0220177:6,0.0272606:3,0.00345288}	{3,0}	((n1:{2,1.18564:4,0.00353138:1,0.0724846:4,0.00445022:2,0.0412808:4,0.00730168:1,0.0288249},n0:{1,1.34351}):{1,0.278187:4,0.00685186:2,0.0293241:4,0.00642061:2,0.443375:4,0.0151305:2,0.246894:4,0.0214733:1,0.788201:4,0.0183073:2,0.137145:4,0.00300095:2,0.106161:4,0.00351375:2,0.0220177:6,0.0272606:3,0.00345288},n2:{3,2.76126:6,0.0148729:2,0.290946:4,0.00557248:1,0.311794:4,7.13873e-05:2,0.0831223:6,0.0148579:3,0.0177326});
8400	{3,3.88511}	{2,2.02145}	{1,1.68763:4,0.0114215:2,0.322395}	{2,1.21796:6,0.137315:3,0.249425:6,0.00788488:3,0.25108}	{3,0}	((n0:{1,1.68763:4,0.0114215:2,0.322395},n1:{2,2.02145}):{2,1.21796:6,0.137315:3,0.249425:6,0.00788488:3,0.25108},n2:{3,3.88511});
8500	{3,3.38952}	{2,1.81584:4,0.00866844:1,0.669326}	{1,2.49383}	{1,0.212297:5,0.0109154:3,0.0630195:5,0.114425:3,0.495029}	{3,0}	((n1:{2,1.81584:4,0.00866844:1,0.669326},n0:{1,2.49383}):{1,0.212297:5,0.0109154:3,0.0630195:5,0.114425:3,0.495029},n2:{3,3.38952});
8600	{3,2.7183:6,0.00207489:2,0.35193:4,0.0824289:1,0.143117:4,0.101696:2,0.0672081:6,0.0432152:3,0.341847}	{2,1.3004:4,0.0212632:1,0.0666234:4,0.0411192:1,0.0163499:4,0.0745424:2,0.990396:4,0.0166204:1,0.12922}	{1,1.05264:4,0.0680068:2,0.649185:4,0.0139075:2,0.0438164:4,0.0131145:2,0.321447:4,0.13261:1,0.361805}	{1,0.0597389:4,0.0136944:2,0.0588692:4,0.0586922:1,0.0230698:5,0.0380824:3,0.187984:6,0.0901129:3,0.0896191:6,0.101704:7,0.044293:6,0.0462814:3,0.383145}	{3,0}	((n0:{1,1.05264:4,0.0680068:2,0.649185:4,0.0139075:2,0.0438164:4,0.0131145:2,0.321447:4,0.13261:1,0.361805},n1:{2,1.3004:4,0.0212632:1,0.0666234:4,0.0411192:1,0.0163499:4,0.0745424:2,0.990396:4,0.0166204:1,0.12922}):{1,0.0597389:4,0.0136944:2,0.0588692:4,0.0586922:1,0.0230698:5,0.0380824:3,0.187984:6,0.0901129:3,0.0896191:6,0.101704:7,0.044293:6,0.0462814:3,0.383145},n2:{3,2.7183:6,0.00207489:2,0.35193:4,0.0824289:1,0.143117:4,0.101696:2,0.0672081:6,0.0432152:3,0.341847});
8700	{3,3.33805:5,0.0196186:3,0.141544}	{2,2.10745}	{1,1.43166:4,0.452015:1,0.115214:4,0.00465605:2,0.103909}	{2,0.197176:4,0.179453:2,0.0319365:6,0.106889:2,0.267512:6,0.0557726:3,0.553021}	{3,0}	((n1:{2,2.10745},n0:{1,1.43166:4,0.452015:1,0.115214:4,0.00465605:2,0.103909}):{2,0.197176:4,0.179453:2,0.0319365:6,0.106889:2,0.267512:6,0.0557726:3,0.553021},n2:{3,3.33805:5,0.0196186:3,0.141544});
8800	{3,3.20086}	{2,1.11667:4,0.008605:2,0.276222:4,0.0164063:2,0.421902}	{1,1.56041:4,0.0220692:2,0.257332}	{2,0.673998:4,0.00536943:1,0.261186:4,0.00636313:1,0.0887555:4,0.010959:2,0.0756428:6,0.018828:2,0.182661:6,0.00304501:3,0.0342464}	{3,0}	((n1:{2,1.11667:4,0.008605:2,0.276222:4,0.0164063:2,0.421902},n0:{1,1.56041:4,0.0220692:2,0.257332}):{2,0.673998:4,0.00536943:1,0.261186:4,0.00636313:1,0.0887555:4,0.010959:2,0.0756428:6,0.018828:2,0.182661:6,0.00304501:3,0.0342464},n2:{3,3.20086});
8900	{3,3.28999:5,0.0644823:3,0.065572:6,0.045377:2,0.0140347:6,0.0476232:2,0.0636852:6,0.00471413:3,0.0466057}	{2,0.961316:4,0.0816118:1,0.211237}	{1,1.05666:4,0.0686032:1,0.0365668:4,0.0068948:1,0.0854371}	{1,0.113183:4,0.00182502:1,0.0292729:4,0.0986225:2,0.264486:4,0.00192217:2,0.291976:4,0.124243:2,0.0395981:4,0.00447612:2,0.0681579:4,0.01348:2,0.048656:4,0.0138106:2,0.459606:4,0.000867507:1,0.231606:4,0.0128492:2,0.197097:6,0.119877:7,0.00900901:6,0.0174266:2,0.00862788:6,0.00495284:3,0.212297}	{3,0}	((n1:{2,0.961316:4,0.0816118:1,0.211237},n0:{1,1.05666:4,0.0686032:1,0.0365668:4,0.0068948:1,0.0854371}):{1,0.113183:4,0.00182502:1,0.0292729:4,0.0986225:2,0.264486:4,0.00192217:2,0.291976:4,0.124243:2,0.0395981:4,0.00447612:2,0.0681579:4,0.01348:2,0.048656:4,0.0138106:2,0.459606:4,0.000867507:1,0.231606:4,0.0128492:2,0.197097:6,0.119877:7,0.00900901:6,0.0174266:2,0.00862788:6,0.00495284:3,0.212297},n2:{3,3.28999:5,0.0644823:3,0.065572:6,0.045377:2,0.0140347:6,0.0476232:2,0.0636852:6,0.00471413:3,0.0466057});
9000	{3,3.10146:6,0.0132694:3,0.0879084:6,0.00841065:2,0.0344528:4,0.00396168:2,0.138566:6,0.0102273:3,0.504836}	{2,1.47818:4,0.0118596:2,0.115452:4,0.0082894:1,0.0287728}	{1,0.925344:4,0.0132882:1,0.0120145:4,0.0298766:1,0.175913:4,0.00304081:1,0.483076}	{1,0.0864232:4,0.00430443:2,0.207913:4,0.0102637:1,0.154325:4,0.0023302:2,0.238437:4,0.00249103:2,0.243727:6,0.00132788:2,0.0139844:4,0.0063642:2,0.0114082:6,0.00121178:3,0.691168:6,0.0592615:3,0.176006:6,0.000810663:2,0.248101:4,0.00567093:2,0.0248003:4,0.00474482:7,0.00759613:6,0.00140818:3,0.0564574}	{3,0}	((n0:{1,0.925344:4,0.0132882:1,0.0120145:4,0.0298766:1,0.175913:4,0.00304081:1,0.483076},n1:{2,1.47818:4,0.0118596:2,0.115452:4,0.0082894:1,0.0287728}):{1,0.0864232:4,0.00430443:2,0.207913:4,0.0102637:1,0.154325:4,0.0023302:2,0.238437:4,0.00249103:2,0.243727:6,0.00132788:2,0.0139844:4,0.0063642:2,0.0114082:6,0.00121178:3,0.691168:6,0.0592615:3,0.176006:6,0.000810663:2,0.248101:4,0.00567093:2,0.0248003:4,0.00474482:7,0.00759613:6,0.00140818:3,0.0564574},n2:{3,3.10146:6,0.0132694:3,0.0879084:6,0.00841065:2,0.0344528:4,0.00396168:2,0.138566:6,0.0102273:3,0.504836});
