Iteration	1	2	3	4	5	simmap
4700	{3,3.6284}	{2,0.887623:4,0.0721278:1,0.181179:4,0.0183072:2,0.46544:4,0.0490764:1,0.00283866:4,0.0193494:2,0.191407:4,0.0340906:1,0.0500924:4,0.00337217:1,0.720919:4,0.00730786:1,0.164737}	{1,0.727025:4,0.0103134:2,0.506001:4,0.0195603:1,0.215164:4,0.00100881:2,0.494283:4,0.000944653:1,0.14502:4,0.10267:1,0.21158:4,0.00812143:1,0.426175}	{1,0.238534:4,0.0109506:1,0.224165:4,0.0268902:2,0.0742802:6,0.114221:7,0.00772805:4,0.00428251:2,4.70132e-05:6,0.015606:3,0.00397965:6,0.00309466:3,0.0367556}	{3,0}	((n1:{2,0.887623:4,0.0721278:1,0.181179:4,0.0183072:2,0.46544:4,0.0490764:1,0.00283866:4,0.0193494:2,0.191407:4,0.0340906:1,0.0500924:4,0.00337217:1,0.720919:4,0.00730786:1,0.164737},n0:{1,0.727025:4,0.0103134:2,0.506001:4,0.0195603:1,0.215164:4,0.00100881:2,0.494283:4,0.000944653:1,0.14502:4,0.10267:1,0.21158:4,0.00812143:1,0.426175}):{1,0.238534:4,0.0109506:1,0.224165:4,0.0268902:2,0.0742802:6,0.114221:7,0.00772805:4,0.00428251:2,4.70132e-05:6,0.015606:3,0.00397965:6,0.00309466:3,0.0367556},n2:{3,3.6284});
4800	{3,3.86123}	{2,0.555812:4,0.0572757:1,0.731554}	{1,1.26485:4,0.0265215:1,0.0532683}	{1,0.814813:4,0.0858381:2,0.358828:4,0.0040213:1,0.613633:4,0.0775457:1,0.337356:5,0.000983392:3,0.0240077:5,0.128861:3,0.0706972}	{3,0}	((n0:{1,1.26485:4,0.0265215:1,0.0532683},n1:{2,0.555812:4,0.0572757:1,0.731554}):{1,0.814813:4,0.0858381:2,0.358828:4,0.0040213:1,0.613633:4,0.0775457:1,0.337356:5,0.000983392:3,0.0240077:5,0.128861:3,0.0706972},n2:{3,3.86123});
4900	{3,2.97188:6,0.0314887:2,0.382075:6,0.0118804:2,0.187443:6,1.95038e-05:3,0.0705921}	{2,0.709547:4,0.018824:1,0.2271:4,0.00840971:1,0.174182:4,0.000922253:1,0.810773}	{1,1.05928:4,0.0309375:1,0.859539}	{1,0.510801:4,0.00437686:2,0.164114:4,0.00141831:2,0.0855647:6,0.00117121:3,0.938174}	{3,0}	((n1:{2,0.709547:4,0.018824:1,0.2271:4,0.00840971:1,0.174182:4,0.000922253:1,0.810773},n0:{1,1.05928:4,0.0309375:1,0.859539}):{1,0.510801:4,0.00437686:2,0.164114:4,0.00141831:2,0.0855647:6,0.00117121:3,0.938174},n2:{3,2.97188:6,0.0314887:2,0.382075:6,0.0118804:2,0.187443:6,1.95038e-05:3,0.0705921});
5000	{3,3.62803}	{2,0.855514:4,0.0540645:1,0.0228373}	{1,0.932416}	{1,0.536911:4,0.0393299:1,1.18965:4,0.0199041:2,0.886223:6,0.00464181:3,0.0189595}	{3,0}	((n1:{2,0.855514:4,0.0540645:1,0.0228373},n0:{1,0.932416}):{1,0.536911:4,0.0393299:1,1.18965:4,0.0199041:2,0.886223:6,0.00464181:3,0.0189595},n2:{3,3.62803});
5100	{3,3.9145}	{2,0.909053}	{1,0.606489:4,0.0426892:2,0.259875}	{2,2.49955:6,0.0302327:3,0.475664}	{3,0}	((n1:{2,0.909053},n0:{1,0.606489:4,0.0426892:2,0.259875}):{2,2.49955:6,0.0302327:3,0.475664},n2:{3,3.9145});
5200	{3,3.46606:6,0.0317756:3,0.0717168:6,0.0114669:3,0.221016:6,0.0139236:3,0.141435}	{2,1.01705:4,0.0967193:2,0.0610161:4,0.00160283:2,0.0109432:4,0.00168397:2,0.181015}	{1,1.23113:4,0.0301543:2,0.108746}	{2,0.0980192:4,0.0532674:1,0.0263989:4,0.00349243:1,0.0982082:4,0.0122901:1,0.0573812:4,0.0204952:1,0.272338:4,0.0113412:1,0.262421:4,0.0243962:2,0.565439:4,0.00259816:1,0.646443:4,0.0162862:1,0.178636:4,0.00737714:1,0.2:4,0.00790075:2,0.0142065:6,0.00833141:3,9.44125e-05}	{3,0}	((n0:{1,1.23113:4,0.0301543:2,0.108746},n1:{2,1.01705:4,0.0967193:2,0.0610161:4,0.00160283:2,0.0109432:4,0.00168397:2,0.181015}):{2,0.0980192:4,0.0532674:1,0.0263989:4,0.00349243:1,0.0982082:4,0.0122901:1,0.0573812:4,0.0204952:1,0.272338:4,0.0113412:1,0.262421:4,0.0243962:2,0.565439:4,0.00259816:1,0.646443:4,0.0162862:1,0.178636:4,0.00737714:1,0.2:4,0.00790075:2,0.0142065:6,0.00833141:3,9.44125e-05},n2:{3,3.46606:6,0.0317756:3,0.0717168:6,0.0114669:3,0.221016:6,0.0139236:3,0.141435});
5300	{3,3.90258}	{2,1.01962:4,0.130762:1,0.618359}	{1,1.07829:4,0.209554:1,0.249674:4,0.0205675:1,0.21065}	{1,0.118853:4,0.192933:2,0.42826:4,0.0516168:2,1.07216:6,0.0519219:3,0.0150849:5,0.074684:3,0.128337}	{3,0}	((n1:{2,1.01962:4,0.130762:1,0.618359},n0:{1,1.07829:4,0.209554:1,0.249674:4,0.0205675:1,0.21065}):{1,0.118853:4,0.192933:2,0.42826:4,0.0516168:2,1.07216:6,0.0519219:3,0.0150849:5,0.074684:3,0.128337},n2:{3,3.90258});
5400	{3,3.0213:6,0.00214489:3,0.0736042:6,0.0501674:2,0.249987:6,0.0105099:3,0.10802}	{2,0.620729:4,0.0295:2,0.0936031:4,0.000991276:2,0.20783:4,0.177412:2,0.0538019:4,0.00862306:2,0.832033}	{1,1.19019:4,0.01673:2,0.817602}	{2,0.715267:6,0.000344146:3,0.763094:6,0.00887032:3,0.00363318}	{3,0}	((n1:{2,0.620729:4,0.0295:2,0.0936031:4,0.000991276:2,0.20783:4,0.177412:2,0.0538019:4,0.00862306:2,0.832033},n0:{1,1.19019:4,0.01673:2,0.817602}):{2,0.715267:6,0.000344146:3,0.763094:6,0.00887032:3,0.00363318},n2:{3,3.0213:6,0.00214489:3,0.0736042:6,0.0501674:2,0.249987:6,0.0105099:3,0.10802});
5500	{3,2.77728:6,0.00868179:3,0.121991:5,0.00184158:3,0.175371:6,0.00625357:3,0.335669:6,0.00205016:3,0.0810623:6,0.0398135:3,0.222695}	{2,1.53972:4,0.00581602:1,0.325446:4,0.0292396:1,0.23121:4,0.0361246:2,0.135996}	{1,1.42784:4,0.0318888:2,0.742249:4,0.0268892:2,0.0746842}	{2,0.10026:4,0.125107:1,0.0519548:4,0.0353373:1,0.268989:4,0.0263826:2,0.0786546:4,0.0942108:1,0.571567:5,0.0198622:3,0.0103508:5,0.0151818:3,0.0713012}	{3,0}	((n1:{2,1.53972:4,0.00581602:1,0.325446:4,0.0292396:1,0.23121:4,0.0361246:2,0.135996},n0:{1,1.42784:4,0.0318888:2,0.742249:4,0.0268892:2,0.0746842}):{2,0.10026:4,0.125107:1,0.0519548:4,0.0353373:1,0.268989:4,0.0263826:2,0.0786546:4,0.0942108:1,0.571567:5,0.0198622:3,0.0103508:5,0.0151818:3,0.0713012},n2:{3,2.77728:6,0.00868179:3,0.121991:5,0.00184158:3,0.175371:6,0.00625357:3,0.335669:6,0.00205016:3,0.0810623:6,0.0398135:3,0.222695});
5600	{3,3.39523:5,0.00744902:1,0.070281:4,0.00484584:2,0.00751797:6,0.00478529:7,0.00554066:6,0.0207738:3,0.111086:5,0.0151712:1,0.0231146:4,0.023769:1,0.0655579:4,0.00581648:1,0.0649281:5,0.00169486:3,0.0304053}	{2,0.89817:4,0.020162:1,0.310726}	{1,1.01898:4,0.00241487:2,0.118514:4,0.0132964:1,0.0758563}	{1,0.0348748:4,0.00455439:1,0.0562581:4,0.00105657:2,0.0275384:4,0.00776793:2,0.0965755:4,0.021118:1,0.182778:4,0.0111368:1,0.0222014:4,0.0128583:1,0.0844868:4,0.0376125:1,0.0890996:4,0.0553965:1,0.0450851:4,0.0161184:2,0.326432:4,0.00168554:1,0.0294332:4,0.00136081:1,0.110047:4,0.0147758:2,0.111433:4,0.00330408:2,0.275096:4,0.000478611:1,0.192234:4,0.0150595:1,0.00674597:4,0.0247044:2,0.0770954:6,0.005295:3,0.0053528:6,0.0111843:3,0.162565:6,0.0154421:3,0.0176421:6,0.0150006:2,0.1052:6,0.0026749:3,0.128011:6,0.0153664:3,0.148769}	{3,0}	((n0:{1,1.01898:4,0.00241487:2,0.118514:4,0.0132964:1,0.0758563},n1:{2,0.89817:4,0.020162:1,0.310726}):{1,0.0348748:4,0.00455439:1,0.0562581:4,0.00105657:2,0.0275384:4,0.00776793:2,0.0965755:4,0.021118:1,0.182778:4,0.0111368:1,0.0222014:4,0.0128583:1,0.0844868:4,0.0376125:1,0.0890996:4,0.0553965:1,0.0450851:4,0.0161184:2,0.326432:4,0.00168554:1,0.0294332:4,0.00136081:1,0.110047:4,0.0147758:2,0.111433:4,0.00330408:2,0.275096:4,0.000478611:1,0.192234:4,0.0150595:1,0.00674597:4,0.0247044:2,0.0770954:6,0.005295:3,0.0053528:6,0.0111843:3,0.162565:6,0.0154421:3,0.0176421:6,0.0150006:2,0.1052:6,0.0026749:3,0.128011:6,0.0153664:3,0.148769},n2:{3,3.39523:5,0.00744902:1,0.070281:4,0.00484584:2,0.00751797:6,0.00478529:7,0.00554066:6,0.0207738:3,0.111086:5,0.0151712:1,0.0231146:4,0.023769:1,0.0655579:4,0.00581648:1,0.0649281:5,0.00169486:3,0.0304053});
5700	{3,3.15682}	{2,0.731022:4,0.0285505:1,0.0803861:4,0.0120666:1,0.0886415}	{1,0.831681:4,0.013748:2,0.0393785:4,0.0253956:1,0.0304636}	{1,0.000863117:4,0.00188237:2,0.00749366:4,0.000853497:1,0.183395:4,0.0618984:1,0.256172:4,0.00932911:1,0.0419818:4,0.0168326:1,0.114009:4,0.00694078:1,0.0259361:4,0.029217:2,0.603258:4,0.0395065:1,0.592816:4,0.0167034:2,0.0234147:4,0.00191551:2,0.0424633:6,0.0261373:3,0.113135}	{3,0}	((n0:{1,0.831681:4,0.013748:2,0.0393785:4,0.0253956:1,0.0304636},n1:{2,0.731022:4,0.0285505:1,0.0803861:4,0.0120666:1,0.0886415}):{1,0.000863117:4,0.00188237:2,0.00749366:4,0.000853497:1,0.183395:4,0.0618984:1,0.256172:4,0.00932911:1,0.0419818:4,0.0168326:1,0.114009:4,0.00694078:1,0.0259361:4,0.029217:2,0.603258:4,0.0395065:1,0.592816:4,0.0167034:2,0.0234147:4,0.00191551:2,0.0424633:6,0.0261373:3,0.113135},n2:{3,3.15682});
5800	{0,0.937242:3,1.66511:6,0.00105845:2,0.0581187:6,0.00997799:2,0.309962:6,0.0512693:3,0.000987566}	{0,1.00612:2,0.082718:4,0.0168046:2,0.201615:4,0.0224083:1,0.283402}	{0,0.916611:1,0.696453}	{1,0.379265:4,0.0170937:1,0.0234039:4,0.00428634:2,0.0833741:4,0.0129283:1,0.0123796:4,0.00725963:2,0.118027:4,0.0223365:2,0.0227556:4,0.0243389:2,0.297569:4,0.0112896:2,0.00437034:6,0.0021228:7,0.00348438:4,0.0251383:1,0.116294:4,0.00404324:2,0.135977:6,0.0296721:7,0.00214224:5,0.000600868:3,0.0605068}	{3,0}	((n1:{0,1.00612:2,0.082718:4,0.0168046:2,0.201615:4,0.0224083:1,0.283402},n0:{0,0.916611:1,0.696453}):{1,0.379265:4,0.0170937:1,0.0234039:4,0.00428634:2,0.0833741:4,0.0129283:1,0.0123796:4,0.00725963:2,0.118027:4,0.0223365:2,0.0227556:4,0.0243389:2,0.297569:4,0.0112896:2,0.00437034:6,0.0021228:7,0.00348438:4,0.0251383:1,0.116294:4,0.00404324:2,0.135977:6,0.0296721:7,0.00214224:5,0.000600868:3,0.0605068},n2:{0,0.937242:3,1.66511:6,0.00105845:2,0.0581187:6,0.00997799:2,0.309962:6,0.0512693:3,0.000987566});
5900	{3,3.09204}	{2,0.583741:4,0.0196272:2,0.0139391:4,0.0770133:1,0.0566504:4,0.0193828:2,0.322459:4,0.0220895:2,0.0999579:4,0.0058057:1,0.0728465:4,0.0323745:2,0.05209:4,0.00767342:1,0.00679426:4,0.00148017:2,0.12496:4,0.00168549:1,0.0249317:4,0.0132638:2,0.340588}	{1,0.521344:4,0.00606339:1,0.0929217:4,0.00372987:2,0.035407:4,0.0471174:1,0.0723281:4,0.00355137:1,0.158478:4,0.030352:1,0.0798584:4,0.0368611:2,0.0470837:4,0.011984:2,0.227592:4,0.039253:2,0.0608454:4,0.010503:2,0.190241:4,0.018423:1,0.205417}	{4,0.00529789:1,0.0578581:4,0.00202163:2,0.0353079:4,0.0125977:1,0.119184:4,0.0147743:2,0.235848:4,0.00782453:2,0.195639:4,0.0164441:2,0.00840549:4,0.0398044:2,0.422022:6,0.00281927:3,0.016836}	{3,0}	((n0:{1,0.521344:4,0.00606339:1,0.0929217:4,0.00372987:2,0.035407:4,0.0471174:1,0.0723281:4,0.00355137:1,0.158478:4,0.030352:1,0.0798584:4,0.0368611:2,0.0470837:4,0.011984:2,0.227592:4,0.039253:2,0.0608454:4,0.010503:2,0.190241:4,0.018423:1,0.205417},n1:{2,0.583741:4,0.0196272:2,0.0139391:4,0.0770133:1,0.0566504:4,0.0193828:2,0.322459:4,0.0220895:2,0.0999579:4,0.0058057:1,0.0728465:4,0.0323745:2,0.05209:4,0.00767342:1,0.00679426:4,0.00148017:2,0.12496:4,0.00168549:1,0.0249317:4,0.0132638:2,0.340588}):{4,0.00529789:1,0.0578581:4,0.00202163:2,0.0353079:4,0.0125977:1,0.119184:4,0.0147743:2,0.235848:4,0.00782453:2,0.195639:4,0.0164441:2,0.00840549:4,0.0398044:2,0.422022:6,0.00281927:3,0.016836},n2:{3,3.09204});
6000	{3,2.74258:6,0.0325476:2,0.00635641:6,0.00239212:3,0.0454966:5,0.0483448:3,0.010636:5,0.0256365:3,0.00836492:5,0.0167203:1,0.0144071:5,0.00196259:7,0.0366672:5,0.0284704:1,0.031506:5,0.0389022:7,0.0112601:5,0.00555721:7,0.0283086:4,0.0180271:2,0.0477057:4,0.00285164:1,0.0209592:5,0.0196496:1,0.00439981:5,0.0089009:1,0.015016:4,0.0180069:1,0.00552255:4,0.0337416:2,0.0467902:6,0.00420047:2,0.049158:4,0.00347614:2,0.0447241:6,0.0301388:3,0.0319919}	{2,1.59837:4,0.0183752:2,0.246202:4,0.0201858:1,0.0116825}	{1,1.42099:4,0.006228:2,0.0518824:4,0.00165351:2,0.0120984:4,0.00376686:2,0.210808:4,0.039931:1,0.0316578:4,0.020695:2,0.0065767:4,0.00852411:1,0.00814203:4,0.00134276:2,0.070525}	{4,0.00644125:2,0.040697:4,0.00417919:2,0.0570271:4,0.000417708:1,0.21658:4,0.0111847:2,0.00423377:4,0.0386095:1,0.199696:4,0.0330278:2,0.17522:6,0.00688754:3,0.00184923:6,0.040499:2,0.000720016:4,0.0306144:1,0.00241501:4,0.0241858:7,0.0118689:4,0.010048:2,0.0665409:4,0.00706233:7,0.0119101:5,0.0120829:1,0.0575889:5,0.0198097:3,0.152332:5,0.0140367:1,0.0555402:5,0.000394275:7,0.00446609:6,0.00147499:2,0.0563067:4,0.00913574:2,0.0272459:4,0.023875:2,0.00213325:4,0.0344853:1,0.0647879:5,0.0625092:1,0.0308917:5,0.00645611:3,0.00909289}	{3,0}	((n0:{1,1.42099:4,0.006228:2,0.0518824:4,0.00165351:2,0.0120984:4,0.00376686:2,0.210808:4,0.039931:1,0.0316578:4,0.020695:2,0.0065767:4,0.00852411:1,0.00814203:4,0.00134276:2,0.070525},n1:{2,1.59837:4,0.0183752:2,0.246202:4,0.0201858:1,0.0116825}):{4,0.00644125:2,0.040697:4,0.00417919:2,0.0570271:4,0.000417708:1,0.21658:4,0.0111847:2,0.00423377:4,0.0386095:1,0.199696:4,0.0330278:2,0.17522:6,0.00688754:3,0.00184923:6,0.040499:2,0.000720016:4,0.0306144:1,0.00241501:4,0.0241858:7,0.0118689:4,0.010048:2,0.0665409:4,0.00706233:7,0.0119101:5,0.0120829:1,0.0575889:5,0.0198097:3,0.152332:5,0.0140367:1,0.0555402:5,0.000394275:7,0.00446609:6,0.00147499:2,0.0563067:4,0.00913574:2,0.0272459:4,0.023875:2,0.00213325:4,0.0344853:1,0.0647879:5,0.0625092:1,0.0308917:5,0.00645611:3,0.00909289},n2:{3,2.74258:6,0.0325476:2,0.00635641:6,0.00239212:3,0.0454966:5,0.0483448:3,0.010636:5,0.0256365:3,0.00836492:5,0.0167203:1,0.0144071:5,0.00196259:7,0.0366672:5,0.0284704:1,0.031506:5,0.0389022:7,0.0112601:5,0.00555721:7,0.0283086:4,0.0180271:2,0.0477057:4,0.00285164:1,0.0209592:5,0.0196496:1,0.00439981:5,0.0089009:1,0.015016:4,0.0180069:1,0.00552255:4,0.0337416:2,0.0467902:6,0.00420047:2,0.049158:4,0.00347614:2,0.0447241:6,0.0301388:3,0.0319919});
6100	{3,1.24807:0,2.01907:3,0.0208816:6,0.0144224:3,0.0621561:6,0.000215483:3,0.416123}	{2,1.28108:4,0.00589611:2,0.0779269:4,0.00491042:2,0.0110464:4,0.00164211:1,0.108668:4,0.0177938:2,0.168667:4,0.0289357:1,0.0454413:4,0.0040831:2,0.201938:4,0.00311297:1,0.242273:4,0.00632909:2,0.399776:4,0.00301481:1,0.0858759}	{1,1.46498:4,0.00231929:1,0.334067:4,0.00827535:2,0.0985733:4,7.93729e-06:2,0.553668:4,0.00830151:1,0.228224}	{1,0.635264:4,0.00152112:2,0.220409:4,0.000924919:2,0.0909117:6,0.00264487:3,0.0326729:6,0.000629916:3,0.0975387}	{3,0}	((n0:{1,1.46498:4,0.00231929:1,0.334067:4,0.00827535:2,0.0985733:4,7.93729e-06:2,0.553668:4,0.00830151:1,0.228224},n1:{2,1.28108:4,0.00589611:2,0.0779269:4,0.00491042:2,0.0110464:4,0.00164211:1,0.108668:4,0.0177938:2,0.168667:4,0.0289357:1,0.0454413:4,0.0040831:2,0.201938:4,0.00311297:1,0.242273:4,0.00632909:2,0.399776:4,0.00301481:1,0.0858759}):{1,0.635264:4,0.00152112:2,0.220409:4,0.000924919:2,0.0909117:6,0.00264487:3,0.0326729:6,0.000629916:3,0.0975387},n2:{3,1.24807:0,2.01907:3,0.0208816:6,0.0144224:3,0.0621561:6,0.000215483:3,0.416123});
6200	{3,2.60627:6,0.00570629:2,0.0260049:6,0.00523675:3,0.08816:6,0.0108018:2,0.159051:4,0.00638278:1,0.285212:4,0.0234279:2,0.146586:4,0.000871928:1,0.0232132:4,0.00483772:2,0.181262:6,0.0151692:3,0.0540429:6,0.00150468:3,0.0454976:6,0.0147975:3,0.0934341}	{2,1.5819:4,0.0289357:2,0.284631}	{1,1.51117:4,0.00149739:1,0.00781299:4,0.000200322:2,0.0452129:4,0.0149472:2,0.314623}	{2,0.147457:4,0.00101416:1,0.186168:4,0.0429249:1,0.384862:5,0.0116096:3,0.187128:6,0.0266663:2,0.00472131:4,0.0295029:7,0.0134134:6,0.029833:2,0.18695:6,0.0385649:2,0.052931:6,0.0273598:2,0.0856292:6,0.0103425:3,0.434928}	{3,0}	((n1:{2,1.5819:4,0.0289357:2,0.284631},n0:{1,1.51117:4,0.00149739:1,0.00781299:4,0.000200322:2,0.0452129:4,0.0149472:2,0.314623}):{2,0.147457:4,0.00101416:1,0.186168:4,0.0429249:1,0.384862:5,0.0116096:3,0.187128:6,0.0266663:2,0.00472131:4,0.0295029:7,0.0134134:6,0.029833:2,0.18695:6,0.0385649:2,0.052931:6,0.0273598:2,0.0856292:6,0.0103425:3,0.434928},n2:{3,2.60627:6,0.00570629:2,0.0260049:6,0.00523675:3,0.08816:6,0.0108018:2,0.159051:4,0.00638278:1,0.285212:4,0.0234279:2,0.146586:4,0.000871928:1,0.0232132:4,0.00483772:2,0.181262:6,0.0151692:3,0.0540429:6,0.00150468:3,0.0454976:6,0.0147975:3,0.0934341});
6300	{3,3.84999}	{2,2.32327}	{1,1.32706:4,0.0331998:2,0.963016}	{2,0.603214:6,0.00941665:2,0.502149:6,0.00126911:3,0.410665}	{3,0}	((n1:{2,2.32327},n0:{1,1.32706:4,0.0331998:2,0.963016}):{2,0.603214:6,0.00941665:2,0.502149:6,0.00126911:3,0.410665},n2:{3,3.84999});
6400	{3,3.72276}	{2,1.41657:4,0.0185975:2,0.156186:4,0.0141339:2,0.0482903:4,0.0219566:2,0.0816287:4,0.043179:2,0.0364855:4,0.0206591:1,0.063339:4,0.00768413:1,0.0312369:4,0.0336887:2,0.0174843:4,0.00230838:2,0.0554539:4,0.016162:1,0.172077:4,0.0193304:2,0.104813:4,0.041043:2,0.0270416:4,0.0762011:1,0.259129:4,0.0231406:2,0.0452027:4,0.00484181:1,0.00324367:4,0.0669925:2,0.0108173}	{1,1.36958:4,0.0892267:2,0.000929843:4,0.0234659:1,8.86157e-05:4,0.00594094:2,0.0786165:4,0.0201765:2,0.0337839:4,0.000152923:1,0.0959043:4,0.112873:1,0.00280888:4,0.00647016:1,0.143295:4,0.0120503:1,0.198279:4,0.0129951:1,0.0266072:4,0.0138755:1,0.0100244:4,0.0320544:2,0.0452131:4,0.0591992:2,0.174288:4,0.0178602:2,0.130305:4,0.00660433:1,0.000978819:4,0.0304731:1,0.0660592:4,0.00333367:2,0.115401}	{2,0.0557976:4,0.0278643:2,0.110261:4,0.0201424:2,0.0114615:4,0.00664122:2,0.0911774:4,2.2651e-05:2,0.0448855:4,0.0129076:1,0.0890817:4,0.00134799:1,0.123857:4,0.00333772:2,0.152751:6,0.00983932:3,0.022474}	{3,0}	((n1:{2,1.41657:4,0.0185975:2,0.156186:4,0.0141339:2,0.0482903:4,0.0219566:2,0.0816287:4,0.043179:2,0.0364855:4,0.0206591:1,0.063339:4,0.00768413:1,0.0312369:4,0.0336887:2,0.0174843:4,0.00230838:2,0.0554539:4,0.016162:1,0.172077:4,0.0193304:2,0.104813:4,0.041043:2,0.0270416:4,0.0762011:1,0.259129:4,0.0231406:2,0.0452027:4,0.00484181:1,0.00324367:4,0.0669925:2,0.0108173},n0:{1,1.36958:4,0.0892267:2,0.000929843:4,0.0234659:1,8.86157e-05:4,0.00594094:2,0.0786165:4,0.0201765:2,0.0337839:4,0.000152923:1,0.0959043:4,0.112873:1,0.00280888:4,0.00647016:1,0.143295:4,0.0120503:1,0.198279:4,0.0129951:1,0.0266072:4,0.0138755:1,0.0100244:4,0.0320544:2,0.0452131:4,0.0591992:2,0.174288:4,0.0178602:2,0.130305:4,0.00660433:1,0.000978819:4,0.0304731:1,0.0660592:4,0.00333367:2,0.115401}):{2,0.0557976:4,0.0278643:2,0.110261:4,0.0201424:2,0.0114615:4,0.00664122:2,0.0911774:4,2.2651e-05:2,0.0448855:4,0.0129076:1,0.0890817:4,0.00134799:1,0.123857:4,0.00333772:2,0.152751:6,0.00983932:3,0.022474},n2:{3,3.72276});
6500	{0,0.517027:3,2.5177:6,0.0145893:2,0.0516627:6,0.0437586:2,0.237517:6,0.0207293:3,0.162333}	{0,0.515592:2,0.120351:4,0.0406688:1,0.0168329:4,0.0515366:1,0.162303:4,0.076676:1,0.0107956:4,0.0270435:1,0.0749457}	{0,0.483576:1,0.260175:4,0.00495109:1,0.201854:4,0.0275242:1,0.118665}	{1,0.213327:4,0.0422823:2,0.215599:4,0.0141735:2,0.558794:4,0.0537191:1,0.324039:4,0.0195161:1,0.22623:4,0.012893:2,0.132123:6,0.23168:2,0.0198768:6,0.0480373:3,0.118606:5,0.0113459:3,0.226336}	{3,0}	((n0:{0,0.483576:1,0.260175:4,0.00495109:1,0.201854:4,0.0275242:1,0.118665},n1:{0,0.515592:2,0.120351:4,0.0406688:1,0.0168329:4,0.0515366:1,0.162303:4,0.076676:1,0.0107956:4,0.0270435:1,0.0749457}):{1,0.213327:4,0.0422823:2,0.215599:4,0.0141735:2,0.558794:4,0.0537191:1,0.324039:4,0.0195161:1,0.22623:4,0.012893:2,0.132123:6,0.23168:2,0.0198768:6,0.0480373:3,0.118606:5,0.0113459:3,0.226336},n2:{0,0.517027:3,2.5177:6,0.0145893:2,0.0516627:6,0.0437586:2,0.237517:6,0.0207293:3,0.162333});
6600	{3,3.27789:6,0.0497426:3,0.476345}	{2,0.988937:4,0.0329617:1,0.206928:4,0.075851:1,0.487794}	{1,1.09378:4,0.250358:1,0.448333}	{1,1.10367:4,0.046239:7,0.0293029:4,0.0796899:7,0.0348494:6,0.00891399:3,0.708837}	{3,0}	((n0:{1,1.09378:4,0.250358:1,0.448333},n1:{2,0.988937:4,0.0329617:1,0.206928:4,0.075851:1,0.487794}):{1,1.10367:4,0.046239:7,0.0293029:4,0.0796899:7,0.0348494:6,0.00891399:3,0.708837},n2:{3,3.27789:6,0.0497426:3,0.476345});
6700	{3,3.56809:6,0.100149:3,0.212011}	{2,0.856863:4,0.00813567:2,1.14276:4,0.0324814:1,0.497442:4,0.0258459:1,0.0380982:4,0.0250324:2,0.0354796}	{1,0.877392:4,0.00116815:2,0.699826:4,0.0193824:2,1.00748:4,0.0235401:2,0.0333502}	{2,0.550466:4,0.045496:1,0.53889:5,0.0283512:3,0.0549094}	{3,0}	((n0:{1,0.877392:4,0.00116815:2,0.699826:4,0.0193824:2,1.00748:4,0.0235401:2,0.0333502},n1:{2,0.856863:4,0.00813567:2,1.14276:4,0.0324814:1,0.497442:4,0.0258459:1,0.0380982:4,0.0250324:2,0.0354796}):{2,0.550466:4,0.045496:1,0.53889:5,0.0283512:3,0.0549094},n2:{3,3.56809:6,0.100149:3,0.212011});
6800	{3,2.68757:5,0.00804531:1,0.0315103:5,0.0180699:3,0.0857717:6,0.00917283:3,0.0626271:6,0.017312:3,0.0570652:5,0.0141811:3,0.103321}	{2,0.730166:4,0.00604785:2,0.0154675}	{1,0.647324:4,0.00128561:2,0.103072}	{2,0.348163:4,0.0250514:1,0.00414872:4,0.00065283:1,0.226078:4,0.0115774:1,0.132563:4,0.00660444:2,0.801893:4,0.00553096:2,0.066472:4,0.00451141:2,0.0473971:4,0.0156995:1,0.0844014:4,0.00773811:1,0.0706047:5,0.00297269:3,0.033067:6,0.0114436:7,0.0018131:5,0.00188886:3,0.0992469:6,0.00373341:2,0.0388977:4,0.00434226:7,0.00756928:5,0.0158404:1,0.0519597:5,0.00433031:3,0.0144093:6,0.0016186:3,0.190748}	{3,0}	((n0:{1,0.647324:4,0.00128561:2,0.103072},n1:{2,0.730166:4,0.00604785:2,0.0154675}):{2,0.348163:4,0.0250514:1,0.00414872:4,0.00065283:1,0.226078:4,0.0115774:1,0.132563:4,0.00660444:2,0.801893:4,0.00553096:2,0.066472:4,0.00451141:2,0.0473971:4,0.0156995:1,0.0844014:4,0.00773811:1,0.0706047:5,0.00297269:3,0.033067:6,0.0114436:7,0.0018131:5,0.00188886:3,0.0992469:6,0.00373341:2,0.0388977:4,0.00434226:7,0.00756928:5,0.0158404:1,0.0519597:5,0.00433031:3,0.0144093:6,0.0016186:3,0.190748},n2:{3,2.68757:5,0.00804531:1,0.0315103:5,0.0180699:3,0.0857717:6,0.00917283:3,0.0626271:6,0.017312:3,0.0570652:5,0.0141811:3,0.103321});
