Iteration	1	2	3	4	5	simmap
383400	{3,2.87287}	{4,0.00572557:1,1.45978:4,0.273327:2,0.856878:6,0.277166}	{4,0.794906:1,0.900539:5,1.09808:3,0.980068}	{6,0.171808:7,0.245601:6,0.0567657:3,0.426548}	{3,0}	((n2:{3,2.87287},n0:{4,0.00572557:1,1.45978:4,0.273327:2,0.856878:6,0.277166}):{6,0.171808:7,0.245601:6,0.0567657:3,0.426548},n1:{4,0.794906:1,0.900539:5,1.09808:3,0.980068});
383500	{3,1.09134:5,0.144259:3,1.37048}	{4,0.792099:7,0.000675787:5,0.00538747:3,1.80791}	{4,0.311167:7,0.0612567:6,0.922698:2,0.0746316:6,0.133764:3,2.18341}	{3,0.74946:6,0.138907:2,0.0349289:6,0.135807:3,0.0217476}	{3,0}	((n2:{3,1.09134:5,0.144259:3,1.37048},n0:{4,0.792099:7,0.000675787:5,0.00538747:3,1.80791}):{3,0.74946:6,0.138907:2,0.0349289:6,0.135807:3,0.0217476},n1:{4,0.311167:7,0.0612567:6,0.922698:2,0.0746316:6,0.133764:3,2.18341});
383600	{3,0.979151:6,1.18049:3,0.944396}	{4,1.45885:7,0.1068:6,0.975877:3,0.890382}	{4,0.339081:7,0.723526:6,0.265476:3,1.77596}	{3,0.327871}	{3,0}	((n2:{3,0.979151:6,1.18049:3,0.944396},n1:{4,0.339081:7,0.723526:6,0.265476:3,1.77596}):{3,0.327871},n0:{4,1.45885:7,0.1068:6,0.975877:3,0.890382});
383700	{3,0.0143293:6,0.0601945:7,0.0369115:5,1.25889:3,2.54662}	{4,0.425653:1,0.00280722:4,1.60884:2,1.05551:6,0.0899611}	{4,0.951971:2,2.2308}	{6,0.336515:3,0.397665}	{3,0}	((n0:{4,0.425653:1,0.00280722:4,1.60884:2,1.05551:6,0.0899611},n1:{4,0.951971:2,2.2308}):{6,0.336515:3,0.397665},n2:{3,0.0143293:6,0.0601945:7,0.0369115:5,1.25889:3,2.54662});
383800	{3,2.49405}	{4,0.34525:2,0.865378:6,0.701267:3,0.582159}	{4,1.28011:2,1.35581:6,0.108737:3,0.304124}	{3,0.554728}	{3,0}	((n2:{3,2.49405},n0:{4,0.34525:2,0.865378:6,0.701267:3,0.582159}):{3,0.554728},n1:{4,1.28011:2,1.35581:6,0.108737:3,0.304124});
383900	{3,1.30541}	{4,1.30541}	{4,0.155962:7,0.149467:5,1.83803:3,0.866641}	{7,0.371557:6,0.415645:3,0.917482}	{3,0}	((n0:{4,1.30541},n2:{3,1.30541}):{7,0.371557:6,0.415645:3,0.917482},n1:{4,0.155962:7,0.149467:5,1.83803:3,0.866641});
384000	{3,0.669732:5,0.588174:3,0.571414}	{4,0.755914:2,1.07341}	{4,0.266069:7,1.30063:6,0.0307994:7,0.710016:6,1.33871:3,0.173313}	{6,0.812218:3,1.178}	{3,0}	((n2:{3,0.669732:5,0.588174:3,0.571414},n0:{4,0.755914:2,1.07341}):{6,0.812218:3,1.178},n1:{4,0.266069:7,1.30063:6,0.0307994:7,0.710016:6,1.33871:3,0.173313});
384100	{3,2.67772}	{4,0.337747:1,0.101313:5,0.825074:7,0.0531071:6,0.61154:3,0.730035:5,0.438133:3,0.0125209}	{4,0.958758:1,0.0713554:5,0.342817:3,0.173547:6,0.17274:7,0.162957:6,0.241498:3,0.554048}	{3,0.43175}	{3,0}	((n1:{4,0.958758:1,0.0713554:5,0.342817:3,0.173547:6,0.17274:7,0.162957:6,0.241498:3,0.554048},n2:{3,2.67772}):{3,0.43175},n0:{4,0.337747:1,0.101313:5,0.825074:7,0.0531071:6,0.61154:3,0.730035:5,0.438133:3,0.0125209});
384200	{3,0.327755:6,0.295489:3,1.01107}	{4,0.464902:7,0.207058:4,0.447205:2,0.515148}	{4,0.921635:2,0.368285:4,0.639166:2,0.486334:6,0.744847:3,0.664279}	{6,0.222455:7,0.116344:6,0.499534:3,0.735037:5,0.122621:3,0.494242}	{3,0}	((n0:{4,0.464902:7,0.207058:4,0.447205:2,0.515148},n2:{3,0.327755:6,0.295489:3,1.01107}):{6,0.222455:7,0.116344:6,0.499534:3,0.735037:5,0.122621:3,0.494242},n1:{4,0.921635:2,0.368285:4,0.639166:2,0.486334:6,0.744847:3,0.664279});
384300	{3,0.439229:5,0.549249:3,0.256873}	{4,0.311243:7,0.314016:6,0.257265:3,0.362825}	{4,0.032733:1,0.320332:5,0.678865:7,1.61717:5,0.330773:3,0.431213}	{3,2.16573}	{3,0}	((n2:{3,0.439229:5,0.549249:3,0.256873},n0:{4,0.311243:7,0.314016:6,0.257265:3,0.362825}):{3,2.16573},n1:{4,0.032733:1,0.320332:5,0.678865:7,1.61717:5,0.330773:3,0.431213});
384400	{3,1.41541}	{4,0.0482979:7,0.624175:5,0.0633082:3,0.679628}	{4,1.4854:1,0.372605:4,1.06912:7,0.170564:6,0.834644:3,0.0342813}	{3,1.15234:5,0.882827:3,0.516035}	{3,0}	((n0:{4,0.0482979:7,0.624175:5,0.0633082:3,0.679628},n2:{3,1.41541}):{3,1.15234:5,0.882827:3,0.516035},n1:{4,1.4854:1,0.372605:4,1.06912:7,0.170564:6,0.834644:3,0.0342813});
384500	{3,0.455306:6,0.00146816:3,0.786091}	{4,0.745811:1,0.269644:4,0.22741}	{4,0.629915:2,0.0763689:6,0.287095:3,2.06345}	{7,0.748433:5,0.187905:3,0.877622}	{3,0}	((n0:{4,0.745811:1,0.269644:4,0.22741},n2:{3,0.455306:6,0.00146816:3,0.786091}):{7,0.748433:5,0.187905:3,0.877622},n1:{4,0.629915:2,0.0763689:6,0.287095:3,2.06345});
384600	{3,0.538983:5,0.0580321:1,1.35499}	{4,0.13007:2,0.820308:4,0.322443:7,0.0608104:4,0.443735:1,0.174643}	{4,0.000334436:7,0.15999:5,0.480758:3,2.74184}	{1,0.302992:5,0.0142722:3,1.11365}	{3,0}	((n0:{4,0.13007:2,0.820308:4,0.322443:7,0.0608104:4,0.443735:1,0.174643},n2:{3,0.538983:5,0.0580321:1,1.35499}):{1,0.302992:5,0.0142722:3,1.11365},n1:{4,0.000334436:7,0.15999:5,0.480758:3,2.74184});
384700	{3,2.03549}	{4,0.0904534:2,0.136758:4,0.126656:2,1.25917:6,0.355126:3,0.0673246}	{4,0.068917:2,0.609909:6,0.4774:7,0.278213:5,1.22839:3,0.824693}	{3,0.733976:5,0.416477:3,0.301578}	{3,0}	((n2:{3,2.03549},n0:{4,0.0904534:2,0.136758:4,0.126656:2,1.25917:6,0.355126:3,0.0673246}):{3,0.733976:5,0.416477:3,0.301578},n1:{4,0.068917:2,0.609909:6,0.4774:7,0.278213:5,1.22839:3,0.824693});
384800	{3,0.597735:6,0.260972:2,0.102886:6,0.0598372:2,0.714807:6,0.196879:2,0.132809:6,0.76797}	{4,0.0668553:2,0.592609:6,0.261138:7,0.178798:6,1.36268:3,0.371819}	{4,0.0622679:1,0.959128:5,0.518532:7,0.0436347:6,0.684373:3,1.14265}	{6,0.484027:3,0.0926646}	{3,0}	((n0:{4,0.0668553:2,0.592609:6,0.261138:7,0.178798:6,1.36268:3,0.371819},n2:{3,0.597735:6,0.260972:2,0.102886:6,0.0598372:2,0.714807:6,0.196879:2,0.132809:6,0.76797}):{6,0.484027:3,0.0926646},n1:{4,0.0622679:1,0.959128:5,0.518532:7,0.0436347:6,0.684373:3,1.14265});
384900	{3,1.87501}	{4,0.224029:7,0.638374:5,0.0545097:3,0.9581}	{4,0.490564:1,0.003008:5,0.729663:3,0.148233:6,1.04489:3,0.700645}	{3,1.24199}	{3,0}	((n2:{3,1.87501},n0:{4,0.224029:7,0.638374:5,0.0545097:3,0.9581}):{3,1.24199},n1:{4,0.490564:1,0.003008:5,0.729663:3,0.148233:6,1.04489:3,0.700645});
385000	{3,3.94942}	{4,1.10201:7,0.762932:4,0.660934:1,0.250848:5,0.724579:3,0.128581:5,0.169807:3,0.070234}	{4,0.206356:2,0.172791:6,0.00303446:7,1.36963:6,0.642668:7,0.654702:5,0.557648:3,0.263094}	{3,0.0794969}	{3,0}	((n1:{4,0.206356:2,0.172791:6,0.00303446:7,1.36963:6,0.642668:7,0.654702:5,0.557648:3,0.263094},n0:{4,1.10201:7,0.762932:4,0.660934:1,0.250848:5,0.724579:3,0.128581:5,0.169807:3,0.070234}):{3,0.0794969},n2:{3,3.94942});
385100	{3,1.21112:5,0.458021:3,0.477966:6,1.11812:3,0.25323}	{4,0.17055:2,0.296631:6,0.0200192:3,3.35698}	{4,0.333651:2,0.80767:4,0.351537:2,0.0913934:6,1.56979:3,0.364421}	{3,0.325724}	{3,0}	((n1:{4,0.333651:2,0.80767:4,0.351537:2,0.0913934:6,1.56979:3,0.364421},n2:{3,1.21112:5,0.458021:3,0.477966:6,1.11812:3,0.25323}):{3,0.325724},n0:{4,0.17055:2,0.296631:6,0.0200192:3,3.35698});
385200	{3,2.09634}	{4,0.090953:7,0.0894432:5,0.421176:1,1.29793:5,0.136192:3,0.0606369}	{4,0.244687:7,0.73997:6,0.247495:7,0.0642377:5,1.88327:3,0.682274}	{3,1.7656}	{3,0}	((n0:{4,0.090953:7,0.0894432:5,0.421176:1,1.29793:5,0.136192:3,0.0606369},n2:{3,2.09634}):{3,1.7656},n1:{4,0.244687:7,0.73997:6,0.247495:7,0.0642377:5,1.88327:3,0.682274});
385300	{3,0.792332:6,0.0766255:3,0.0940988:6,0.175276:7,0.082742:6,0.141763:3,0.369719}	{4,0.0822978:2,0.853448:4,0.337994:1,0.065103:5,0.0744321:3,0.31928}	{4,0.41769:1,0.951748:5,0.796219:7,0.000605658:4,0.380879:1,0.00573174:4,0.216886:7,0.136769:5,0.179003:3,0.263289}	{3,1.61626}	{3,0}	((n2:{3,0.792332:6,0.0766255:3,0.0940988:6,0.175276:7,0.082742:6,0.141763:3,0.369719},n0:{4,0.0822978:2,0.853448:4,0.337994:1,0.065103:5,0.0744321:3,0.31928}):{3,1.61626},n1:{4,0.41769:1,0.951748:5,0.796219:7,0.000605658:4,0.380879:1,0.00573174:4,0.216886:7,0.136769:5,0.179003:3,0.263289});
385400	{3,1.77964:6,0.159445:2,0.164437:6,0.00252339:3,0.00858537:6,0.273408:3,0.124147}	{4,0.138945:1,0.0416406:4,0.00451705:2,0.748336:6,1.2088:3,0.369952}	{4,0.0262061:2,0.747359:6,0.0104668:2,1.08996:6,0.211502:3,1.71046}	{3,0.630924:5,0.182133:3,0.47072}	{3,0}	((n0:{4,0.138945:1,0.0416406:4,0.00451705:2,0.748336:6,1.2088:3,0.369952},n2:{3,1.77964:6,0.159445:2,0.164437:6,0.00252339:3,0.00858537:6,0.273408:3,0.124147}):{3,0.630924:5,0.182133:3,0.47072},n1:{4,0.0262061:2,0.747359:6,0.0104668:2,1.08996:6,0.211502:3,1.71046});
385500	{3,2.07491:5,0.046189:3,0.151044}	{4,0.377584:7,0.638083:6,0.604988:3,0.651488}	{4,0.165698:7,1.02925:5,0.709061:7,0.919093:5,0.163015:3,0.550194}	{3,0.898799:5,0.187012:3,0.178361}	{3,0}	((n2:{3,2.07491:5,0.046189:3,0.151044},n0:{4,0.377584:7,0.638083:6,0.604988:3,0.651488}):{3,0.898799:5,0.187012:3,0.178361},n1:{4,0.165698:7,1.02925:5,0.709061:7,0.919093:5,0.163015:3,0.550194});
385600	{3,0.387581:5,0.400129:1,1.45277}	{4,0.0246161:7,0.76027:6,0.172559:3,1.28303}	{4,0.743681:2,0.503442:4,0.110821:7,0.0817943:4,0.548943:1,0.130636:4,0.508045:1,0.5207:5,0.618641:3,0.052843}	{5,0.531829:3,1.04724}	{3,0}	((n2:{3,0.387581:5,0.400129:1,1.45277},n0:{4,0.0246161:7,0.76027:6,0.172559:3,1.28303}):{5,0.531829:3,1.04724},n1:{4,0.743681:2,0.503442:4,0.110821:7,0.0817943:4,0.548943:1,0.130636:4,0.508045:1,0.5207:5,0.618641:3,0.052843});
385700	{3,1.34503}	{4,0.207247:7,0.544256:5,0.118842:3,0.474683}	{4,0.394162:7,0.77643:5,1.32734:3,0.475889:6,0.0962203:3,0.545836}	{3,2.27085}	{3,0}	((n2:{3,1.34503},n0:{4,0.207247:7,0.544256:5,0.118842:3,0.474683}):{3,2.27085},n1:{4,0.394162:7,0.77643:5,1.32734:3,0.475889:6,0.0962203:3,0.545836});
385800	{3,0.962141}	{4,0.33481:2,0.627331}	{4,0.366111:1,0.789993:5,0.295546:1,0.461876:5,0.55357:3,0.989487}	{6,0.418037:7,0.342949:5,0.739853:3,0.993602}	{3,0}	((n0:{4,0.33481:2,0.627331},n2:{3,0.962141}):{6,0.418037:7,0.342949:5,0.739853:3,0.993602},n1:{4,0.366111:1,0.789993:5,0.295546:1,0.461876:5,0.55357:3,0.989487});
385900	{3,1.13941}	{4,0.103638:1,0.147193:5,0.465266:3,0.423314}	{4,0.379542:7,0.0124662:5,0.943719:3,0.00303576:6,0.682845:3,1.41065}	{3,1.90228:6,0.285791:3,0.104777}	{3,0}	((n2:{3,1.13941},n0:{4,0.103638:1,0.147193:5,0.465266:3,0.423314}):{3,1.90228:6,0.285791:3,0.104777},n1:{4,0.379542:7,0.0124662:5,0.943719:3,0.00303576:6,0.682845:3,1.41065});
386000	{3,0.574567:5,0.0117199:1,0.885443}	{4,1.08215:1,0.389577}	{4,0.499129:2,1.11265:6,0.385959:3,0.159345:6,0.219388:3,0.979434}	{1,0.452035:4,0.406552:7,0.439326:5,0.225065:3,0.361197}	{3,0}	((n0:{4,1.08215:1,0.389577},n2:{3,0.574567:5,0.0117199:1,0.885443}):{1,0.452035:4,0.406552:7,0.439326:5,0.225065:3,0.361197},n1:{4,0.499129:2,1.11265:6,0.385959:3,0.159345:6,0.219388:3,0.979434});
386100	{3,1.43696}	{4,0.619267:2,0.817689}	{4,2.09738:7,0.362754:6,0.103558:3,1.08268}	{6,2.04482:3,0.164602}	{3,0}	((n2:{3,1.43696},n0:{4,0.619267:2,0.817689}):{6,2.04482:3,0.164602},n1:{4,2.09738:7,0.362754:6,0.103558:3,1.08268});
386200	{3,0.596179:6,0.57181}	{4,0.908752:1,0.259236}	{4,1.71413:1,0.815747:4,0.188005:7,0.420642:5,0.0517238:3,0.296836}	{7,0.393671:5,1.82883:3,0.0965986}	{3,0}	((n2:{3,0.596179:6,0.57181},n0:{4,0.908752:1,0.259236}):{7,0.393671:5,1.82883:3,0.0965986},n1:{4,1.71413:1,0.815747:4,0.188005:7,0.420642:5,0.0517238:3,0.296836});
386300	{3,1.10169}	{4,0.558092:7,0.139074:6,0.0987715:3,0.305752}	{4,0.327083:7,2.40199:6,0.164451:3,0.0140868:5,0.592195:3,0.182152}	{3,1.32322:5,1.25267:3,0.00438642}	{3,0}	((n0:{4,0.558092:7,0.139074:6,0.0987715:3,0.305752},n2:{3,1.10169}):{3,1.32322:5,1.25267:3,0.00438642},n1:{4,0.327083:7,2.40199:6,0.164451:3,0.0140868:5,0.592195:3,0.182152});
386400	{3,0.262064:6,0.367939:3,1.57839}	{4,0.762161:1,0.0179047:5,0.617045:7,0.563147:6,0.0433661:3,0.204768}	{4,1.18958:7,0.000195102:5,2.47189:3,0.117661}	{3,1.57094}	{3,0}	((n0:{4,0.762161:1,0.0179047:5,0.617045:7,0.563147:6,0.0433661:3,0.204768},n2:{3,0.262064:6,0.367939:3,1.57839}):{3,1.57094},n1:{4,1.18958:7,0.000195102:5,2.47189:3,0.117661});
386500	{3,0.494339:5,0.374285:3,0.617307}	{4,0.665051:2,0.82088}	{4,0.086319:7,0.385797:6,0.49272:3,1.04618:5,0.00210089:7,0.766598:6,0.598147:3,0.496413}	{6,0.304157:3,2.08418}	{3,0}	((n2:{3,0.494339:5,0.374285:3,0.617307},n0:{4,0.665051:2,0.82088}):{6,0.304157:3,2.08418},n1:{4,0.086319:7,0.385797:6,0.49272:3,1.04618:5,0.00210089:7,0.766598:6,0.598147:3,0.496413});
386600	{3,1.92012}	{4,0.29361:1,1.62651}	{4,0.384346:2,0.593157:4,1.17416:1,0.057532:5,0.346086:7,0.0896473:5,0.189982:3,0.484064}	{5,0.05559:3,1.34326}	{3,0}	((n0:{4,0.29361:1,1.62651},n2:{3,1.92012}):{5,0.05559:3,1.34326},n1:{4,0.384346:2,0.593157:4,1.17416:1,0.057532:5,0.346086:7,0.0896473:5,0.189982:3,0.484064});
386700	{3,2.81128}	{4,0.225645:1,0.398503:4,0.0460019:1,1.08364:5,0.0711321:1,0.390826:5,0.179776:3,0.415751}	{4,0.00564943:7,0.322768:6,0.905414:3,2.3902}	{3,0.812759}	{3,0}	((n2:{3,2.81128},n0:{4,0.225645:1,0.398503:4,0.0460019:1,1.08364:5,0.0711321:1,0.390826:5,0.179776:3,0.415751}):{3,0.812759},n1:{4,0.00564943:7,0.322768:6,0.905414:3,2.3902});
386800	{3,1.45618}	{4,0.253836:2,0.0742269:6,0.99334:3,0.13478}	{4,0.179098:7,0.017622:6,0.00904875:3,2.59202:6,0.247312:3,0.696476}	{3,2.28539}	{3,0}	((n2:{3,1.45618},n0:{4,0.253836:2,0.0742269:6,0.99334:3,0.13478}):{3,2.28539},n1:{4,0.179098:7,0.017622:6,0.00904875:3,2.59202:6,0.247312:3,0.696476});
386900	{3,1.95324}	{4,0.431212:1,0.206864:5,0.022241:3,1.29292}	{4,0.171539:2,1.18449:6,0.122801:2,0.545345:6,0.303185:7,0.0311391:6,0.339867:3,0.321467}	{3,0.014541:5,0.249382:3,0.802673}	{3,0}	((n2:{3,1.95324},n0:{4,0.431212:1,0.206864:5,0.022241:3,1.29292}):{3,0.014541:5,0.249382:3,0.802673},n1:{4,0.171539:2,1.18449:6,0.122801:2,0.545345:6,0.303185:7,0.0311391:6,0.339867:3,0.321467});
387000	{3,0.204142:5,0.0647517:3,3.19123}	{4,0.598967:1,0.552436:5,0.277826:3,1.4238:5,0.113211:1,0.204083:5,0.0274417:3,0.533567}	{4,0.5675:1,0.829323:4,0.0722869:2,1.34046:6,0.528375:3,0.122177}	{3,0.2712}	{3,0}	((n2:{3,0.204142:5,0.0647517:3,3.19123},n1:{4,0.5675:1,0.829323:4,0.0722869:2,1.34046:6,0.528375:3,0.122177}):{3,0.2712},n0:{4,0.598967:1,0.552436:5,0.277826:3,1.4238:5,0.113211:1,0.204083:5,0.0274417:3,0.533567});
387100	{3,0.880933:5,2.06066:3,0.28559}	{4,0.115616:2,0.252468:6,0.0968322:7,0.172697:4,0.3467:1,1.28831:5,0.0754895:1,0.0150075:5,0.345862:3,0.993876}	{4,0.624944:7,0.634219:5,0.0670957:3,1.90093}	{3,0.475671}	{3,0}	((n1:{4,0.624944:7,0.634219:5,0.0670957:3,1.90093},n2:{3,0.880933:5,2.06066:3,0.28559}):{3,0.475671},n0:{4,0.115616:2,0.252468:6,0.0968322:7,0.172697:4,0.3467:1,1.28831:5,0.0754895:1,0.0150075:5,0.345862:3,0.993876});
387200	{3,3.05473}	{4,0.30502:7,0.148317:5,0.183302:7,0.0742372:6,0.888343:3,1.95648}	{4,0.735172:7,0.0872304:6,0.926791:7,0.169451:5,1.13608}	{5,0.379969:3,0.121005}	{3,0}	((n2:{3,3.05473},n1:{4,0.735172:7,0.0872304:6,0.926791:7,0.169451:5,1.13608}):{5,0.379969:3,0.121005},n0:{4,0.30502:7,0.148317:5,0.183302:7,0.0742372:6,0.888343:3,1.95648});
387300	{3,0.451797:6,0.106904:7,1.0912:5,0.451724:3,0.843982}	{4,1.01793:7,0.218263:6,0.174761:7,0.721925:4,0.214744:7,0.602983:5,0.219166:3,0.132224}	{4,0.09342:2,2.46982:6,0.152498:3,0.229866}	{3,0.356391}	{3,0}	((n1:{4,0.09342:2,2.46982:6,0.152498:3,0.229866},n2:{3,0.451797:6,0.106904:7,1.0912:5,0.451724:3,0.843982}):{3,0.356391},n0:{4,1.01793:7,0.218263:6,0.174761:7,0.721925:4,0.214744:7,0.602983:5,0.219166:3,0.132224});
387400	{3,0.0391164:5,0.970117:7,0.0493967:4,0.181087:7,0.408081:5,0.0327414:3,0.482321}	{4,0.784569:1,0.766131:5,0.61216}	{4,0.0278962:7,0.631894:5,0.64002:3,1.90097}	{5,0.0608556:3,0.977062}	{3,0}	((n2:{3,0.0391164:5,0.970117:7,0.0493967:4,0.181087:7,0.408081:5,0.0327414:3,0.482321},n0:{4,0.784569:1,0.766131:5,0.61216}):{5,0.0608556:3,0.977062},n1:{4,0.0278962:7,0.631894:5,0.64002:3,1.90097});
387500	{3,0.49274:6,0.0697009:2,0.438931:4,0.550177}	{4,0.251144:2,0.386742:4,0.0906314:1,0.173323:4,0.16235:1,0.487358}	{4,0.271328:2,0.100262:6,0.0971124:2,0.602955:4,0.00447429:2,0.437659:6,0.268471:3,1.15047:5,0.532488:3,0.302704}	{4,0.0282772:2,1.40362:6,0.113245:3,0.671237}	{3,0}	((n0:{4,0.251144:2,0.386742:4,0.0906314:1,0.173323:4,0.16235:1,0.487358},n2:{3,0.49274:6,0.0697009:2,0.438931:4,0.550177}):{4,0.0282772:2,1.40362:6,0.113245:3,0.671237},n1:{4,0.271328:2,0.100262:6,0.0971124:2,0.602955:4,0.00447429:2,0.437659:6,0.268471:3,1.15047:5,0.532488:3,0.302704});
387600	{3,1.14828:6,0.587734:2,1.32156}	{4,0.518982:2,2.53859}	{4,0.745014:7,1.48368:4,0.0140024:7,1.10734:6,0.509975:3,0.0431398}	{2,0.231274:4,0.206882:1,0.0522587:5,0.0902095:1,0.103841:5,0.0129351:3,0.148181}	{3,0}	((n2:{3,1.14828:6,0.587734:2,1.32156},n0:{4,0.518982:2,2.53859}):{2,0.231274:4,0.206882:1,0.0522587:5,0.0902095:1,0.103841:5,0.0129351:3,0.148181},n1:{4,0.745014:7,1.48368:4,0.0140024:7,1.10734:6,0.509975:3,0.0431398});
387700	{3,1.72034}	{4,0.338397:7,0.0656188:5,0.367314:3,0.949014}	{4,0.187907:7,0.444742:5,0.0962637:1,0.948537:4,0.133572:1,0.031144:5,1.05241:3,0.312911}	{3,1.48715}	{3,0}	((n0:{4,0.338397:7,0.0656188:5,0.367314:3,0.949014},n2:{3,1.72034}):{3,1.48715},n1:{4,0.187907:7,0.444742:5,0.0962637:1,0.948537:4,0.133572:1,0.031144:5,1.05241:3,0.312911});
387800	{3,0.630889:5,0.939893:3,1.4516}	{4,0.264997:7,0.173777:4,0.36042:1,0.777009:5,0.763198:3,0.682984}	{4,0.0295125:2,0.0629505:6,0.465325:7,0.149589:6,0.0610893:3,2.83071}	{3,0.57679}	{3,0}	((n0:{4,0.264997:7,0.173777:4,0.36042:1,0.777009:5,0.763198:3,0.682984},n2:{3,0.630889:5,0.939893:3,1.4516}):{3,0.57679},n1:{4,0.0295125:2,0.0629505:6,0.465325:7,0.149589:6,0.0610893:3,2.83071});
387900	{3,0.740766:5,0.683143:1,0.622534}	{4,0.20689:2,1.83955}	{4,0.839468:2,1.49982:6,0.0566131:7,0.107557:4,0.38142:7,0.253572:5,0.330447:3,0.18179}	{4,0.364422:1,0.189447:4,0.444882:2,0.200094:6,0.32239:3,0.083002}	{3,0}	((n2:{3,0.740766:5,0.683143:1,0.622534},n0:{4,0.20689:2,1.83955}):{4,0.364422:1,0.189447:4,0.444882:2,0.200094:6,0.32239:3,0.083002},n1:{4,0.839468:2,1.49982:6,0.0566131:7,0.107557:4,0.38142:7,0.253572:5,0.330447:3,0.18179});
388000	{3,0.848532:5,0.24791:3,0.100789:6,0.0606344:7,0.625133:6,0.131437:3,0.587661}	{4,0.340408:2,0.0211173:4,0.641977:7,0.152166:5,1.44181:3,0.00461328}	{4,0.316112:1,1.31162:5,0.508345:1,0.431774:5,0.128211:1,0.523401:5,0.444625:3,0.243319}	{3,0.829683:6,0.438061:3,0.0375662}	{3,0}	((n0:{4,0.340408:2,0.0211173:4,0.641977:7,0.152166:5,1.44181:3,0.00461328},n2:{3,0.848532:5,0.24791:3,0.100789:6,0.0606344:7,0.625133:6,0.131437:3,0.587661}):{3,0.829683:6,0.438061:3,0.0375662},n1:{4,0.316112:1,1.31162:5,0.508345:1,0.431774:5,0.128211:1,0.523401:5,0.444625:3,0.243319});
388100	{3,1.3677}	{4,1.3677}	{4,0.619217:7,1.07566:6,1.67838:3,0.078897}	{7,0.710024:6,1.10953:3,0.264903}	{3,0}	((n0:{4,1.3677},n2:{3,1.3677}):{7,0.710024:6,1.10953:3,0.264903},n1:{4,0.619217:7,1.07566:6,1.67838:3,0.078897});
388200	{3,1.41845}	{4,0.361056:2,0.353554:6,0.170147:3,0.533688}	{4,0.70968:2,0.0181007:6,0.0223402:3,0.83368:6,0.107364:3,0.0174015:6,0.316163:7,0.00813536:6,0.0617291:7,0.45036:6,0.476101:3,0.0455068}	{3,0.504796:5,0.442182:3,0.701138}	{3,0}	((n0:{4,0.361056:2,0.353554:6,0.170147:3,0.533688},n2:{3,1.41845}):{3,0.504796:5,0.442182:3,0.701138},n1:{4,0.70968:2,0.0181007:6,0.0223402:3,0.83368:6,0.107364:3,0.0174015:6,0.316163:7,0.00813536:6,0.0617291:7,0.45036:6,0.476101:3,0.0455068});
388300	{3,1.76718}	{4,0.625617:1,0.253706:5,0.598653:3,0.289206}	{4,1.12032:2,0.0703673:6,0.532699:3,0.0515581:6,0.557904:7,0.00903751:5,0.711581:3,0.678543:5,0.0516403:3,0.19264}	{3,2.20911}	{3,0}	((n0:{4,0.625617:1,0.253706:5,0.598653:3,0.289206},n2:{3,1.76718}):{3,2.20911},n1:{4,1.12032:2,0.0703673:6,0.532699:3,0.0515581:6,0.557904:7,0.00903751:5,0.711581:3,0.678543:5,0.0516403:3,0.19264});
388400	{3,0.0871797:5,0.454247}	{4,0.539652:1,0.00177496}	{4,1.59591:2,0.374142:4,0.818007:2,0.338969:6,0.0179591:3,0.000261004}	{5,0.284745:3,2.31907}	{3,0}	((n2:{3,0.0871797:5,0.454247},n0:{4,0.539652:1,0.00177496}):{5,0.284745:3,2.31907},n1:{4,1.59591:2,0.374142:4,0.818007:2,0.338969:6,0.0179591:3,0.000261004});
388500	{3,0.0903435:6,0.163406:3,0.38025:6,0.0222258:7,0.0391305}	{4,0.0695201:1,0.625836}	{4,1.46961:2,0.13583:6,0.00352622:7,0.0101667:5,0.33408:3,0.449201:5,0.029656:7,0.152318:6,0.0970097:2,0.0365859:4,0.124521:1,0.00569252:5,0.0386623:1,0.353039:5,0.0779692:3,0.3568}	{7,0.0919964:6,0.0403938:3,0.547361:5,1.26148:3,1.03808}	{3,0}	((n2:{3,0.0903435:6,0.163406:3,0.38025:6,0.0222258:7,0.0391305},n0:{4,0.0695201:1,0.625836}):{7,0.0919964:6,0.0403938:3,0.547361:5,1.26148:3,1.03808},n1:{4,1.46961:2,0.13583:6,0.00352622:7,0.0101667:5,0.33408:3,0.449201:5,0.029656:7,0.152318:6,0.0970097:2,0.0365859:4,0.124521:1,0.00569252:5,0.0386623:1,0.353039:5,0.0779692:3,0.3568});
388600	{3,1.16433}	{4,0.319728:7,0.118541:6,0.393086:3,0.332974}	{4,0.586597:7,0.685468:4,0.888705:1,0.712617:5,0.0668086:3,0.712919}	{3,2.48878}	{3,0}	((n2:{3,1.16433},n0:{4,0.319728:7,0.118541:6,0.393086:3,0.332974}):{3,2.48878},n1:{4,0.586597:7,0.685468:4,0.888705:1,0.712617:5,0.0668086:3,0.712919});
