Iteration	Posterior	Likelihood	Prior	alpha	bf[1]	bf[2]	bf[3]	bf[4]	birth	branch_rate_multiplier[1]	branch_rate_multiplier[2]	branch_rate_multiplier[3]	branch_rate_multiplier[4]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	clado_event_probs[1]	clado_event_probs[2]	death	distance_scale	epoch_times[1]	epoch_times[2]	extirpation_rate	ingroup_age	ingroup_older_island[1]	ingroup_older_island[2]	kappa	p_allopatry	p_sympatry	rate_bg	rate_mol	root_age	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]
540300	-17394.59	-17377.23	-17.36105	41.18865	0.245725	0.25071	0.252368	0.251196	0.1273808	0.0545266	0.0839488	1.04125	0.261167	0.000950285	0.00146305	0.0181469	0.0045516	0.893736	0.106264	0.04397464	0.01793234	0.353824	0	1.685915	3.127095	1	1	1.428604	0.1062636	0.8937364	62.5577	0.01742791	3.127095	0.809475	0.942717	1.04343	1.20438
540400	-17389.85	-17374.1	-15.74786	44.09039	0.248078	0.24948	0.254752	0.24769	0.03529027	0.04828	0.0958937	0.844784	0.369803	0.000918839	0.001825	0.0160775	0.00703788	0.224478	0.775522	0.05393945	0.02697205	0.655615	0	0.5718469	3.406266	1	1	1.465676	0.7755216	0.2244784	54.65377	0.01903145	3.406266	0.81559	0.944842	1.04221	1.19735
540500	-17394.63	-17372.44	-22.18328	33.66765	0.246885	0.250327	0.247846	0.254942	0.1361293	0.0383363	0.0622178	2.30321	0.599621	0.00032166	0.000522038	0.019325	0.00503111	0.594733	0.405267	0.181703	0.006429699	0.853013	0	2.614852	3.408158	1	1	1.283244	0.4052671	0.5947329	10.91422	0.008390487	3.408158	0.790226	0.935888	1.04717	1.22672
540600	-17392.28	-17376.84	-15.44397	14.96939	0.25152	0.247286	0.248366	0.252828	0.0353977	0.203933	0.104597	3.67861	0.369176	0.000942726	0.000483526	0.0170052	0.0017066	0.486024	0.513976	0.02381056	0.02306375	0.535385	0	0.6185112	3.918342	1	1	1.19404	0.5139765	0.4860235	61.99381	0.004622732	3.918342	0.693233	0.898139	1.06385	1.34478
540700	-17392.25	-17373.35	-18.89647	21.38177	0.246902	0.242877	0.252981	0.25724	0.23133	0.0846446	0.213898	5.37616	0.605037	0.000296415	0.000749046	0.0188267	0.00211877	0.993208	0.00679158	0.03654985	0.001353217	0.979708	0	0.2901538	3.700403	1	1	1.214943	0.006791585	0.9932084	13.54248	0.003501883	3.700403	0.740053	0.917083	1.05627	1.2866
540800	-17390.44	-17375.92	-14.51794	38.69571	0.244566	0.251333	0.251896	0.252205	0.08657911	0.135099	0.168842	5.02266	0.305713	0.000593711	0.000742002	0.0220728	0.0013435	0.837741	0.162259	0.0477478	0.02760951	0.130359	0	0.6196271	3.220855	1	1	1.304002	0.1622593	0.8377407	7.515533	0.004394651	3.220855	0.8037	0.94069	1.04456	1.21105
540900	-17390.61	-17373.47	-17.14077	32.34542	0.243285	0.2521	0.25603	0.248585	0.1650624	0.146905	0.253903	5.58869	0.290429	0.000513753	0.000887944	0.0195446	0.00101568	0.774592	0.225408	0.01688738	0.02209995	1.05049	0	0.6616601	3.737775	1	1	1.223748	0.2254081	0.7745919	80.87526	0.003497174	3.737775	0.786189	0.93443	1.04793	1.23145
541000	-17388.19	-17372.3	-15.88699	42.58866	0.248307	0.246259	0.253355	0.252079	0.08281044	0.0898271	0.159168	4.47521	0.193041	0.000491685	0.000871233	0.0244959	0.00105664	0.809459	0.190541	0.02208595	0.02264827	0.152264	0	0.866145	3.013456	1	1	1.237912	0.1905409	0.8094591	42.17638	0.005473684	3.013456	0.812501	0.943771	1.04283	1.2009
541100	-17394.83	-17374.73	-20.10464	33.54366	0.254155	0.251016	0.249968	0.244861	0.1827541	0.0992812	0.137225	3.83986	1.86756	0.000431679	0.000596661	0.0166959	0.00812024	0.523466	0.476534	0.04273617	0.01904256	0.147717	0	1.530372	3.866503	1	1	1.53677	0.4765336	0.5234664	23.79369	0.004348044	3.866503	0.789857	0.935755	1.04724	1.22715
541200	-17398.17	-17373.34	-24.8291	17.74095	0.249422	0.241802	0.251652	0.257123	0.008365638	0.662498	0.722453	4.5685	4.93188	0.00145819	0.00159016	0.0100555	0.0108553	0.285537	0.714463	0.1609961	0.007836725	0.149882	0	0.7077122	3.971943	1	1	1.278786	0.7144628	0.2855372	84.58056	0.002201052	3.971943	0.716407	0.907691	1.06021	1.31569
541300	-17390.93	-17371.87	-19.06168	18.38628	0.249508	0.245005	0.256079	0.249407	0.1490228	0.105431	0.170008	3.44132	2.11816	0.000443411	0.000715004	0.0144731	0.00890836	0.598094	0.401906	0.03272954	0.0007210015	0.55639	0	0.9850585	3.856519	1	1	1.325833	0.4019056	0.5980944	73.67819	0.004205702	3.856519	0.721078	0.909574	1.05945	1.3099
541400	-17392.15	-17372.31	-19.84247	41.87755	0.245886	0.247815	0.253307	0.252993	0.02259682	0.579442	1.35214	2.67651	4.34469	0.00198151	0.00462388	0.00915281	0.0148575	0.994302	0.00569768	0.01000359	0.01832429	0.118886	0	0.7363727	3.248597	1	1	1.324473	0.005697678	0.9943023	35.93959	0.003419682	3.248597	0.810983	0.943243	1.04313	1.20264
541500	-17391.2	-17374.62	-16.58529	48.46637	0.253392	0.246522	0.248817	0.251269	0.1312779	0.0622796	0.0817609	1.92793	1.58102	0.00052033	0.000683092	0.0161074	0.013209	0.680491	0.319509	0.05338913	0.0111628	1.57281	0	0.7690309	3.457861	1	1	1.092053	0.319509	0.680491	14.40821	0.008354742	3.457861	0.82378	0.947658	1.04056	1.188
541600	-17388.04	-17372.9	-15.13435	8.061256	0.245173	0.252927	0.247554	0.254346	0.1484704	0.11061	0.211148	1.13096	1.4045	0.000923317	0.00176256	0.00944075	0.0117241	0.661612	0.338388	0.02778677	0.02392323	0.100587	0	1.019725	3.949241	1	1	1.313211	0.3383876	0.6616124	25.90695	0.008347538	3.949241	0.59442	0.853184	1.0765	1.47589
541700	-17394.61	-17374	-20.60785	20.82697	0.246589	0.244301	0.252348	0.256762	0.3582222	0.306394	0.684623	1.92829	1.78707	0.00207124	0.00462809	0.0130354	0.0120807	0.442604	0.557396	0.06409664	0.008672381	0.100835	0	1.266795	3.273243	1	1	1.223681	0.5573956	0.4426044	50.89699	0.006760057	3.273243	0.736834	0.915825	1.05682	1.29052
541800	-17394.71	-17376.27	-18.44383	22.6735	0.251478	0.260364	0.246414	0.241743	0.05505927	0.148242	0.264966	1.68716	5.41388	0.000545664	0.000975312	0.00621026	0.0199279	0.70404	0.29596	0.02647026	0.02199369	0.809619	0	0.7303152	3.83827	1	1	1.266964	0.2959598	0.7040402	85.70445	0.003680892	3.83827	0.747105	0.919817	1.05505	1.27803
541900	-17395.46	-17376.9	-18.55946	22.69996	0.253404	0.253937	0.241828	0.250831	0.08587702	0.251263	1.01858	0.363876	5.77612	0.000853927	0.0034617	0.00123665	0.0196304	0.212715	0.787285	0.1093853	0.02522502	0.40782	0	0.4524828	3.910333	1	1	1.328754	0.787285	0.212715	33.25394	0.003398545	3.910333	0.747243	0.919871	1.05502	1.27786
542000	-17397.31	-17377.27	-20.03762	22.4281	0.253015	0.24751	0.243877	0.255599	0.01663214	0.225615	0.390315	0.719886	4.50776	0.000995326	0.00172192	0.00317586	0.0198865	0.135293	0.864707	0.02382114	0.03866175	0.185256	0	2.981626	3.987918	1	1	1.338523	0.8647068	0.1352932	18.44387	0.004411615	3.987918	0.74581	0.919317	1.05527	1.2796
542100	-17394.9	-17372.61	-22.28644	10.83892	0.251231	0.242943	0.254873	0.250953	0.06906243	0.23884	0.328722	3.51713	8.1271	0.000726611	0.00100005	0.0107	0.0247246	0.868758	0.131242	0.09821292	0.009194713	0.986955	0	0.8667739	3.058931	1	1	1.237347	0.1312422	0.8687578	68.35192	0.003042247	3.058931	0.644586	0.876903	1.07069	1.40782
542200	-17393	-17372.53	-20.46595	36.22021	0.255877	0.24605	0.248611	0.249463	0.1191322	0.29558	0.363395	2.168	7.06578	0.000756705	0.000930315	0.00555023	0.0180889	0.886378	0.113622	0.07964008	0.02877346	0.125463	0	0.6015088	3.96513	1	1	1.300681	0.113622	0.886378	54.9047	0.002560065	3.96513	0.797405	0.938459	1.04579	1.21835
542300	-17392.18	-17373.82	-18.35993	12.20853	0.2428	0.247435	0.254541	0.255223	0.1338107	0.0742617	0.108843	0.170259	4.41323	0.000555244	0.000813802	0.001273	0.0329971	0.615061	0.384939	0.01544281	0.03377839	0.55653	0	1.239342	3.797082	1	1	1.354294	0.3849386	0.6150614	75.44054	0.007476849	3.797082	0.663235	0.88524	1.0682	1.38333
542400	-17394.06	-17375.78	-18.28087	20.67779	0.259398	0.245958	0.251415	0.243229	0.1368252	0.0315085	0.0724291	0.24112	2.50679	0.000358482	0.00082405	0.0027433	0.0285205	0.418534	0.581466	0.05683399	0.02399971	1.28643	0	0.6122957	3.885581	1	1	1.129153	0.581466	0.418534	50.2129	0.01137733	3.885581	0.735948	0.915478	1.05697	1.29161
542500	-17388.07	-17374.2	-13.86746	15.38235	0.246315	0.2439	0.256223	0.253562	0.1107909	0.123136	0.18507	0.815392	1.66528	0.00132021	0.00198426	0.00874233	0.0178545	0.199177	0.800823	0.0502154	0.001867625	0.461017	0	0.4009138	3.402721	1	1	1.425036	0.8008234	0.1991766	5.46662	0.01072163	3.402721	0.697055	0.899739	1.06326	1.33994
542600	-17395.26	-17378.76	-16.50931	30.05624	0.255768	0.252814	0.248353	0.243065	0.07387973	0.0579682	0.0427383	0.38171	1.4157	0.00109398	0.000806563	0.00720368	0.0267173	0.011795	0.988205	0.06101625	0.002554646	1.46422	0	0.737431	3.528494	1	1	1.380029	0.988205	0.01179495	24.854	0.01887216	3.528494	0.778606	0.931665	1.04936	1.24037
542700	-17394.03	-17374.45	-19.5825	18.80439	0.244766	0.246513	0.252483	0.256238	0.1146127	0.0692709	0.305687	1.3407	1.82982	0.000548034	0.00241843	0.0106069	0.0144766	0.108837	0.891163	0.1771838	0.03954678	0.254237	0	0.4365736	3.499509	1	1	1.316824	0.891163	0.108837	87.89566	0.007911463	3.499509	0.723982	0.910738	1.05897	1.30631
542800	-17389.21	-17374.36	-14.85678	40.3902	0.244394	0.249664	0.250591	0.255352	0.02669648	0.145974	0.442144	0.214166	3.86352	0.00109804	0.00332588	0.00161099	0.029062	0.067557	0.932443	0.005384335	0.0176062	0.170619	0	0.7169115	3.126586	1	1	1.345891	0.932443	0.06755703	23.10219	0.007522172	3.126586	0.807682	0.942089	1.04378	1.20645
542900	-17391.4	-17376.77	-14.62659	17.49743	0.248144	0.240186	0.258248	0.253422	0.07671571	0.123812	0.266449	1.34369	4.43341	0.000602792	0.00129723	0.00654187	0.0215845	0.166266	0.833734	0.0001381115	0.0003286142	0.441135	0	0.4178625	3.513033	1	1	1.436382	0.8337343	0.1662657	2.932373	0.004868597	3.513033	0.714582	0.906951	1.06051	1.31796
543000	-17397	-17374	-22.99769	28.37323	0.249691	0.250531	0.246712	0.253066	0.05853897	0.14057	0.621536	0.23795	14.5647	0.000354086	0.0015656	0.000599378	0.0366874	0.501689	0.498311	0.2330967	0.01723765	1.16759	0	0.5035756	3.148837	1	1	1.310714	0.4983106	0.5016894	40.13267	0.002518927	3.148837	0.772477	0.929406	1.0505	1.24762
543100	-17391.65	-17374.04	-17.61209	35.91525	0.254923	0.245569	0.250716	0.248791	0.05961061	0.129237	0.306067	0.47628	7.82673	0.000490695	0.0011621	0.00180838	0.0297171	0.781308	0.218692	0.06614501	0.0148619	0.824053	0	0.6506747	3.309011	1	1	1.122852	0.2186918	0.7813082	37.00094	0.003796874	3.309011	0.796586	0.938168	1.04595	1.2193
543200	-17395.3	-17373.43	-21.87211	47.27546	0.25229	0.246184	0.252457	0.249069	0.1185171	0.0996469	0.236597	1.08959	10.1771	0.000312449	0.000741863	0.00341647	0.031911	0.85623	0.14377	0.2140005	0.03153758	0.815245	0	0.9411327	3.575343	1	1	1.278681	0.1437705	0.8562295	15.21427	0.00313556	3.575343	0.821661	0.946933	1.04099	1.19041
543300	-17393.09	-17373.63	-19.45476	44.61418	0.255042	0.246237	0.245566	0.253155	0.1355963	0.19078	0.285177	2.21604	11.8046	0.000465609	0.00069599	0.00540837	0.0288097	0.987518	0.0124818	0.05786159	0.00131255	1.69383	0	0.6978391	3.907025	1	1	1.265863	0.01248175	0.9875182	3.901955	0.002440552	3.907025	0.816631	0.945202	1.042	1.19616
543400	-17397.71	-17373.83	-23.8789	49.56976	0.253276	0.25043	0.245776	0.250518	0.4026217	0.515852	0.591844	1.07981	11.2957	0.00131034	0.00150338	0.00274288	0.0286928	0.452478	0.547522	0.02231985	0.0003662695	0.87664	0	0.3262626	3.134313	1	1	1.227338	0.5475223	0.4524777	20.21045	0.002540154	3.134313	0.825677	0.948305	1.04018	1.18584
543500	-17393.26	-17371.69	-21.56196	5.399698	0.249903	0.246273	0.251229	0.252595	0.05884437	0.29558	0.769533	2.36022	14.4492	0.000504688	0.00131394	0.00402996	0.0246712	0.352997	0.647003	0.008564453	0.00946898	1.16992	0	0.6916771	3.815078	1	1	1.263333	0.6470027	0.3529973	36.65846	0.001707448	3.815078	0.517876	0.812948	1.08254	1.58663
543600	-17397.12	-17373	-24.11979	21.38919	0.248326	0.251883	0.248646	0.251145	0.08964913	1.00266	2.38916	0.947259	23.5228	0.000963301	0.00229536	0.000910072	0.0225993	0.126125	0.873875	0.06340754	0.009397001	0.212012	0	0.4568826	3.948291	1	1	1.236512	0.8738745	0.1261255	6.557767	0.0009607425	3.948291	0.740095	0.9171	1.05626	1.28655
543700	-17400.43	-17382.38	-18.05908	39.51525	0.250151	0.249486	0.242652	0.257711	0.1478437	0.856321	1.05057	0.0627747	14.6509	0.00155711	0.00191033	0.000114147	0.0266408	0.378503	0.621497	0.07684566	0.0003241261	2.64187	0	1.172028	3.716635	1	1	1.269649	0.6214968	0.3785032	0.2067459	0.001818367	3.716635	0.805657	0.941379	1.04418	1.20878
543800	-17391.04	-17373.08	-17.95743	35.84874	0.253069	0.254297	0.248313	0.244321	0.1279373	0.343226	0.724837	0.654297	10.981	0.000756719	0.00159807	0.00144254	0.02421	0.0531818	0.946818	0.02286904	0.009448162	0.136081	0	0.6852035	3.741839	1	1	1.25141	0.9468182	0.05318175	11.39855	0.002204725	3.741839	0.796406	0.938103	1.04598	1.21951
543900	-17392.67	-17372.46	-20.2116	49.80073	0.25093	0.243643	0.249551	0.255875	0.02438205	0.138121	0.394481	0.347626	15.4982	0.000302707	0.00086455	0.000761862	0.033966	0.617331	0.382669	0.008576806	0.03089108	0.20519	0	0.6175086	3.719493	1	1	1.383903	0.3826687	0.6173313	90.9659	0.002191614	3.719493	0.826066	0.948437	1.0401	1.1854
544000	-17396.12	-17373.02	-23.1048	1.781721	0.246503	0.244293	0.251058	0.258145	0.00996545	0.209157	0.441052	0.714513	10.5942	0.00059332	0.00125114	0.00202687	0.0300528	0.993883	0.00611657	0.1097983	0.01828068	0.974038	0	0.3096894	3.52635	1	1	1.337899	0.006116569	0.9938834	91.71975	0.00283672	3.52635	0.265749	0.629595	1.06343	2.04123
544100	-17399.54	-17378.45	-21.09135	4.350901	0.254314	0.240303	0.254721	0.250662	0.03034433	0.166662	0.789875	0.608898	16.4878	0.000400052	0.00189599	0.00146158	0.0395769	0.939408	0.0605921	0.1185845	0.01293521	0.900262	0	0.6398585	3.305639	1	1	1.358835	0.06059212	0.9394079	10.10973	0.002400372	3.305639	0.472658	0.786532	1.0842	1.65661
544200	-17399.33	-17376.81	-22.52269	5.497603	0.255756	0.253485	0.247007	0.243752	0.02887765	0.503262	0.516714	0.539828	14.337	0.000930559	0.000955432	0.00099817	0.0265099	0.112911	0.887089	0.1372439	0.01051874	0.162067	0	0.9643619	3.643302	1	1	1.111306	0.8870895	0.1129105	98.42488	0.001849054	3.643302	0.521518	0.814984	1.08234	1.58115
544300	-17398.34	-17371.96	-26.3787	44.24096	0.250886	0.24441	0.252577	0.252126	0.3332329	0.248781	0.39198	0.319327	28.6351	0.000391263	0.000616475	0.000502211	0.0450349	0.0807407	0.919259	0.09877698	0.01480737	1.62113	0	1.013302	3.46798	1	1	1.305673	0.9192593	0.08074072	48.9914	0.00157272	3.46798	0.815891	0.944947	1.04215	1.19701
544400	-17393.05	-17373.31	-19.73873	40.56604	0.253228	0.240709	0.249275	0.256788	0.10384	0.235307	0.503793	0.822402	20.5267	0.000369001	0.000790031	0.00128966	0.0321893	0.268961	0.731039	0.06290928	0.002355033	0.958568	0	0.4602829	3.960172	1	1	1.359796	0.7310392	0.2689608	2.816032	0.001568167	3.960172	0.808081	0.942229	1.0437	1.20599
544500	-17401.69	-17373.17	-28.51725	46.29635	0.252803	0.24982	0.242269	0.255108	0.2259586	0.257173	0.625661	0.684648	27.9859	0.000318275	0.000774313	0.000847316	0.0346352	0.293876	0.706124	0.2142972	0.004748328	0.60833	0	1.588158	3.909222	1	1	1.408568	0.7061236	0.2938764	43.1914	0.001237593	3.909222	0.819859	0.946315	1.04136	1.19247
544600	-17395.04	-17372.56	-22.4798	48.00081	0.254457	0.249165	0.252741	0.243637	0.05613503	0.271188	0.626522	0.579358	13.9115	0.000563534	0.00130193	0.00120392	0.0289084	0.0972831	0.902717	0.1772998	0.01821767	0.118011	0	0.8415436	3.819641	1	1	1.299068	0.9027169	0.09728305	52.22033	0.002078021	3.819641	0.822961	0.947378	1.04073	1.18893
544700	-17394.6	-17373.25	-21.34886	49.73768	0.251925	0.249938	0.24511	0.253027	0.2404233	0.209809	0.487214	1.25218	9.41877	0.000462036	0.00107293	0.00275753	0.0207418	0.369476	0.630524	0.03090161	0.03485763	0.197403	0	0.5640035	3.989865	1	1	1.295256	0.6305237	0.3694763	67.84037	0.002202179	3.989865	0.82596	0.948401	1.04012	1.18552
544800	-17392.17	-17372.9	-19.26483	28.14433	0.256812	0.244791	0.251597	0.2468	0.1669403	0.276381	0.488499	0.613403	8.27094	0.000731638	0.00129316	0.00162381	0.0218949	0.437488	0.562512	0.04906633	0.01570912	0.601716	0	0.5586938	3.899625	1	1	1.268216	0.5625123	0.4374877	63.51981	0.00264721	3.899625	0.771603	0.929082	1.05066	1.24866
544900	-17391.89	-17372.34	-19.55451	42.18669	0.25461	0.243897	0.251296	0.250198	0.01687138	0.26455	0.751674	0.788537	18.2491	0.000484722	0.00137726	0.0014448	0.033437	0.679898	0.320102	0.001878378	0.00479708	0.463223	0	1.270038	3.209754	1	1	1.328947	0.3201023	0.6798977	4.108883	0.001832253	3.209754	0.811647	0.943474	1.043	1.20188
545000	-17396.89	-17374.88	-22.01666	26.32011	0.250493	0.249755	0.254338	0.245413	0.2678839	0.158564	0.341803	0.779064	17.8885	0.00029382	0.000633364	0.00144361	0.0331476	0.835102	0.164898	0.1030142	0.007619388	1.9437	0	0.3865076	3.803528	1	1	1.274264	0.1648981	0.8351019	3.519	0.001853008	3.803528	0.764253	0.926339	1.052	1.25741
545100	-17395.17	-17372.91	-22.25477	20.28217	0.256867	0.245929	0.250114	0.247091	0.0314066	0.282119	0.794936	2.58993	6.54356	0.000740679	0.00208703	0.00679962	0.0171795	0.0294721	0.970528	0.08716162	0.02971793	0.410655	0	0.434965	3.57516	1	1	1.413131	0.9705279	0.02947213	96.71584	0.00262541	3.57516	0.733553	0.914536	1.05737	1.29454
545200	-17390.8	-17376.84	-13.96415	42.38608	0.252411	0.250246	0.249579	0.247765	0.1601685	0.335579	0.776271	0.0467024	4.51495	0.00180478	0.00417488	0.000251171	0.0242819	0.242062	0.757938	0.05293855	0.00109119	1.31884	0	0.4595763	3.450503	1	1	1.155773	0.7579382	0.2420618	0.3977775	0.005378126	3.450503	0.812072	0.943622	1.04291	1.20139
545300	-17385.28	-17371.23	-14.04844	44.57622	0.24706	0.249018	0.252754	0.251168	0.09325898	0.099013	0.193392	0.615555	2.8052	0.000698636	0.00136457	0.00434336	0.0197935	0.842075	0.157925	0.000699971	0.009829024	0.2612	0	0.8479851	3.981002	1	1	1.258748	0.1579255	0.8420745	15.60757	0.007056007	3.981002	0.816556	0.945177	1.04202	1.19625
545400	-17387.56	-17371.74	-15.82453	31.35394	0.252464	0.244661	0.248087	0.254787	0.1368079	0.164714	0.25094	1.37774	1.10368	0.00133554	0.00203468	0.0111711	0.00894887	0.765755	0.234245	0.06198784	0.005750079	0.450503	0	0.8501014	3.985081	1	1	1.264843	0.2342453	0.7657547	63.01267	0.008108234	3.985081	0.783003	0.933272	1.04854	1.23519
545500	-17388.32	-17372.64	-15.67754	47.36403	0.252607	0.244525	0.255947	0.246921	0.05573328	0.11889	0.144103	1.34311	2.08576	0.000987376	0.00119677	0.0111544	0.0173221	0.61297	0.38703	0.0128737	0.004143907	0.271467	0	1.060099	3.252515	1	1	1.241749	0.38703	0.61297	40.06606	0.008304929	3.252515	0.821821	0.946988	1.04096	1.19023
545600	-17388.9	-17375.63	-13.27044	49.15209	0.243128	0.253445	0.251404	0.252023	0.1006296	0.326327	0.512815	1.64308	2.6638	0.00158581	0.00249206	0.00798463	0.0129449	0.804395	0.195605	0.02382633	0.002819636	0.522503	0	0.751352	3.808191	1	1	1.216471	0.1956053	0.8043947	2.044236	0.004859564	3.808191	0.824966	0.948062	1.04032	1.18665
545700	-17392.88	-17372.13	-20.75199	8.483465	0.252223	0.244524	0.25402	0.249232	0.06247698	0.0339347	0.0805103	2.63356	2.85745	0.00020183	0.000478843	0.0156634	0.016995	0.492921	0.507079	0.0644078	0.01158649	2.52219	0	0.7851475	3.633555	1	1	1.260199	0.5070786	0.4929214	60.81553	0.005947601	3.633555	0.603457	0.857602	1.07556	1.46338
545800	-17387.39	-17372.58	-14.81597	11.87131	0.249424	0.248276	0.252466	0.249834	0.01223314	0.161985	0.260744	3.00699	0.569511	0.00119116	0.00191739	0.022112	0.00418793	0.873809	0.126191	0.02635245	0.01097363	0.271703	0	0.5600615	3.105243	1	1	1.367771	0.1261912	0.8738088	13.80834	0.007353545	3.105243	0.658922	0.883334	1.06879	1.38896
545900	-17392.24	-17376.4	-15.84158	11.5814	0.251074	0.245335	0.259061	0.24453	0.1968315	0.112435	0.0934952	3.33672	0.0961819	0.000703444	0.000584947	0.020876	0.000601757	0.907193	0.092807	0.06093037	0.002518731	0.289466	0	0.8412571	3.301718	1	1	1.364362	0.09280702	0.907193	7.389311	0.006256442	3.301718	0.655076	0.881623	1.06931	1.39399
546000	-17389.12	-17372.86	-16.26155	2.596836	0.249002	0.251599	0.252549	0.24685	0.009599054	0.0558641	0.123323	2.62488	0.758967	0.000353386	0.00078012	0.0166045	0.00480108	0.655901	0.344099	0.04067437	0.01785435	0.580179	0	1.008107	3.865257	1	1	1.321078	0.3440986	0.6559014	11.63726	0.006325811	3.865257	0.355449	0.706442	1.07965	1.85846
546100	-17387.53	-17372.32	-15.21464	35.93022	0.251293	0.247538	0.254175	0.246994	0.1270161	0.1639	0.241752	2.50248	0.687473	0.0010413	0.00153591	0.0158989	0.00436769	0.065986	0.934014	0.07832679	0.003044029	0.741333	0	0.4215842	3.824087	1	1	1.238088	0.934014	0.06598598	13.74907	0.006353251	3.824087	0.796627	0.938182	1.04594	1.21925
546200	-17394.79	-17374.87	-19.9209	5.440563	0.242812	0.248054	0.255132	0.254002	0.4234754	0.24835	0.484717	4.34602	0.531253	0.00122604	0.00239292	0.0214552	0.00262265	0.0205838	0.979416	0.01558574	0.007806338	0.415463	0	0.6014283	3.185567	1	1	1.207771	0.9794162	0.02058379	49.30056	0.004936734	3.185567	0.519407	0.813805	1.08246	1.58433
546300	-17398.69	-17377.25	-21.4416	47.82665	0.246592	0.254079	0.245449	0.253879	0.2979109	0.364276	0.26422	3.28344	0.590974	0.00176015	0.00127669	0.0158653	0.00285554	0.177547	0.822453	0.2317336	0.02827074	0.102103	0	1.258873	3.834775	1	1	1.368338	0.8224535	0.1775465	55.22709	0.004831922	3.834775	0.822651	0.947272	1.04079	1.18928
546400	-17391.34	-17375.1	-16.23209	40.8572	0.248238	0.253798	0.255343	0.242621	0.1031844	0.0807808	0.183052	2.05859	0.368427	0.000750569	0.00170081	0.0191272	0.00342321	0.176177	0.823823	0.06975624	0.01160618	0.175676	0	1.217715	3.207918	1	1	1.380848	0.8238227	0.1761773	49.05434	0.00929143	3.207918	0.808737	0.942459	1.04357	1.20523
546500	-17392.41	-17375.73	-16.67873	3.924394	0.259425	0.242509	0.253532	0.244533	0.07307933	0.0760208	0.1007	1.37464	0.752396	0.00102609	0.0013592	0.0185543	0.0101555	0.675833	0.324167	0.08998092	0.01972388	0.179461	0	0.703804	3.128324	1	1	1.311658	0.3241669	0.6758331	78.18782	0.01349754	3.128324	0.45016	0.772553	1.08441	1.69288
546600	-17390.38	-17375.92	-14.45536	42.68301	0.255165	0.241949	0.252808	0.250078	0.08652015	0.130276	0.121355	1.64847	0.333301	0.0016163	0.00150562	0.0204522	0.00413517	0.452693	0.547307	0.1197124	0.01598731	0.315673	0	0.9434176	3.175546	1	1	1.386856	0.5473068	0.4526932	9.866647	0.01240673	3.175546	0.8127	0.94384	1.04279	1.20067
546700	-17389.96	-17373.38	-16.58199	26.63957	0.253589	0.249868	0.250769	0.245774	0.134766	0.137245	0.436999	1.69973	0.47613	0.00122905	0.00391341	0.0152214	0.00426383	0.17957	0.82043	0.1442429	0.00562344	0.20483	0	0.9131485	3.848791	1	1	1.406912	0.8204302	0.1795698	41.23726	0.008955179	3.848791	0.765592	0.926841	1.05176	1.25581
546800	-17390.58	-17374.35	-16.22861	18.25864	0.255786	0.24684	0.25122	0.246154	0.1189819	0.224936	0.555153	1.57209	1.21086	0.00194327	0.00479609	0.0135817	0.0104609	0.0305998	0.9694	0.1079405	0.02410592	0.135989	0	0.7649627	3.145061	1	1	1.329133	0.9694002	0.03059975	33.26091	0.008639222	3.145061	0.720173	0.90921	1.0596	1.31102
546900	-17391.87	-17377.02	-14.84934	19.97709	0.253699	0.24508	0.244712	0.256509	0.09985621	0.23366	0.273255	1.07988	1.05097	0.0022959	0.00268495	0.0106107	0.0103266	0.24226	0.75774	0.02103241	0.02879592	0.507649	0	0.8393709	3.937833	1	1	1.39962	0.75774	0.24226	75.20144	0.009825812	3.937833	0.73166	0.91379	1.05769	1.29686
547000	-17389.47	-17372.23	-17.24442	44.46499	0.251621	0.244904	0.250997	0.252478	0.01435543	0.0739958	0.106157	1.89102	0.748693	0.000553851	0.00079457	0.0141541	0.00560389	0.487109	0.512891	0.05386386	0.01955943	0.278999	0	1.272274	3.971801	1	1	1.306216	0.5128908	0.4871092	50.96721	0.007484895	3.971801	0.816336	0.945101	1.04206	1.1965
547100	-17388.95	-17374.08	-14.86829	18.18686	0.244637	0.254714	0.249971	0.250678	0.02158294	0.0514105	0.104377	1.80691	0.440323	0.000522961	0.00106175	0.0183804	0.00447908	0.789283	0.210717	0.02897084	0.003288478	0.937678	0	1.125032	3.357273	1	1	1.268903	0.2107166	0.7892834	12.00096	0.01017227	3.357273	0.71966	0.909004	1.05968	1.31165
547200	-17391.89	-17374.31	-17.57868	17.78708	0.249218	0.252508	0.248881	0.249394	0.3335659	0.230832	0.254275	3.83383	0.315365	0.00107982	0.00118949	0.0179345	0.00147527	0.749907	0.250093	0.02377993	0.01730512	0.114162	0	1.430058	3.956599	1	1	1.459486	0.250093	0.749907	6.289394	0.004677962	3.956599	0.716749	0.90783	1.06016	1.31527
547300	-17389.25	-17371.06	-18.19346	38.85318	0.251151	0.247596	0.25006	0.251192	0.1978024	0.0667182	0.217165	4.0487	0.741371	0.000330116	0.00107452	0.0200326	0.00366825	0.843734	0.156266	0.1062097	0.01063353	0.218298	0	1.14718	3.373571	1	1	1.350393	0.1562663	0.8437337	12.23754	0.004947919	3.373571	0.804081	0.940824	1.04449	1.21061
