Iteration	Posterior	Likelihood	Prior	alpha	bf[1]	bf[2]	bf[3]	bf[4]	birth	branch_rate_multiplier[1]	branch_rate_multiplier[2]	branch_rate_multiplier[3]	branch_rate_multiplier[4]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	clado_event_probs[1]	clado_event_probs[2]	death	distance_scale	epoch_times[1]	epoch_times[2]	epoch_times[3]	extirpation_rate	ingroup_age	ingroup_older_island[1]	ingroup_older_island[2]	ingroup_older_island[3]	kappa	p_allopatry	p_sympatry	rate_bg	rate_mol	root_age	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]
5200	-17395.02	-17379.02	-16.00091	10.17738	0.257622	0.242758	0.249647	0.249973	0.07240175	0.204547	0.108007	5.74366	0.309728	0.000931242	0.000491726	0.0261492	0.0014101	0.520782	0.479218	0.004017934	0.009414173	2.63727	0.630959	0	0.7307247	3.026558	1	1	1	1.287715	0.4792184	0.5207816	83.46657	0.004552702	3.026558	0.634368	0.872227	1.07198	1.42142
5300	-17391.61	-17376.55	-15.06303	42.53401	0.248211	0.246199	0.251769	0.253821	0.05215886	0.0977786	0.182708	7.13821	0.32558	0.000282871	0.000528571	0.0206507	0.000941896	0.742046	0.257954	0.008889627	0.002087687	3.14094	0.746211	0	1.222116	3.583675	1	1	1	1.549866	0.2579537	0.7420463	18.3966	0.002892977	3.583675	0.812386	0.943731	1.04285	1.20103
5400	-17390.23	-17374.34	-15.88804	19.3312	0.241573	0.250687	0.257712	0.250028	0.03622349	0.0900475	0.159982	6.33929	0.606047	0.000331386	0.000588754	0.0233294	0.00223033	0.0966916	0.903308	0.01103308	0.007218389	3.01304	0.609334	0	0.911277	3.224832	1	1	1	1.208384	0.9033084	0.09669162	43.82745	0.003680128	3.224832	0.727513	0.912146	1.05839	1.30195
5500	-17389.89	-17374.05	-15.84608	29.02874	0.248263	0.254953	0.24867	0.248114	0.02504229	0.205159	0.237804	6.50672	0.490243	0.000651642	0.000755335	0.0206672	0.00155715	0.533062	0.466938	0.01612224	0.02005076	2.54969	0.881344	0	0.5953975	3.556059	1	1	1	1.189055	0.4669383	0.5330617	54.21818	0.003176287	3.556059	0.774925	0.93031	1.05004	1.24472
5600	-17396.17	-17375.66	-20.51226	43.24768	0.25443	0.250433	0.25582	0.239317	0.02047439	0.185113	0.563573	9.12759	3.51038	0.000302314	0.000920388	0.0149065	0.0057329	0.130715	0.869285	0.06631303	0.003841521	3.37069	0.689951	0	0.5808811	3.870085	1	1	1	1.312331	0.8692853	0.1307147	18.13562	0.001633128	3.870085	0.813876	0.944248	1.04256	1.19932
5700	-17393.29	-17371.31	-21.98115	26.53332	0.251589	0.248073	0.247137	0.253201	0.0194401	0.428111	0.993413	15.0711	0.107596	0.000525104	0.00121848	0.0184856	0.000131973	0.647577	0.352423	0.02724683	0.0009339305	3.2985	0.822177	0	0.1898414	3.974825	1	1	1	1.254802	0.3524225	0.6475775	28.90841	0.001226561	3.974825	0.765149	0.926676	1.05184	1.25634
5800	-17398.13	-17376.56	-21.57334	2.655964	0.252222	0.250747	0.2573	0.239731	0.1550602	0.199393	0.903821	15.1502	0.0615255	0.000287756	0.00130436	0.0218642	8.87909e-05	0.329007	0.670993	0.05864586	0.01291458	2.68933	0.832553	0	1.017813	3.4287	1	1	1	1.446149	0.6709935	0.3290065	99.78748	0.001443157	3.4287	0.360762	0.710505	1.0802	1.84854
5900	-17397.93	-17376.77	-21.16406	16.00647	0.247982	0.246547	0.255197	0.250274	0.09696612	0.445122	0.908348	14.1135	1.34368	0.000626052	0.00127757	0.0198503	0.00188984	0.522633	0.477367	0.1883681	0.01770167	2.81116	0.733165	0	1.215421	3.477354	1	1	1	1.357782	0.4773675	0.5226325	5.709049	0.001406471	3.477354	0.702565	0.902028	1.06241	1.333
6000	-17393.84	-17373.12	-20.72127	31.53617	0.248971	0.251634	0.249646	0.249748	0.02701795	0.207728	0.31595	9.2389	1.22233	0.000496731	0.000755518	0.0220926	0.00292292	0.8537	0.1463	0.1965396	0.0157458	2.58422	1.10652	0	0.6412235	3.371179	1	1	1	1.239591	0.1462997	0.8537003	33.12506	0.002391258	3.371179	0.783599	0.933489	1.04842	1.23449
6100	-17391.74	-17371.77	-19.96532	18.70838	0.246479	0.249846	0.254805	0.248871	0.1405813	0.142563	0.232407	7.73458	0.604293	0.00042105	0.0006864	0.0228436	0.00178474	0.979423	0.0205774	0.05800567	0.01629458	2.90007	0.699714	0	2.197389	3.296842	1	1	1	1.295517	0.02057736	0.9794226	67.09737	0.002953436	3.296842	0.723323	0.910475	1.05908	1.30712
6200	-17394.87	-17374.42	-20.44826	22.61542	0.251867	0.247188	0.251023	0.249922	0.3208987	0.106932	0.152333	4.24658	0.525033	0.000491502	0.00070018	0.0195189	0.00241326	0.796583	0.203417	0.1167599	0.01166872	2.96324	0.583087	0	1.459258	3.828559	1	1	1	1.570488	0.2034172	0.7965828	28.22991	0.004596388	3.828559	0.7468	0.9197	1.0551	1.2784
