Iteration	Posterior	Likelihood	Prior	alpha	bf[1]	bf[2]	bf[3]	bf[4]	birth	branch_rate_multiplier[1]	branch_rate_multiplier[2]	branch_rate_multiplier[3]	branch_rate_multiplier[4]	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	clado_event_probs[1]	clado_event_probs[2]	death	distance_scale	epoch_times[1]	epoch_times[2]	epoch_times[3]	extirpation_rate	ingroup_age	ingroup_older_island[1]	ingroup_older_island[2]	ingroup_older_island[3]	kappa	p_allopatry	p_sympatry	rate_bg	rate_mol	root_age	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]
5000	-17387.61	-17373.59	-14.02845	42.29299	0.247541	0.247261	0.255486	0.249712	0.04650544	0.0780086	0.142853	5.18059	0.201325	0.000282452	0.000517241	0.0187578	0.000728955	0.336643	0.663357	0.1483685	0.02221106	3.00311	2.10034	0	0.747579	3.73833	1	1	1	1.319823	0.6633567	0.3366433	14.30395	0.003620785	3.73833	0.811874	0.943553	1.04295	1.20162
5100	-17388.74	-17370.7	-18.04626	34.6177	0.249881	0.249324	0.251041	0.249754	0.1104763	0.154885	0.411227	12.9773	0.842612	0.000235838	0.000626161	0.0197601	0.00128301	0.334036	0.665964	0.04894479	0.01216546	3.14196	1.91904	0	1.341907	3.607297	1	1	1	1.346765	0.6659641	0.3340359	40.78261	0.001522664	3.607297	0.792987	0.936881	1.04664	1.22349
5200	-17393.51	-17375.21	-18.30283	45.25955	0.258073	0.251073	0.250943	0.239912	0.01440286	0.18218	0.636753	19.2921	0.167474	0.000202856	0.000709019	0.0214817	0.000186481	0.0614369	0.938563	0.06707673	0.01560794	3.05786	1.95421	0	1.150984	3.418866	1	1	1	1.38799	0.9385631	0.06143689	45.85751	0.001113493	3.418866	0.81789	0.945637	1.04175	1.19472
5300	-17390.58	-17371.37	-19.21274	40.2085	0.252627	0.244449	0.250214	0.252709	0.1976608	0.293874	0.459459	25.5245	0.200446	0.000217949	0.000340753	0.01893	0.000148659	0.165319	0.834681	0.08940746	0.004412422	2.94317	1.98035	0	0.3350601	3.955023	1	1	1	1.34721	0.834681	0.165319	11.5128	0.0007416399	3.955023	0.807267	0.941944	1.04386	1.20693
5400	-17388.23	-17372.17	-16.06251	42.70526	0.252758	0.247964	0.244536	0.254741	0.08985891	0.201178	0.413543	13.4365	0.198638	0.000284538	0.000584898	0.019004	0.000280945	0.19657	0.80343	0.07095741	0.008709275	3.00048	2.02579	0	0.708401	3.827551	1	1	1	1.419997	0.8034298	0.1965702	76.18896	0.001414357	3.827551	0.812746	0.943856	1.04278	1.20062
5500	-17392.97	-17376.11	-16.8596	33.88664	0.258055	0.249762	0.254313	0.23787	0.140388	0.235677	0.393338	14.0919	0.405613	0.000348699	0.000581967	0.0208498	0.000600128	0.273527	0.726473	0.06380357	0.005157465	3.08735	1.98553	0	1.891492	3.546459	1	1	1	1.28938	0.7264732	0.2735268	9.218508	0.00147956	3.546459	0.790872	0.936121	1.04704	1.22596
5600	-17399.25	-17376.51	-22.74414	23.04866	0.246325	0.254923	0.25682	0.241932	0.1295293	0.0816656	0.380082	19.2298	0.669752	0.000111277	0.000517895	0.0262022	0.000912595	0.578155	0.421845	0.1209165	2.461656e-05	2.7599	1.88265	0	0.3822927	3.325899	1	1	1	1.137038	0.421845	0.578155	32.43306	0.001362587	3.325899	0.749046	0.920565	1.05471	1.27568
5700	-17393.02	-17372.44	-20.5807	4.870313	0.249906	0.246852	0.254416	0.248826	0.2401072	0.217365	0.460043	17.104	0.481292	0.000242505	0.000513251	0.0190822	0.000536957	0.221529	0.778471	0.01637861	0.0122884	2.84789	2.10453	0	0.3353284	3.895197	1	1	1	1.463279	0.7784707	0.2215293	40.01546	0.001115658	3.895197	0.496601	0.800785	1.08352	1.61909
5800	-17395.4	-17376.53	-18.86094	39.76272	0.24163	0.250717	0.253079	0.254574	0.1555998	0.260134	0.368403	12.7813	2.36512	0.00038281	0.000542138	0.0188088	0.00348049	0.832513	0.167487	0.005653812	0.03531551	2.96436	1.88023	0	0.8673282	3.765867	1	1	1	1.203547	0.1674865	0.8325135	77.10691	0.001471589	3.765867	0.806236	0.941582	1.04407	1.20811
5900	-17389.79	-17373.63	-16.1566	33.34893	0.251774	0.241952	0.254211	0.252062	0.1002312	0.178487	0.209564	8.79771	0.569756	0.000383931	0.000450779	0.0189241	0.00122556	0.272017	0.727983	0.1139256	0.02167362	3.09046	2.05696	0	1.1873	3.875172	1	1	1	1.163826	0.7279831	0.2720169	40.28891	0.002151029	3.875172	0.789274	0.935545	1.04735	1.22783
