Iteration	1	2	3	4	5	6	7	simmap
43100	{2,0.0920222:5,0.0123636:1,0.244484:5,0.0309668:1,0.203497:5,0.0135405:1,0.13918:5,0.0356703:1,0.165561:5,0.0423324:2,0.553072:5,0.015747:1,0.161233}	{1,0.855606:5,0.00187043:1,0.148608:5,0.0214095:1,0.0980201:5,0.14413:1,0.440026}	{3,2.2342:7,0.0101742:2,0.0691886:7,0.0221972:2,0.0432111}	{4,8.88093:10,0.0698389:4,0.115284}	{1,0.0405017:5,0.0361209:2,0.592674}	{2,0.25959:7,0.145341:3,0.304183:7,0.00461312:3,0.0106881:7,0.0349059:3,0.0613582:7,0.0123663:2,0.185156:7,0.0569855:2,0.509608:7,0.0256167:3,0.0137086:7,0.00415027:2,0.295196:7,0.00517633:3,0.485799:7,0.0749551:3,0.244143:7,0.00552401:3,1.40447:7,0.0270202:2,0.122061:7,0.0167784:3,1.68164:10,0.0256737:4,0.286906:10,0.0222929:4,0.361185}	{4,0}	(((n0:{1,0.855606:5,0.00187043:1,0.148608:5,0.0214095:1,0.0980201:5,0.14413:1,0.440026},n1:{2,0.0920222:5,0.0123636:1,0.244484:5,0.0309668:1,0.203497:5,0.0135405:1,0.13918:5,0.0356703:1,0.165561:5,0.0423324:2,0.553072:5,0.015747:1,0.161233}):{1,0.0405017:5,0.0361209:2,0.592674},n2:{3,2.2342:7,0.0101742:2,0.0691886:7,0.0221972:2,0.0432111}):{2,0.25959:7,0.145341:3,0.304183:7,0.00461312:3,0.0106881:7,0.0349059:3,0.0613582:7,0.0123663:2,0.185156:7,0.0569855:2,0.509608:7,0.0256167:3,0.0137086:7,0.00415027:2,0.295196:7,0.00517633:3,0.485799:7,0.0749551:3,0.244143:7,0.00552401:3,1.40447:7,0.0270202:2,0.122061:7,0.0167784:3,1.68164:10,0.0256737:4,0.286906:10,0.0222929:4,0.361185},n3:{4,8.88093:10,0.0698389:4,0.115284});
43200	{2,0.400582:5,0.0382138:2,1.16121}	{1,0.258714:5,0.0043648:1,0.0458353:5,0.0499547:2,1.24114}	{3,2.12974}	{4,9.49906}	{2,0.279683:7,0.123099:3,0.126949}	{3,1.67047:7,0.107118:2,0.230324:7,0.0809537:2,0.915295:7,0.0261761:3,0.2536:7,0.0487079:2,0.143954:7,0.0944:2,0.538709:7,0.0637632:2,0.422583:7,0.0435369:2,0.156118:7,0.0903418:2,0.183512:7,0.177933:3,1.81386:10,0.0211001:4,0.286862}	{4,0}	(((n0:{1,0.258714:5,0.0043648:1,0.0458353:5,0.0499547:2,1.24114},n1:{2,0.400582:5,0.0382138:2,1.16121}):{2,0.279683:7,0.123099:3,0.126949},n2:{3,2.12974}):{3,1.67047:7,0.107118:2,0.230324:7,0.0809537:2,0.915295:7,0.0261761:3,0.2536:7,0.0487079:2,0.143954:7,0.0944:2,0.538709:7,0.0637632:2,0.422583:7,0.0435369:2,0.156118:7,0.0903418:2,0.183512:7,0.177933:3,1.81386:10,0.0211001:4,0.286862},n3:{4,9.49906});
43300	{2,0.316574:5,0.0180424:1,0.383928:5,0.00765832:1,0.0457227:5,0.0115822:2,0.0884979:5,0.0829675:2,0.0328055:5,0.00642605:1,0.0354806}	{1,0.0904976:5,0.0117356:1,0.179814:5,0.0492786:1,0.0252838:5,0.011375:2,0.129654:5,0.000201902:2,0.106078:5,0.018248:1,0.137239:5,0.00314505:1,0.0445309:5,0.0248907:1,0.00342473:5,0.00173683:2,0.141537:5,0.00908027:1,0.0419344}	{3,1.88565}	{4,1.82565:0,6.1396:4,0.0935235:10,0.00160516:4,0.245133:10,0.00172669:4,0.159126:10,0.0471336:4,0.344262:10,0.0241306:3,0.0859159:10,0.00785336:3,0.661341:10,0.00212764:4,0.230357:10,0.0343907:4,0.0228801}	{1,0.0392904:5,0.0367472:1,0.164847:5,0.00738592:1,0.329036:5,0.00566724:2,0.0148605:5,0.00257918:2,0.254164:7,0.000773659:3,0.000613866}	{0,6.07535:3,0.0468895:10,0.00419351:4,0.101235:10,0.0160343:4,0.490992:10,0.107993:3,0.147921:10,0.0230973:4,0.00908651:10,0.0210239:3,0.0278717:10,0.0247127:3,0.211767:10,0.00143944:3,0.225742:10,0.0235455:4,0.189409:10,0.00988966:3,0.017504:10,0.0209765:3,0.00340832:10,0.00824496:4,0.0265421:10,0.0262609:3,0.0701366:10,0.00687846:3,0.00755388:10,0.00217927:4,0.0932331}	{4,0}	(((n1:{2,0.316574:5,0.0180424:1,0.383928:5,0.00765832:1,0.0457227:5,0.0115822:2,0.0884979:5,0.0829675:2,0.0328055:5,0.00642605:1,0.0354806},n0:{1,0.0904976:5,0.0117356:1,0.179814:5,0.0492786:1,0.0252838:5,0.011375:2,0.129654:5,0.000201902:2,0.106078:5,0.018248:1,0.137239:5,0.00314505:1,0.0445309:5,0.0248907:1,0.00342473:5,0.00173683:2,0.141537:5,0.00908027:1,0.0419344}):{1,0.0392904:5,0.0367472:1,0.164847:5,0.00738592:1,0.329036:5,0.00566724:2,0.0148605:5,0.00257918:2,0.254164:7,0.000773659:3,0.000613866},n2:{3,1.88565}):{0,6.07535:3,0.0468895:10,0.00419351:4,0.101235:10,0.0160343:4,0.490992:10,0.107993:3,0.147921:10,0.0230973:4,0.00908651:10,0.0210239:3,0.0278717:10,0.0247127:3,0.211767:10,0.00143944:3,0.225742:10,0.0235455:4,0.189409:10,0.00988966:3,0.017504:10,0.0209765:3,0.00340832:10,0.00824496:4,0.0265421:10,0.0262609:3,0.0701366:10,0.00687846:3,0.00755388:10,0.00217927:4,0.0932331},n3:{4,1.82565:0,6.1396:4,0.0935235:10,0.00160516:4,0.245133:10,0.00172669:4,0.159126:10,0.0471336:4,0.344262:10,0.0241306:3,0.0859159:10,0.00785336:3,0.661341:10,0.00212764:4,0.230357:10,0.0343907:4,0.0228801});
43400	{2,1.18763}	{1,0.0277417:5,0.19855:1,0.0211921:5,0.156093:1,0.405473:5,0.0754318:2,0.303151}	{0,1.78022:3,0.260648}	{0,1.72776:4,0.0559184:0,6.11361:4,0.950725}	{2,0.262766:5,0.14375:2,0.446719}	{0,5.90085:3,0.529028:10,0.0956631:4,0.28161}	{4,0}	((n2:{0,1.78022:3,0.260648},(n0:{1,0.0277417:5,0.19855:1,0.0211921:5,0.156093:1,0.405473:5,0.0754318:2,0.303151},n1:{2,1.18763}):{2,0.262766:5,0.14375:2,0.446719}):{0,5.90085:3,0.529028:10,0.0956631:4,0.28161},n3:{0,1.72776:4,0.0559184:0,6.11361:4,0.950725});
43500	{2,0.0465897:5,0.0244318:1,0.207229:5,0.0172481:1,0.310977:5,0.0230263:1,0.229781:5,0.0131315:2,0.11991}	{1,0.143889:5,0.0211681:1,0.400539:5,0.0114146:2,0.289093:5,0.00969423:2,0.0847644:5,0.0150359:2,0.016726}	{3,2.06434}	{4,2.01919:0,6.04799:4,0.285291:10,0.00179069:4,0.120812:10,0.0167419:4,0.085438:10,0.00848936:4,0.976325}	{2,0.0311701:5,0.0227998:1,0.207743:5,0.000205035:1,0.176892:5,0.000665653:1,0.126642:5,0.0183071:2,0.446239:7,0.0306487:3,0.0107049}	{0,6.01909:3,0.243588:10,0.00605582:3,0.643709:10,0.0275761:4,0.148988:10,0.0031061:3,0.0186799:10,0.000183095:3,0.220716:10,0.00539197:4,0.093457:10,0.00610258:4,0.0610775}	{4,0}	(((n1:{2,0.0465897:5,0.0244318:1,0.207229:5,0.0172481:1,0.310977:5,0.0230263:1,0.229781:5,0.0131315:2,0.11991},n0:{1,0.143889:5,0.0211681:1,0.400539:5,0.0114146:2,0.289093:5,0.00969423:2,0.0847644:5,0.0150359:2,0.016726}):{2,0.0311701:5,0.0227998:1,0.207743:5,0.000205035:1,0.176892:5,0.000665653:1,0.126642:5,0.0183071:2,0.446239:7,0.0306487:3,0.0107049},n2:{3,2.06434}):{0,6.01909:3,0.243588:10,0.00605582:3,0.643709:10,0.0275761:4,0.148988:10,0.0031061:3,0.0186799:10,0.000183095:3,0.220716:10,0.00539197:4,0.093457:10,0.00610258:4,0.0610775},n3:{4,2.01919:0,6.04799:4,0.285291:10,0.00179069:4,0.120812:10,0.0167419:4,0.085438:10,0.00848936:4,0.976325});
43600	{2,0.278024:5,0.0406514:1,0.438466:5,0.011265:1,0.169816}	{1,0.666046:5,0.0139717:1,0.083608:5,0.0828935:1,0.0917029}	{3,2.42555}	{4,8.82921}	{1,0.0205209:5,0.000846808:2,0.54972:5,0.0142027:2,0.473917:7,0.0169738:2,0.314325:7,0.00408938:3,0.0927307}	{3,0.694932:7,0.00613687:2,0.0534165:7,0.00262909:2,0.384196:7,0.00469532:2,0.304062:7,0.00970659:2,0.0340663:7,0.0010357:2,0.427084:7,0.0555014:2,0.00910852:7,0.0160018:2,0.803752:7,0.0500521:3,0.284696:7,0.0807208:3,0.185682:7,0.0407783:3,0.0211131:7,0.0814322:2,0.285261:7,0.0282866:2,0.579898:7,0.00853706:3,0.22927:7,0.0293258:2,0.083768:7,0.0477055:3,0.647735:7,0.0416608:3,0.273035:10,0.0319381:4,0.566436}	{4,0}	(((n0:{1,0.666046:5,0.0139717:1,0.083608:5,0.0828935:1,0.0917029},n1:{2,0.278024:5,0.0406514:1,0.438466:5,0.011265:1,0.169816}):{1,0.0205209:5,0.000846808:2,0.54972:5,0.0142027:2,0.473917:7,0.0169738:2,0.314325:7,0.00408938:3,0.0927307},n2:{3,2.42555}):{3,0.694932:7,0.00613687:2,0.0534165:7,0.00262909:2,0.384196:7,0.00469532:2,0.304062:7,0.00970659:2,0.0340663:7,0.0010357:2,0.427084:7,0.0555014:2,0.00910852:7,0.0160018:2,0.803752:7,0.0500521:3,0.284696:7,0.0807208:3,0.185682:7,0.0407783:3,0.0211131:7,0.0814322:2,0.285261:7,0.0282866:2,0.579898:7,0.00853706:3,0.22927:7,0.0293258:2,0.083768:7,0.0477055:3,0.647735:7,0.0416608:3,0.273035:10,0.0319381:4,0.566436},n3:{4,8.82921});
43700	{2,0.00175594:5,0.225051:1,0.343451:5,0.296002:1,0.16393}	{1,0.423136:5,0.226724:1,0.38033}	{3,2.36412:7,0.0898768:3,0.381324:7,0.0857492:2,0.0124289}	{4,8.30999:10,0.0199632:4,2.02911}	{1,0.413176:5,0.0950409:2,0.00705703:5,0.00421948:2,0.436035:5,0.00585507:2,0.443396:7,0.0109468:2,0.487584}	{2,0.0142712:7,0.0558842:3,0.597291:7,0.052475:3,0.394634:7,0.205638:2,2.58984:7,0.0163712:3,0.326902:7,0.0600751:2,0.124895:7,0.0343727:3,0.536732:10,0.262985:3,1.25552:10,0.0543336:4,0.843343}	{4,0}	(((n1:{2,0.00175594:5,0.225051:1,0.343451:5,0.296002:1,0.16393},n0:{1,0.423136:5,0.226724:1,0.38033}):{1,0.413176:5,0.0950409:2,0.00705703:5,0.00421948:2,0.436035:5,0.00585507:2,0.443396:7,0.0109468:2,0.487584},n2:{3,2.36412:7,0.0898768:3,0.381324:7,0.0857492:2,0.0124289}):{2,0.0142712:7,0.0558842:3,0.597291:7,0.052475:3,0.394634:7,0.205638:2,2.58984:7,0.0163712:3,0.326902:7,0.0600751:2,0.124895:7,0.0343727:3,0.536732:10,0.262985:3,1.25552:10,0.0543336:4,0.843343},n3:{4,8.30999:10,0.0199632:4,2.02911});
43800	{2,0.239057:5,0.0954282:2,0.0815388:5,0.0138929:1,0.199758:5,0.0334314:2,0.304047}	{1,0.350162:5,0.0100382:2,0.12646:5,0.0251789:2,0.116867:5,0.0138127:2,0.324635}	{3,1.8954:7,0.0183654:3,0.231704:7,0.0108695:2,0.3841:7,0.0616607}	{4,8.24681:10,0.00153914:4,0.386442:10,0.0168003:4,0.00880599}	{2,1.04702:7,0.00649822:2,0.0279786:7,0.0168517:3,0.536593}	{7,0.00674515:2,0.222713:7,0.0352876:2,0.154734:7,0.00248597:3,0.655056:7,0.11983:2,0.0485409:7,0.00710974:3,0.220609:7,0.00615466:2,0.32875:7,0.00250776:3,0.325937:7,0.00473102:3,0.64651:7,0.0269552:3,0.212568:7,0.0127253:3,0.0887292:7,3.16002e-05:3,1.08643:7,0.0180406:2,0.00198973:7,0.0323516:3,0.0449179:7,0.0223681:2,0.215649:7,0.00731323:2,0.0355271:7,0.00787086:2,0.115071:7,0.0273459:3,0.236465:7,0.0220692:3,0.59266:10,0.0192685:4,0.218619:10,0.0129839:4,0.212641}	{4,0}	(((n0:{1,0.350162:5,0.0100382:2,0.12646:5,0.0251789:2,0.116867:5,0.0138127:2,0.324635},n1:{2,0.239057:5,0.0954282:2,0.0815388:5,0.0138929:1,0.199758:5,0.0334314:2,0.304047}):{2,1.04702:7,0.00649822:2,0.0279786:7,0.0168517:3,0.536593},n2:{3,1.8954:7,0.0183654:3,0.231704:7,0.0108695:2,0.3841:7,0.0616607}):{7,0.00674515:2,0.222713:7,0.0352876:2,0.154734:7,0.00248597:3,0.655056:7,0.11983:2,0.0485409:7,0.00710974:3,0.220609:7,0.00615466:2,0.32875:7,0.00250776:3,0.325937:7,0.00473102:3,0.64651:7,0.0269552:3,0.212568:7,0.0127253:3,0.0887292:7,3.16002e-05:3,1.08643:7,0.0180406:2,0.00198973:7,0.0323516:3,0.0449179:7,0.0223681:2,0.215649:7,0.00731323:2,0.0355271:7,0.00787086:2,0.115071:7,0.0273459:3,0.236465:7,0.0220692:3,0.59266:10,0.0192685:4,0.218619:10,0.0129839:4,0.212641},n3:{4,8.24681:10,0.00153914:4,0.386442:10,0.0168003:4,0.00880599});
43900	{2,0.767223:5,0.0194542:2,0.1635:5,0.00139057:2,0.031374:5,0.00506222:1,0.00286809}	{1,0.408031:5,0.132702:1,0.062309:5,0.00111285:1,0.386716}	{3,2.02516:7,0.00748288:2,0.00014556:7,0.0524845:3,0.121254:7,0.0027744:2,0.0477716:7,0.0124262:3,0.322126}	{4,8.62698:10,0.0243185:3,0.330594:10,0.00887752:4,0.162551:10,0.00838232:4,0.402062}	{1,0.235836:5,0.0102543:2,0.203687:5,0.014862:2,0.138319:5,0.0035822:2,0.203435:7,0.0284011:3,0.0658938:7,0.0314973:2,0.0825059:7,0.0189281:2,0.108761:7,0.0376742:3,0.0824004:7,0.0198354:3,0.314879}	{3,0.0851278:7,0.0659853:3,0.125847:7,0.0070308:3,0.187439:7,0.0181818:2,1.15541:7,0.00274222:3,0.126858:7,0.000209184:2,0.0790197:7,0.0754976:2,0.268635:7,0.0599685:2,0.0326268:7,0.0281983:3,0.475434:7,0.0167647:3,0.380599:7,0.00203297:3,0.123718:7,0.0669407:2,1.64956:7,0.0415482:3,0.311686:10,0.0298052:3,0.435104:10,0.0193771:4,0.0330398:10,0.016009:4,1.05174}	{4,0}	(((n0:{1,0.408031:5,0.132702:1,0.062309:5,0.00111285:1,0.386716},n1:{2,0.767223:5,0.0194542:2,0.1635:5,0.00139057:2,0.031374:5,0.00506222:1,0.00286809}):{1,0.235836:5,0.0102543:2,0.203687:5,0.014862:2,0.138319:5,0.0035822:2,0.203435:7,0.0284011:3,0.0658938:7,0.0314973:2,0.0825059:7,0.0189281:2,0.108761:7,0.0376742:3,0.0824004:7,0.0198354:3,0.314879},n2:{3,2.02516:7,0.00748288:2,0.00014556:7,0.0524845:3,0.121254:7,0.0027744:2,0.0477716:7,0.0124262:3,0.322126}):{3,0.0851278:7,0.0659853:3,0.125847:7,0.0070308:3,0.187439:7,0.0181818:2,1.15541:7,0.00274222:3,0.126858:7,0.000209184:2,0.0790197:7,0.0754976:2,0.268635:7,0.0599685:2,0.0326268:7,0.0281983:3,0.475434:7,0.0167647:3,0.380599:7,0.00203297:3,0.123718:7,0.0669407:2,1.64956:7,0.0415482:3,0.311686:10,0.0298052:3,0.435104:10,0.0193771:4,0.0330398:10,0.016009:4,1.05174},n3:{4,8.62698:10,0.0243185:3,0.330594:10,0.00887752:4,0.162551:10,0.00838232:4,0.402062});
44000	{2,0.429967:5,0.0467489:1,0.0309476:5,0.0374665:2,0.0978751:5,0.0298613:1,0.05357:5,0.00139419:1,0.114289}	{1,0.083127:5,0.016979:2,0.150482:5,0.0148614:2,0.0429265:5,0.0348988:1,0.165951:5,0.000956689:1,0.331936}	{3,2.00687:7,0.0103131:2,0.196168}	{4,8.18456:10,0.0237515:4,0.131509}	{1,0.576858:5,0.00424743:2,0.790122}	{2,0.191812:7,0.0173962:3,0.37173:7,0.027353:2,0.0867308:7,0.00628063:2,0.0400409:7,0.0517395:3,0.45652:7,0.0386081:2,0.435213:7,0.000434891:3,0.222841:7,0.0121751:3,0.410795:7,0.00185769:3,0.00650739:7,0.0315227:2,0.529258:7,0.0386759:2,0.281816:7,0.041528:2,0.193904:7,0.0173872:2,0.172067:7,0.0219643:2,0.159643:7,0.000522276:2,0.0335884:7,0.0116201:3,0.266957:7,0.0047483:2,0.404557:7,0.0337699:3,1.23313:10,0.00398485:4,0.267796}	{4,0}	((n2:{3,2.00687:7,0.0103131:2,0.196168},(n0:{1,0.083127:5,0.016979:2,0.150482:5,0.0148614:2,0.0429265:5,0.0348988:1,0.165951:5,0.000956689:1,0.331936},n1:{2,0.429967:5,0.0467489:1,0.0309476:5,0.0374665:2,0.0978751:5,0.0298613:1,0.05357:5,0.00139419:1,0.114289}):{1,0.576858:5,0.00424743:2,0.790122}):{2,0.191812:7,0.0173962:3,0.37173:7,0.027353:2,0.0867308:7,0.00628063:2,0.0400409:7,0.0517395:3,0.45652:7,0.0386081:2,0.435213:7,0.000434891:3,0.222841:7,0.0121751:3,0.410795:7,0.00185769:3,0.00650739:7,0.0315227:2,0.529258:7,0.0386759:2,0.281816:7,0.041528:2,0.193904:7,0.0173872:2,0.172067:7,0.0219643:2,0.159643:7,0.000522276:2,0.0335884:7,0.0116201:3,0.266957:7,0.0047483:2,0.404557:7,0.0337699:3,1.23313:10,0.00398485:4,0.267796},n3:{4,8.18456:10,0.0237515:4,0.131509});
44100	{2,0.0175252:5,0.0126059:2,0.492635:5,0.0228092:1,0.0447279:5,0.00425562:2,0.0876953:5,0.0446309:2,0.3028}	{1,0.384305:5,0.0105564:2,0.160551:5,0.0160838:2,0.264472:5,0.0103448:2,0.183372}	{3,2.17102}	{4,8.34002:10,0.00995349:3,0.95991:10,0.0290495:4,0.947797}	{2,0.203709:5,0.000356117:2,0.329157:5,0.0158265:2,0.459964:7,0.00568681:2,0.0820522:7,0.016868:3,0.0277141}	{3,0.769924:7,0.00988527:3,0.451719:7,0.0199973:3,0.228119:7,0.000434033:3,0.13255:7,0.0381218:3,0.138944:7,0.0208381:3,0.834632:7,0.00264513:2,0.131984:7,0.00785085:2,0.259233:7,0.0332411:2,0.124184:7,0.0272195:3,0.379719:7,0.00230655:2,0.13415:7,0.0596893:3,1.13575:7,0.0142445:2,0.28531:7,0.000415266:3,0.286572:7,0.0239388:3,1.93758:10,0.000309928:4,0.624208}	{4,0}	((n2:{3,2.17102},(n1:{2,0.0175252:5,0.0126059:2,0.492635:5,0.0228092:1,0.0447279:5,0.00425562:2,0.0876953:5,0.0446309:2,0.3028},n0:{1,0.384305:5,0.0105564:2,0.160551:5,0.0160838:2,0.264472:5,0.0103448:2,0.183372}):{2,0.203709:5,0.000356117:2,0.329157:5,0.0158265:2,0.459964:7,0.00568681:2,0.0820522:7,0.016868:3,0.0277141}):{3,0.769924:7,0.00988527:3,0.451719:7,0.0199973:3,0.228119:7,0.000434033:3,0.13255:7,0.0381218:3,0.138944:7,0.0208381:3,0.834632:7,0.00264513:2,0.131984:7,0.00785085:2,0.259233:7,0.0332411:2,0.124184:7,0.0272195:3,0.379719:7,0.00230655:2,0.13415:7,0.0596893:3,1.13575:7,0.0142445:2,0.28531:7,0.000415266:3,0.286572:7,0.0239388:3,1.93758:10,0.000309928:4,0.624208},n3:{4,8.34002:10,0.00995349:3,0.95991:10,0.0290495:4,0.947797});
44200	{2,0.295641:5,0.0132761:1,0.878888}	{1,0.826353:5,0.0404176:1,0.321034}	{3,2.23651:7,0.0975412:2,0.10782}	{4,8.08014:10,0.00551186:3,0.0481782:10,0.0876688:3,0.0820626:10,0.0910253:4,0.245486:10,0.0239777:4,1.01023}	{1,0.111429:5,0.0681566:2,0.415913:5,0.0344928:2,0.62407}	{2,0.153556:7,0.0859221:2,0.153071:7,0.0816631:3,0.45904:7,0.0147792:3,0.0241636:7,0.120402:2,0.146784:7,0.0068876:2,0.25706:7,0.0684709:3,0.604941:7,0.0258743:2,2.15054:7,0.0267586:3,0.270186:7,0.250225:3,0.0303998:7,0.0337724:3,0.0339789:7,0.0530074:3,1.16708:10,0.0280178:4,0.985838}	{4,0}	(((n1:{2,0.295641:5,0.0132761:1,0.878888},n0:{1,0.826353:5,0.0404176:1,0.321034}):{1,0.111429:5,0.0681566:2,0.415913:5,0.0344928:2,0.62407},n2:{3,2.23651:7,0.0975412:2,0.10782}):{2,0.153556:7,0.0859221:2,0.153071:7,0.0816631:3,0.45904:7,0.0147792:3,0.0241636:7,0.120402:2,0.146784:7,0.0068876:2,0.25706:7,0.0684709:3,0.604941:7,0.0258743:2,2.15054:7,0.0267586:3,0.270186:7,0.250225:3,0.0303998:7,0.0337724:3,0.0339789:7,0.0530074:3,1.16708:10,0.0280178:4,0.985838},n3:{4,8.08014:10,0.00551186:3,0.0481782:10,0.0876688:3,0.0820626:10,0.0910253:4,0.245486:10,0.0239777:4,1.01023});
44300	{2,0.313638:5,0.0152881:1,0.0465588:5,0.00317133:2,1.20851:5,0.0155652:2,0.123828}	{1,1.31058:5,0.0158647:2,0.400122}	{3,2.57938:7,0.0167484:2,0.365677}	{4,1.98729:0,5.87642:4,1.37885:10,0.0102423:4,0.0306647:10,0.000546514:4,0.0144902:10,0.000582619:3,0.0635376:10,0.0323633:4,0.871763}	{2,0.85441:7,0.0553858:2,0.325452}	{0,4.91178:3,0.675521:10,0.0349248:4,0.576396:10,0.0198251:3,0.411833:10,0.0097293:3,0.350617:10,0.0116306:4,0.302679}	{4,0}	((n2:{3,2.57938:7,0.0167484:2,0.365677},(n0:{1,1.31058:5,0.0158647:2,0.400122},n1:{2,0.313638:5,0.0152881:1,0.0465588:5,0.00317133:2,1.20851:5,0.0155652:2,0.123828}):{2,0.85441:7,0.0553858:2,0.325452}):{0,4.91178:3,0.675521:10,0.0349248:4,0.576396:10,0.0198251:3,0.411833:10,0.0097293:3,0.350617:10,0.0116306:4,0.302679},n3:{4,1.98729:0,5.87642:4,1.37885:10,0.0102423:4,0.0306647:10,0.000546514:4,0.0144902:10,0.000582619:3,0.0635376:10,0.0323633:4,0.871763});
44400	{2,0.481331:5,0.722082:1,0.235342}	{1,1.04288:5,0.0376336:1,0.358239}	{3,2.54896:7,0.344669:2,0.084552}	{4,8.45043:10,0.0168257:4,0.0231393}	{1,0.0248924:5,0.0207581:2,0.45079:7,0.352723:2,0.337651:7,0.0490409:2,0.303566}	{2,2.18972:7,0.135838:3,2.76261:10,0.0473035:4,0.376749}	{4,0}	(((n0:{1,1.04288:5,0.0376336:1,0.358239},n1:{2,0.481331:5,0.722082:1,0.235342}):{1,0.0248924:5,0.0207581:2,0.45079:7,0.352723:2,0.337651:7,0.0490409:2,0.303566},n2:{3,2.54896:7,0.344669:2,0.084552}):{2,2.18972:7,0.135838:3,2.76261:10,0.0473035:4,0.376749},n3:{4,8.45043:10,0.0168257:4,0.0231393});
44500	{2,0.486814:5,0.0357065:1,0.210299:5,0.0384491:1,0.10456:5,0.00975978:1,0.127685:5,0.0227892:2,0.133462:5,0.0150717:1,0.318379:5,0.0251805:1,0.17382}	{1,0.0607572:5,0.0243281:1,0.308993:5,0.0503768:2,0.0503083:5,0.0187526:2,0.152293:5,0.00498637:1,0.140646:5,0.0208159:2,0.824699:5,0.0159543:1,0.0290646}	{3,2.27133:7,0.00570629:2,0.0214767:7,0.0283371:3,0.170858:7,0.0188883:2,0.461914:7,0.0153669:2,0.429096}	{4,8.1162:10,0.0405694:4,0.599477:10,0.00439226:4,0.0202381}	{1,0.245388:5,0.000987004:2,0.212306:7,0.00512028:2,0.131477:7,0.00247026:3,0.266891:7,0.0486423:3,0.212243:7,0.109982:2,0.485493}	{2,1.25978:7,0.0469331:3,0.158536:7,0.0238614:2,0.0896513:7,0.0177624:3,0.111906:7,0.000826773:2,0.365469:7,0.00108457:3,0.299239:7,0.0296963:3,0.0328592:7,0.0255732:2,0.205115:7,0.00736128:3,1.59443:7,0.0234033:2,0.0560586:7,0.0305897:3,0.0190365:7,0.00353287:3,0.403982:10,0.00427926:4,0.546928}	{4,0}	(((n0:{1,0.0607572:5,0.0243281:1,0.308993:5,0.0503768:2,0.0503083:5,0.0187526:2,0.152293:5,0.00498637:1,0.140646:5,0.0208159:2,0.824699:5,0.0159543:1,0.0290646},n1:{2,0.486814:5,0.0357065:1,0.210299:5,0.0384491:1,0.10456:5,0.00975978:1,0.127685:5,0.0227892:2,0.133462:5,0.0150717:1,0.318379:5,0.0251805:1,0.17382}):{1,0.245388:5,0.000987004:2,0.212306:7,0.00512028:2,0.131477:7,0.00247026:3,0.266891:7,0.0486423:3,0.212243:7,0.109982:2,0.485493},n2:{3,2.27133:7,0.00570629:2,0.0214767:7,0.0283371:3,0.170858:7,0.0188883:2,0.461914:7,0.0153669:2,0.429096}):{2,1.25978:7,0.0469331:3,0.158536:7,0.0238614:2,0.0896513:7,0.0177624:3,0.111906:7,0.000826773:2,0.365469:7,0.00108457:3,0.299239:7,0.0296963:3,0.0328592:7,0.0255732:2,0.205115:7,0.00736128:3,1.59443:7,0.0234033:2,0.0560586:7,0.0305897:3,0.0190365:7,0.00353287:3,0.403982:10,0.00427926:4,0.546928},n3:{4,8.1162:10,0.0405694:4,0.599477:10,0.00439226:4,0.0202381});
44600	{2,0.0659589:5,0.0188705:2,0.675938:5,0.0146316:2,0.61574:5,0.0627964:1,0.0259748}	{1,0.269016:5,0.0689961:2,0.56278:5,0.00919191:1,0.1958:5,0.055041:1,0.319085}	{3,2.7074:7,0.0225981:2,1.03736}	{4,9.21291}	{1,0.178475:5,0.0220147:2,0.388971:7,0.151996:3,0.0806972:7,0.0749301:3,0.0202117:7,0.00926859:2,0.465697:7,0.023915:2,0.871275}	{2,0.484392:7,0.0947476:2,0.364547:7,0.0181515:2,0.800742:7,0.0127547:2,0.354884:7,0.0361523:3,0.119395:7,0.0212413:2,1.81811:7,0.00197028:3,1.21172:10,0.0298366:4,0.0769049}	{4,0}	(((n0:{1,0.269016:5,0.0689961:2,0.56278:5,0.00919191:1,0.1958:5,0.055041:1,0.319085},n1:{2,0.0659589:5,0.0188705:2,0.675938:5,0.0146316:2,0.61574:5,0.0627964:1,0.0259748}):{1,0.178475:5,0.0220147:2,0.388971:7,0.151996:3,0.0806972:7,0.0749301:3,0.0202117:7,0.00926859:2,0.465697:7,0.023915:2,0.871275},n2:{3,2.7074:7,0.0225981:2,1.03736}):{2,0.484392:7,0.0947476:2,0.364547:7,0.0181515:2,0.800742:7,0.0127547:2,0.354884:7,0.0361523:3,0.119395:7,0.0212413:2,1.81811:7,0.00197028:3,1.21172:10,0.0298366:4,0.0769049},n3:{4,9.21291});
