Iteration	1	2	3	4	5	6	7	simmap
90600	{2,1.77191}	{1,1.37617:5,0.0931802:2,0.302554}	{3,3.15677:7,0.289691:3,0.471784}	{4,7.96135}	{2,0.599501:7,0.180729:3,0.82938:7,0.0400885:3,0.496645}	{3,2.36524:7,0.0328173:3,1.51408:10,0.0016275:4,0.129342}	{4,0}	((n2:{3,3.15677:7,0.289691:3,0.471784},(n0:{1,1.37617:5,0.0931802:2,0.302554},n1:{2,1.77191}):{2,0.599501:7,0.180729:3,0.82938:7,0.0400885:3,0.496645}):{3,2.36524:7,0.0328173:3,1.51408:10,0.0016275:4,0.129342},n3:{4,7.96135});
90700	{2,1.94084}	{1,1.03368:5,0.0420985:2,0.865056}	{3,3.84433:7,0.0597467:3,0.393753:7,0.0262398:3,0.0950734}	{4,8.62902:10,0.149945:4,0.417462}	{2,0.194089:7,0.0349366:2,0.640564:7,0.0171722:2,0.677611:7,0.0514358:2,0.308687:7,0.0027413:3,0.551071}	{3,0.552735:7,0.0216049:3,1.01071:7,0.0404063:2,0.0821294:7,0.0158544:3,2.86256:10,0.0545195:4,0.136763}	{4,0}	((n2:{3,3.84433:7,0.0597467:3,0.393753:7,0.0262398:3,0.0950734},(n0:{1,1.03368:5,0.0420985:2,0.865056},n1:{2,1.94084}):{2,0.194089:7,0.0349366:2,0.640564:7,0.0171722:2,0.677611:7,0.0514358:2,0.308687:7,0.0027413:3,0.551071}):{3,0.552735:7,0.0216049:3,1.01071:7,0.0404063:2,0.0821294:7,0.0158544:3,2.86256:10,0.0545195:4,0.136763},n3:{4,8.62902:10,0.149945:4,0.417462});
90800	{0,1.55442:2,0.352671:0,0.518132:2,0.00164984}	{0,1.78864:2,0.118451:0,0.514671:2,0.00511128}	{0,1.75407:3,0.153023:0,4.93087:2,0.107679}	{0,1.8756:4,0.0314893:0,6.07914:4,0.0147936:0,1.89518:4,0.023483:0,0.55976:4,0.00248138}	{0,4.07757:2,0.441199}	{0,0.995963:3,0.0594193:0,1.77338:4,0.145281:0,0.541546:4,0.0206957}	{4,0}	(((n0:{0,1.78864:2,0.118451:0,0.514671:2,0.00511128},n1:{0,1.55442:2,0.352671:0,0.518132:2,0.00164984}):{0,4.07757:2,0.441199},n2:{0,1.75407:3,0.153023:0,4.93087:2,0.107679}):{0,0.995963:3,0.0594193:0,1.77338:4,0.145281:0,0.541546:4,0.0206957},n3:{0,1.8756:4,0.0314893:0,6.07914:4,0.0147936:0,1.89518:4,0.023483:0,0.55976:4,0.00248138});
90900	{0,1.89111:2,0.0708551:0,0.910708:2,0.0366446}	{0,1.90924:2,0.0527336:0,0.946105:2,0.00124837}	{0,1.95372:3,0.00824889:0,5.52984:3,0.660608}	{0,1.95267:4,0.00930259:0,6.01623:4,0.11722:0,1.60338:4,0.0525779}	{0,4.72225:3,0.520849}	{0,1.5579:4,0.0410514}	{4,0}	(((n1:{0,1.89111:2,0.0708551:0,0.910708:2,0.0366446},n0:{0,1.90924:2,0.0527336:0,0.946105:2,0.00124837}):{0,4.72225:3,0.520849},n2:{0,1.95372:3,0.00824889:0,5.52984:3,0.660608}):{0,1.5579:4,0.0410514},n3:{0,1.95267:4,0.00930259:0,6.01623:4,0.11722:0,1.60338:4,0.0525779});
91000	{2,2.58111:7,0.0438185:3,0.156625:7,0.0132031:2,0.0898671}	{1,1.32892:5,0.00615868:1,0.412406:5,0.000149949:1,0.0842212:5,0.00764443:2,1.04512}	{3,7.73899}	{4,9.30599}	{2,0.81146:7,0.0164868:3,1.90536:7,0.0372355:2,0.228204:7,0.0100499:2,0.863812:7,0.00113234:3,0.980627}	{3,1.14827:10,0.0839173:4,0.334824}	{4,0}	(((n0:{1,1.32892:5,0.00615868:1,0.412406:5,0.000149949:1,0.0842212:5,0.00764443:2,1.04512},n1:{2,2.58111:7,0.0438185:3,0.156625:7,0.0132031:2,0.0898671}):{2,0.81146:7,0.0164868:3,1.90536:7,0.0372355:2,0.228204:7,0.0100499:2,0.863812:7,0.00113234:3,0.980627},n2:{3,7.73899}):{3,1.14827:10,0.0839173:4,0.334824},n3:{4,9.30599});
91100	{2,0.830087:5,0.0768295:2,0.161483:5,0.00273311:1,0.210542:5,0.0588091:1,0.180102:5,0.000346007:2,0.689349}	{1,0.11763:5,0.0242575:2,0.925659:5,0.0492382:2,0.388946:5,0.0138816:1,0.10328:5,0.0383646:2,0.445736:7,0.0160922:2,0.0871954}	{3,2.09723:7,0.0296068:3,0.05885:7,0.0213551:3,0.00417238:7,0.0448317:2,0.715098:7,2.84179e-05:3,0.339243:7,0.0422408:3,0.19066:7,0.0476847:2,0.681288:7,0.00884779:3,0.877472:7,0.0676124:3,0.25167:7,0.0258498:3,0.67573:7,0.0452222:2,0.0362704:7,0.00388456:2,0.315137:7,0.00664111:3,0.207502:7,0.0196892:3,0.634903}	{4,8.56177}	{2,0.288602:7,0.0214559:2,1.45693:7,0.0218593:2,0.243264:7,0.0287579:3,0.377762:7,0.00689129:2,0.100681:7,0.0506406:3,0.206412:7,0.027894:3,0.626266:7,0.00586776:3,0.659084:7,0.0486901:2,0.370499:7,0.0378942:2,0.365517:7,0.00374704:2,0.2375:7,0.047482:3,0.00475221}	{3,0.929383:10,0.0457111:4,0.137949}	{4,0}	(((n0:{1,0.11763:5,0.0242575:2,0.925659:5,0.0492382:2,0.388946:5,0.0138816:1,0.10328:5,0.0383646:2,0.445736:7,0.0160922:2,0.0871954},n1:{2,0.830087:5,0.0768295:2,0.161483:5,0.00273311:1,0.210542:5,0.0588091:1,0.180102:5,0.000346007:2,0.689349}):{2,0.288602:7,0.0214559:2,1.45693:7,0.0218593:2,0.243264:7,0.0287579:3,0.377762:7,0.00689129:2,0.100681:7,0.0506406:3,0.206412:7,0.027894:3,0.626266:7,0.00586776:3,0.659084:7,0.0486901:2,0.370499:7,0.0378942:2,0.365517:7,0.00374704:2,0.2375:7,0.047482:3,0.00475221},n2:{3,2.09723:7,0.0296068:3,0.05885:7,0.0213551:3,0.00417238:7,0.0448317:2,0.715098:7,2.84179e-05:3,0.339243:7,0.0422408:3,0.19066:7,0.0476847:2,0.681288:7,0.00884779:3,0.877472:7,0.0676124:3,0.25167:7,0.0258498:3,0.67573:7,0.0452222:2,0.0362704:7,0.00388456:2,0.315137:7,0.00664111:3,0.207502:7,0.0196892:3,0.634903}):{3,0.929383:10,0.0457111:4,0.137949},n3:{4,8.56177});
91200	{2,0.133432:5,0.133578:2,0.30923:5,0.294285:2,1.1456:7,0.0220906:2,0.338396}	{1,0.149445:5,0.011287:2,0.886671:5,0.0227933:2,0.479087:5,0.143883:2,0.612712:7,0.0192342:2,0.051503}	{3,2.45272:7,0.00967963:3,0.197621:7,0.100137:2,1.21112:7,0.00281891:2,0.495744:7,0.061405:2,0.631264:7,0.049146:2,0.305839:7,0.0374102:2,0.905702:7,0.0644929:2,0.0237596:7,0.0208034:2,0.314999:7,0.0322341:3,0.204736}	{4,8.64929}	{2,0.618312:7,0.0874505:2,0.175376:7,0.0297844:2,0.670851:7,0.00882537:2,1.81983:7,0.0198067:3,0.0607261:7,0.0242781:3,0.413865:7,0.022899:3,0.554232:7,0.00787431:3,0.230901}	{3,1.47009:10,0.00242071:4,0.0551549}	{4,0}	((n2:{3,2.45272:7,0.00967963:3,0.197621:7,0.100137:2,1.21112:7,0.00281891:2,0.495744:7,0.061405:2,0.631264:7,0.049146:2,0.305839:7,0.0374102:2,0.905702:7,0.0644929:2,0.0237596:7,0.0208034:2,0.314999:7,0.0322341:3,0.204736},(n0:{1,0.149445:5,0.011287:2,0.886671:5,0.0227933:2,0.479087:5,0.143883:2,0.612712:7,0.0192342:2,0.051503},n1:{2,0.133432:5,0.133578:2,0.30923:5,0.294285:2,1.1456:7,0.0220906:2,0.338396}):{2,0.618312:7,0.0874505:2,0.175376:7,0.0297844:2,0.670851:7,0.00882537:2,1.81983:7,0.0198067:3,0.0607261:7,0.0242781:3,0.413865:7,0.022899:3,0.554232:7,0.00787431:3,0.230901}):{3,1.47009:10,0.00242071:4,0.0551549},n3:{4,8.64929});
91300	{2,0.171311:5,0.0166645:2,0.707693:5,0.0562816:1,0.228958:5,0.0249789:1,0.712776:5,0.00475175:2,0.0733836}	{1,0.133132:5,0.0154793:2,0.0407448:5,0.0703496:2,0.699833:5,0.0492916:1,0.248583:5,0.0137454:2,0.000810301:5,0.134845:2,0.589984}	{3,2.38621:7,0.0446753:2,0.0201268:7,0.00301689:2,0.13265:7,0.10897:2,0.5252:7,0.0924382:2,0.0155667:7,0.0870571:3,0.241081:7,0.0978672:2,0.175161:7,0.121013:2,0.412418:7,0.00954622:2,0.333742:7,0.010755:2,0.0164645:7,0.114073:2,0.288331:7,0.0473904:3,1.07756}	{4,8.95389:10,0.0114826:4,0.192366}	{2,1.0205:7,0.0685386:2,0.180372:7,0.0134577:3,0.0273937:7,0.0154961:2,0.575809:7,0.00728687:3,0.0766706:7,0.0218033:2,0.526447:7,0.0232138:2,1.45271:7,0.0383042:3,0.000250081:7,0.00105399:2,0.185552:7,0.0828633:3,0.0467947}	{3,0.358954:7,0.042821:2,0.0455051:7,0.036276:3,0.00158413:7,0.0448234:2,0.0255073:7,0.012681:3,0.121755:7,0.0312111:3,0.0487405:7,0.021433:2,0.475554:7,0.01114:3,0.0121528:7,0.0592645:3,0.186561:7,0.030746:3,0.396696:10,0.0601736:4,0.213769:10,0.009696:4,0.241375:10,0.0310907:4,0.125807:10,0.0407127:3,0.0100849:10,0.00810214:4,0.0922106}	{4,0}	(((n0:{1,0.133132:5,0.0154793:2,0.0407448:5,0.0703496:2,0.699833:5,0.0492916:1,0.248583:5,0.0137454:2,0.000810301:5,0.134845:2,0.589984},n1:{2,0.171311:5,0.0166645:2,0.707693:5,0.0562816:1,0.228958:5,0.0249789:1,0.712776:5,0.00475175:2,0.0733836}):{2,1.0205:7,0.0685386:2,0.180372:7,0.0134577:3,0.0273937:7,0.0154961:2,0.575809:7,0.00728687:3,0.0766706:7,0.0218033:2,0.526447:7,0.0232138:2,1.45271:7,0.0383042:3,0.000250081:7,0.00105399:2,0.185552:7,0.0828633:3,0.0467947},n2:{3,2.38621:7,0.0446753:2,0.0201268:7,0.00301689:2,0.13265:7,0.10897:2,0.5252:7,0.0924382:2,0.0155667:7,0.0870571:3,0.241081:7,0.0978672:2,0.175161:7,0.121013:2,0.412418:7,0.00954622:2,0.333742:7,0.010755:2,0.0164645:7,0.114073:2,0.288331:7,0.0473904:3,1.07756}):{3,0.358954:7,0.042821:2,0.0455051:7,0.036276:3,0.00158413:7,0.0448234:2,0.0255073:7,0.012681:3,0.121755:7,0.0312111:3,0.0487405:7,0.021433:2,0.475554:7,0.01114:3,0.0121528:7,0.0592645:3,0.186561:7,0.030746:3,0.396696:10,0.0601736:4,0.213769:10,0.009696:4,0.241375:10,0.0310907:4,0.125807:10,0.0407127:3,0.0100849:10,0.00810214:4,0.0922106},n3:{4,8.95389:10,0.0114826:4,0.192366});
91400	{2,0.270091:5,0.0279404:2,1.21968}	{1,1.17571:5,0.0146683:1,0.0126979:5,0.119429:2,0.125826:5,0.0175667:2,0.0518173}	{3,2.39078:7,0.0895805:2,0.389564:7,0.048953:3,0.0097547:7,0.0165159:3,0.728507:7,0.0290891:2,0.260076:7,0.0759262:2,0.00468797:7,0.00107858:3,0.0336982:7,0.0101268:2,0.190274:7,0.0245882:3,0.574835:7,0.0116355:3,1.25233:7,0.0171619:2,0.405919}	{4,8.31792:10,0.0421873:4,0.380761:10,0.0282343:3,0.249706:10,0.0565891:4,0.424952:10,0.0358631:4,0.748988}	{2,0.751496:7,0.0556495:2,0.0138452:7,0.00174255:2,0.0173083:7,0.0479364:2,1.23804:7,0.00853408:3,0.00233034:7,0.0533075:3,0.593985:7,0.00984887:2,0.676677:7,0.0445288:2,0.230495:7,0.0125568:3,0.32561:7,0.0414413:2,0.922047}	{2,0.621504:7,0.0382545:3,0.552926:10,0.000685921:3,0.220651:10,0.0457955:3,0.67102:10,0.0352049:4,0.104991:10,0.00174918:4,0.284639:10,0.0439964:4,0.0649399:10,0.0855297:4,0.247136:10,0.000444789:4,0.0898609:10,0.0441941:4,0.121841:10,0.0653119:4,0.379441}	{4,0}	(((n0:{1,1.17571:5,0.0146683:1,0.0126979:5,0.119429:2,0.125826:5,0.0175667:2,0.0518173},n1:{2,0.270091:5,0.0279404:2,1.21968}):{2,0.751496:7,0.0556495:2,0.0138452:7,0.00174255:2,0.0173083:7,0.0479364:2,1.23804:7,0.00853408:3,0.00233034:7,0.0533075:3,0.593985:7,0.00984887:2,0.676677:7,0.0445288:2,0.230495:7,0.0125568:3,0.32561:7,0.0414413:2,0.922047},n2:{3,2.39078:7,0.0895805:2,0.389564:7,0.048953:3,0.0097547:7,0.0165159:3,0.728507:7,0.0290891:2,0.260076:7,0.0759262:2,0.00468797:7,0.00107858:3,0.0336982:7,0.0101268:2,0.190274:7,0.0245882:3,0.574835:7,0.0116355:3,1.25233:7,0.0171619:2,0.405919}):{2,0.621504:7,0.0382545:3,0.552926:10,0.000685921:3,0.220651:10,0.0457955:3,0.67102:10,0.0352049:4,0.104991:10,0.00174918:4,0.284639:10,0.0439964:4,0.0649399:10,0.0855297:4,0.247136:10,0.000444789:4,0.0898609:10,0.0441941:4,0.121841:10,0.0653119:4,0.379441},n3:{4,8.31792:10,0.0421873:4,0.380761:10,0.0282343:3,0.249706:10,0.0565891:4,0.424952:10,0.0358631:4,0.748988});
91500	{2,0.202253:5,0.0724855:1,0.162449:5,0.0115781:1,0.3669:5,0.0261736:1,0.12056:5,0.0450271:1,0.00504538:5,0.00210746:2,0.455914:5,0.0308472:1,0.0600389:5,0.00764805:2,0.00984235}	{1,0.366184:5,0.013635:1,0.0205083:5,0.0597338:2,0.0822989:5,0.0260398:1,0.0461426:5,0.0056109:2,0.556854:5,0.0102:2,0.391664}	{3,2.07755:7,0.0180001:2,0.922273:7,0.119875:2,0.197773:7,0.0351697:2,0.1205:7,0.00804826:3,0.132292:7,0.0190259:2,0.108633:7,0.00253901:3,1.37836:7,0.0274408:2,0.0578399:7,0.00753208:2,0.0640513:7,0.0159614:3,0.348301:7,0.0613142:3,0.465961:7,0.0927822:2,0.000484071}	{4,8.09631:10,0.00819271:3,0.132486:10,0.0447135:4,0.20201:10,0.199041:3,0.506447:10,0.00608375:3,0.119562:10,0.0318573:4,0.0224847:10,0.0833818:4,0.17784:10,0.0257058:4,0.222772:10,0.0554165:4,0.24095}	{2,0.0924669:5,0.00961608:1,0.220211:5,0.0177239:2,0.0812831:7,0.0027105:3,0.0694628:7,0.0220219:2,0.306158:7,0.0463072:2,0.0464739:7,0.025582:2,0.0844337:7,0.124235:3,0.258928:7,0.00856454:2,0.0475465:7,0.0531643:2,0.651517:7,0.00443349:3,0.195693:7,0.0278128:2,0.0226659:7,0.0178826:2,0.0351074:7,0.00463202:2,0.592173:7,0.0331542:2,1.23217:7,0.0260482:3,0.0781191:7,0.0159942:3,0.156798:7,0.0202179:2,0.0715279}	{2,0.804993:7,0.0223355:3,0.479231:7,0.00827045:2,0.0333926:7,0.00784865:3,1.58355:10,0.00333003:4,0.67216:10,0.0271548:4,0.251276}	{4,0}	(((n0:{1,0.366184:5,0.013635:1,0.0205083:5,0.0597338:2,0.0822989:5,0.0260398:1,0.0461426:5,0.0056109:2,0.556854:5,0.0102:2,0.391664},n1:{2,0.202253:5,0.0724855:1,0.162449:5,0.0115781:1,0.3669:5,0.0261736:1,0.12056:5,0.0450271:1,0.00504538:5,0.00210746:2,0.455914:5,0.0308472:1,0.0600389:5,0.00764805:2,0.00984235}):{2,0.0924669:5,0.00961608:1,0.220211:5,0.0177239:2,0.0812831:7,0.0027105:3,0.0694628:7,0.0220219:2,0.306158:7,0.0463072:2,0.0464739:7,0.025582:2,0.0844337:7,0.124235:3,0.258928:7,0.00856454:2,0.0475465:7,0.0531643:2,0.651517:7,0.00443349:3,0.195693:7,0.0278128:2,0.0226659:7,0.0178826:2,0.0351074:7,0.00463202:2,0.592173:7,0.0331542:2,1.23217:7,0.0260482:3,0.0781191:7,0.0159942:3,0.156798:7,0.0202179:2,0.0715279},n2:{3,2.07755:7,0.0180001:2,0.922273:7,0.119875:2,0.197773:7,0.0351697:2,0.1205:7,0.00804826:3,0.132292:7,0.0190259:2,0.108633:7,0.00253901:3,1.37836:7,0.0274408:2,0.0578399:7,0.00753208:2,0.0640513:7,0.0159614:3,0.348301:7,0.0613142:3,0.465961:7,0.0927822:2,0.000484071}):{2,0.804993:7,0.0223355:3,0.479231:7,0.00827045:2,0.0333926:7,0.00784865:3,1.58355:10,0.00333003:4,0.67216:10,0.0271548:4,0.251276},n3:{4,8.09631:10,0.00819271:3,0.132486:10,0.0447135:4,0.20201:10,0.199041:3,0.506447:10,0.00608375:3,0.119562:10,0.0318573:4,0.0224847:10,0.0833818:4,0.17784:10,0.0257058:4,0.222772:10,0.0554165:4,0.24095});
91600	{2,0.557251:5,0.00893484:1,0.0650845:5,0.020295:2,0.917613}	{1,0.298353:5,0.00298497:1,0.161993:5,0.0728185:2,0.280187:5,0.0223914:2,0.73045}	{3,3.32072:7,0.100227:2,0.804092:7,0.0029016:3,1.50303:7,0.0578751:3,0.762241:7,0.104986:3,0.433199}	{4,8.65078:10,0.0112927:4,1.68603}	{2,0.801343:7,0.00628699:2,0.781722:7,0.0797486:2,0.178596:7,0.0133612:3,0.0986436:7,0.138539:2,1.44715:7,0.00898397:2,1.06832:7,0.0497225:3,0.847682}	{3,1.22647:10,0.0433559:4,1.25161:10,0.0559077:4,0.681474}	{4,0}	(((n1:{2,0.557251:5,0.00893484:1,0.0650845:5,0.020295:2,0.917613},n0:{1,0.298353:5,0.00298497:1,0.161993:5,0.0728185:2,0.280187:5,0.0223914:2,0.73045}):{2,0.801343:7,0.00628699:2,0.781722:7,0.0797486:2,0.178596:7,0.0133612:3,0.0986436:7,0.138539:2,1.44715:7,0.00898397:2,1.06832:7,0.0497225:3,0.847682},n2:{3,3.32072:7,0.100227:2,0.804092:7,0.0029016:3,1.50303:7,0.0578751:3,0.762241:7,0.104986:3,0.433199}):{3,1.22647:10,0.0433559:4,1.25161:10,0.0559077:4,0.681474},n3:{4,8.65078:10,0.0112927:4,1.68603});
91700	{2,0.767479:5,0.00349645:2,0.110752:5,0.00219511:2,0.667585}	{1,0.425371:5,0.053382:1,0.417674:5,0.0136595:2,0.641421}	{3,3.32757:7,0.0342599:3,2.2864:7,0.0946865:2,0.545551}	{4,9.32086}	{2,2.76818:7,0.0501203:3,0.431757:7,0.00772931:3,0.367663:7,0.00449504:2,0.326748:7,0.0215976:2,0.758674}	{2,1.55426:7,0.0610906:3,0.620977:10,0.152782:4,0.643282}	{4,0}	((n2:{3,3.32757:7,0.0342599:3,2.2864:7,0.0946865:2,0.545551},(n0:{1,0.425371:5,0.053382:1,0.417674:5,0.0136595:2,0.641421},n1:{2,0.767479:5,0.00349645:2,0.110752:5,0.00219511:2,0.667585}):{2,2.76818:7,0.0501203:3,0.431757:7,0.00772931:3,0.367663:7,0.00449504:2,0.326748:7,0.0215976:2,0.758674}):{2,1.55426:7,0.0610906:3,0.620977:10,0.152782:4,0.643282},n3:{4,9.32086});
91800	{2,0.125437:5,0.0547236:1,0.0224814:5,0.0149153:2,0.902119:5,0.00576472:1,0.625847}	{1,0.109785:5,0.0185584:1,0.0777872:5,0.0173644:2,0.637506:5,0.00211896:1,0.199576:5,0.0154883:2,0.147765:5,0.00727557:1,0.0371497:5,0.0170415:2,0.402199:5,0.0171813:1,0.0444921}	{3,2.16232:7,0.00595733:3,0.924569:7,0.00178776:3,0.189803:7,0.000724629:2,0.579903:7,0.0217765:2,0.109984:7,0.0119812:2,0.176703:7,0.102306:3,0.253023:7,0.0127392:3,0.185261:7,0.0231284:2,0.787903:7,0.032896:2,0.275594:7,0.0141162:2,0.0578543}	{4,2.03892:0,5.88012:4,0.615568:10,0.0395243:4,0.490683:10,0.00641669:4,0.0576836:10,0.0167212:3,0.385199:10,0.0111216:4,0.687917}	{1,0.0775569:5,0.014077:2,0.900409:7,0.00444361:2,0.14854:7,0.0239705:2,0.27775:7,0.00302655:3,0.0156168:7,0.0054813:3,0.00922717:7,0.00386403:2,0.040159:7,0.00401428:2,0.211935:7,0.0111748:2,0.556063:7,0.013208:3,0.501762:7,0.0126745:3,0.108075:7,0.00624584:2,0.256428:7,0.0148207:2,0.958521}	{2,0.143235:7,0.000855604:3,0.090926:7,0.0217143:3,0.222726:7,0.0115427:3,0.0237419:7,0.00268017:2,0.028531:7,0.00517205:2,0.348217:7,0.0185006:2,0.669322:7,0.0220681:3,1.06684:10,0.00668144:3,0.0916966:10,0.0384954:4,0.263753:10,0.0100439:4,0.750357:10,0.0260256:4,0.436416}	{4,0}	(((n0:{1,0.109785:5,0.0185584:1,0.0777872:5,0.0173644:2,0.637506:5,0.00211896:1,0.199576:5,0.0154883:2,0.147765:5,0.00727557:1,0.0371497:5,0.0170415:2,0.402199:5,0.0171813:1,0.0444921},n1:{2,0.125437:5,0.0547236:1,0.0224814:5,0.0149153:2,0.902119:5,0.00576472:1,0.625847}):{1,0.0775569:5,0.014077:2,0.900409:7,0.00444361:2,0.14854:7,0.0239705:2,0.27775:7,0.00302655:3,0.0156168:7,0.0054813:3,0.00922717:7,0.00386403:2,0.040159:7,0.00401428:2,0.211935:7,0.0111748:2,0.556063:7,0.013208:3,0.501762:7,0.0126745:3,0.108075:7,0.00624584:2,0.256428:7,0.0148207:2,0.958521},n2:{3,2.16232:7,0.00595733:3,0.924569:7,0.00178776:3,0.189803:7,0.000724629:2,0.579903:7,0.0217765:2,0.109984:7,0.0119812:2,0.176703:7,0.102306:3,0.253023:7,0.0127392:3,0.185261:7,0.0231284:2,0.787903:7,0.032896:2,0.275594:7,0.0141162:2,0.0578543}):{2,0.143235:7,0.000855604:3,0.090926:7,0.0217143:3,0.222726:7,0.0115427:3,0.0237419:7,0.00268017:2,0.028531:7,0.00517205:2,0.348217:7,0.0185006:2,0.669322:7,0.0220681:3,1.06684:10,0.00668144:3,0.0916966:10,0.0384954:4,0.263753:10,0.0100439:4,0.750357:10,0.0260256:4,0.436416},n3:{4,2.03892:0,5.88012:4,0.615568:10,0.0395243:4,0.490683:10,0.00641669:4,0.0576836:10,0.0167212:3,0.385199:10,0.0111216:4,0.687917});
91900	{2,0.119317:5,0.0418937:1,0.732575:5,0.000497151:1,0.0801705:5,0.000697521:2,1.12018:7,0.0167537:3,0.210381}	{1,0.538195:5,0.0818188:2,0.268676:5,0.0627927:2,1.01264:7,0.135488:3,0.222859}	{3,2.01454:7,0.0157372:3,0.0518016:7,0.00680284:3,0.00661257:7,0.00260504:2,0.608419:7,0.0175983:3,0.0635127:7,0.0237216:3,1.85761:7,0.000737124:3,0.479281:7,0.0296019:2,0.169447}	{4,8.47187:10,0.0615009:4,0.362072}	{3,0.108024:7,0.0389247:3,0.404921:7,0.00770366:3,0.541593:7,0.0100883:2,0.0790322:7,0.00587584:2,0.520928:7,0.011168:2,0.0408391:7,0.0240813:3,0.216843:7,0.0305431:2,0.0166062:7,0.0286712:3,0.280551:7,0.0274274:3,0.511318:7,0.0117699:2,0.108658}	{2,0.0127924:7,0.00815424:2,0.0385611:7,0.0438962:3,0.730932:7,0.0166266:2,0.0725902:7,0.00225509:3,0.00726853:7,0.0167861:3,0.0873784:7,0.0429361:2,0.0558947:7,0.0476799:2,1.02576:7,0.0147488:3,1.04553:10,0.0415118:4,0.236112}	{4,0}	((n2:{3,2.01454:7,0.0157372:3,0.0518016:7,0.00680284:3,0.00661257:7,0.00260504:2,0.608419:7,0.0175983:3,0.0635127:7,0.0237216:3,1.85761:7,0.000737124:3,0.479281:7,0.0296019:2,0.169447},(n1:{2,0.119317:5,0.0418937:1,0.732575:5,0.000497151:1,0.0801705:5,0.000697521:2,1.12018:7,0.0167537:3,0.210381},n0:{1,0.538195:5,0.0818188:2,0.268676:5,0.0627927:2,1.01264:7,0.135488:3,0.222859}):{3,0.108024:7,0.0389247:3,0.404921:7,0.00770366:3,0.541593:7,0.0100883:2,0.0790322:7,0.00587584:2,0.520928:7,0.011168:2,0.0408391:7,0.0240813:3,0.216843:7,0.0305431:2,0.0166062:7,0.0286712:3,0.280551:7,0.0274274:3,0.511318:7,0.0117699:2,0.108658}):{2,0.0127924:7,0.00815424:2,0.0385611:7,0.0438962:3,0.730932:7,0.0166266:2,0.0725902:7,0.00225509:3,0.00726853:7,0.0167861:3,0.0873784:7,0.0429361:2,0.0558947:7,0.0476799:2,1.02576:7,0.0147488:3,1.04553:10,0.0415118:4,0.236112},n3:{4,8.47187:10,0.0615009:4,0.362072});
92000	{2,0.84846:5,0.0390954:2,0.28226:5,0.00232948:2,0.598272}	{1,0.914729:5,0.00333968:2,0.452018:5,0.133847:2,0.266483}	{3,2.40741:7,0.0217044:3,0.694197:7,0.0149698:2,1.06373:7,0.00994474:2,0.867526}	{4,9.94525}	{2,3.30906}	{2,0.570455:7,0.00262517:2,0.683784:7,0.00217612:3,1.20327:7,0.02257:3,0.567318:10,0.0657247:4,1.74784}	{4,0}	(((n0:{1,0.914729:5,0.00333968:2,0.452018:5,0.133847:2,0.266483},n1:{2,0.84846:5,0.0390954:2,0.28226:5,0.00232948:2,0.598272}):{2,3.30906},n2:{3,2.40741:7,0.0217044:3,0.694197:7,0.0149698:2,1.06373:7,0.00994474:2,0.867526}):{2,0.570455:7,0.00262517:2,0.683784:7,0.00217612:3,1.20327:7,0.02257:3,0.567318:10,0.0657247:4,1.74784},n3:{4,9.94525});
92100	{2,1.98329}	{1,0.837029:5,0.00864152:2,0.114034:5,0.00109423:1,0.516231:5,0.00135459:2,0.50491}	{3,3.76314:7,0.0166583:3,1.79705}	{4,8.3197:10,0.0190827:4,1.28486}	{2,0.360151:7,0.00296029:3,0.32088:7,0.0066774:3,1.20787:7,0.00792188:3,1.61171:7,0.0173748:3,0.0580088}	{3,0.019352:7,0.0168146:2,0.0942107:7,0.0134948:3,1.63336:7,0.0226785:2,0.0483693:7,0.0211003:3,1.13645:10,0.0713602:4,0.969596}	{4,0}	(((n0:{1,0.837029:5,0.00864152:2,0.114034:5,0.00109423:1,0.516231:5,0.00135459:2,0.50491},n1:{2,1.98329}):{2,0.360151:7,0.00296029:3,0.32088:7,0.0066774:3,1.20787:7,0.00792188:3,1.61171:7,0.0173748:3,0.0580088},n2:{3,3.76314:7,0.0166583:3,1.79705}):{3,0.019352:7,0.0168146:2,0.0942107:7,0.0134948:3,1.63336:7,0.0226785:2,0.0483693:7,0.0211003:3,1.13645:10,0.0713602:4,0.969596},n3:{4,8.3197:10,0.0190827:4,1.28486});
